domain,fp_id,fp_name,confidence,flame_tp_ids,evidence
deepl5.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepd.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepk.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepls.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl6.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl7.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeph.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl4.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deep.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepl2.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeplq.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dedger.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplv.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl9.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeopl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeol.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepl3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepld.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeplz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeepl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplk.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepla.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepll.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeppl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeplr.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeplo.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplc.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
databricsk.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeql.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepn.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deetl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepml.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deespl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplx.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepln.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deipl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deepli.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepol.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dempl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
degpl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dalesforce.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
depl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deopbox.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepm.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dankofamerica.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
depel.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dequitable.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
derpl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeple.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplm.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deel.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deapl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeplp.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepo.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deeml.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deerl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deropbox.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cfvshealth.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
desla.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
datbricks.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
despl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
detrade.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
detoro.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
deepi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeplt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deeply.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dewpl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
deexl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cfacebook.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cfoinbase.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cfhase.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cfowdstrike.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dexodus.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cfiti.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dex.io,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cfrowdstrike.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dfarmers.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dezpl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cfshealth.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dfropbox.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dgepl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dhatgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dhase.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dhopify.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dicusign.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
diepl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digetti.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifi.nex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifiex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifinex8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifnex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifiinex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digiinex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifinx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifin.ex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digifine.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
digifinext.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dvopbox.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
delectrum.org,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
diifinex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dvshealth.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
digna.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cgase.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cgatgpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cghatgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cghase.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cgna.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cgvshealth.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dingx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dinarce.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ch.atgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaae.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cgshealth.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ch.ase.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cha6gpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cha5gpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cha4gpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chadgpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaee.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaase.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chadse.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaes.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaftgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chagtgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chace.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaggpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chae.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chagpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cgx.io,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chade.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chafgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
diocusign.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dinqx.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
diquid.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
cha3e.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cgina.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dinance.us,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaqe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaqtgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chapgpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cha1se.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
cha2se.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaqse.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chargpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
disco.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chas3.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasa.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chas4.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chartgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasd.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chas-e.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chase2.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chase1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chase4.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chase7.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasea.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chas.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chase8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasc.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasej.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasei.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chase3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasem.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasecom.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasek.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaseo.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaseu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasep.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chases.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaser.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasi.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasg.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasez.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasex.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasr.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaseq.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chastgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasew.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chass.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasxe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasel.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasse.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasw.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaso.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasm.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaswe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatbgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chaseg.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatcpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatept.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatfgpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
dfacebook.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatg0pt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatg0t.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatghpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgfpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgbpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chat-gpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatglt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpf.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgp6.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgppt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgplt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
dgna.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgp5.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt4.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgpp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpr.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt2.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt5.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptd.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptb.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptf.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpte.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptc.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpti.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptcom.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgp4.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgptj.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptn.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptl.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptg.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpto.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpt7.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptm.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptq.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpts.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptk.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptp.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgptr.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgpth.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptv.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptw.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpty.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgpt6.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgptx.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgptz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgxt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpv.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgpt9.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpz.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgrt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgqt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgtt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgtpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatgpot.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasae.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasde.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgpy.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgot.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasee.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgpd.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgmt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasze.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgopt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chasey.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaseb.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chare.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chase5.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaseh.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
diropbox.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaset.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chased.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatgypt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chathpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chaugpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chasen.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatopt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatpgt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatypt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chavgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatrgpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatwpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatzpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatygpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chattpt.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
chatvgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatzgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chatsgpt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
chawe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
