ASN,Name,Country,Source_List,Is_High_Value_Target,Target_Type
AS12989,"Black HOST Ltd (ex-StackPath)",US,KadNap,True,KadNap-loader-C2
AS202015,"HZ Hosting / HostZealot",BG,KadNap,True,KadNap-C2
AS43641,"Sollutium EU / RCS Technologies FZE",NL,KadNap,True,KadNap-fixed-node
AS397423,"Tier.Net Technologies",US,KadNap,True,KadNap-C2
AS29802,"Hivelocity",US,KadNap,True,KadNap-prev-C2
