ASN,Name,Country,Source_List,Is_High_Value_Target,Target_Type
AS204794,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS204868,,,Unknown,False,
AS204872,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS204914,"LABIXE, GB",GB,Unknown,False,
AS204915,,,Unknown,False,
AS204939,,,Unknown,False,
AS205,"MONTCLAIR-AS, US",US,Unknown,False,
AS205053,,,Unknown,False,
AS205083,"DATASHIELD_FILTER Datashield, Inc., SC",SC,Unknown,False,
AS205100,"F3NETZE, DE",DE,Unknown,False,
AS205119,,,Unknown,False,
AS205124,,,Unknown,False,
AS205125,,,Unknown,False,
AS205301,,,Unknown,False,
AS205486,,,Unknown,False,
AS205676,,,Unknown,False,
AS205745,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS205770,,,Unknown,False,
AS205787,,,Unknown,False,
AS205835,"COLOCATION, MD",MD,Unknown,False,
AS205884,,,Unknown,False,
AS205911,"HOSTING, MD",MD,Unknown,False,
AS20598,,,Unknown,False,
AS206,"CSC-IGN-AMER-AS206, US",US,Unknown,False,
AS206005,"ZYNOO zynoo.com, MD",MD,Unknown,False,
AS206017,,,Unknown,False,
AS206068,,,Unknown,False,
AS206085,,,Unknown,False,
AS206092,,,Unknown,False,
AS206127,,,Unknown,False,
AS206238,"FREEDOMINTERNET, NL",NL,Unknown,False,
AS206264,,,Unknown,False,
AS206305,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206340,,,Unknown,False,
AS206413,,,Unknown,False,
AS206446,"CLOUDLEASE, IL",IL,Unknown,False,
AS206535,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206552,,,Unknown,False,
AS206560,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206582,,,Unknown,False,
AS206590,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206622,,,Unknown,False,
AS206623,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206644,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206728,,,Unknown,False,
AS206744,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS206750,,,Unknown,False,
AS206804,,,Unknown,False,
AS206831,,,Unknown,False,
AS206847,"TRANZIT, MD",MD,Unknown,False,
AS206898,"INSTANCE-GROUP, DK",DK,Unknown,False,
AS20692,,,Unknown,False,
AS206996,,,Unknown,False,
AS207,,,Unknown,False,
AS207083,,,Unknown,False,
AS207088,"ADOARD, US",US,Unknown,False,
AS207137,,,Unknown,False,
AS207159,"HARTUM_TV_SRL, MD",MD,Unknown,False,
AS207184,"TELCHAK-AS, ZW",ZW,Unknown,False,
AS207208,,,Unknown,False,
AS207246,,,Unknown,False,
AS207267,"BIRSUNUCUM-ASN, TR",TR,Unknown,False,
AS20738,,,Unknown,False,
AS207566,"LD007-AS, HK",HK,Unknown,False,
AS207625,,,Unknown,False,
AS20766,"GITOYEN-MAIN-AS The main Autonomous System of Gitoyen Paris, France., FR",FR,Unknown,False,
AS207713,"GIR-AS, RU",RU,Unknown,False,
AS20773,"GODADDY, DE",DE,Unknown,False,
AS207812,"DM_AUTO, BG",BG,Unknown,False,
AS207957,"SERVHOST-AS, GB",GB,Unknown,False,
AS207959,"XSSERVER, DE",DE,Unknown,False,
AS207990,,,Unknown,False,
AS208,"DNIC-AS-00208, US",US,Unknown,False,
AS208137,,,Unknown,False,
AS208172,"PV-HOSTED, CH",CH,Unknown,False,
AS208198,,,Unknown,False,
AS208241,"RADIO-LINK-PLUS, UA",UA,Unknown,False,
AS208312,,,Unknown,False,
AS208317,,,Unknown,False,
AS208323,"APPLIEDPRIVACY-AS, AT",AT,Unknown,False,
AS20836,,,Unknown,False,
AS208525,"AIRULIMITED, HK",HK,Unknown,False,
AS20860,,,Unknown,False,
AS208846,,,Unknown,False,
AS208911,"ALSYCON-BV Alsycon B.V. VPS - Dedicated Servers - Colocation, NL",NL,Unknown,False,
AS208969,"BITERIKA-BY-AS, RU",RU,Unknown,False,
AS208978,"LIR_ZSO_ASN, UA",UA,Unknown,False,
AS209,,,Unknown,False,
AS209103,"PROTONVPN, CH",CH,Unknown,False,
AS209121,"NOVYTSKA-AS, UA",UA,Unknown,False,
AS209290,,,Unknown,False,
AS209298,,,Unknown,False,
AS209317,,,Unknown,False,
AS209375,,,Unknown,False,
AS209378,,,Unknown,False,
AS209396,,,Unknown,False,
AS209588,,,Unknown,False,
AS209605,,,Unknown,False,
AS209823,,,Unknown,False,
AS209847,,,Unknown,False,
AS209854,"CYBERZONEHUB, PA",PA,Unknown,False,
AS209868,,,Unknown,False,
AS209883,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS209889,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS209896,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS209944,,,Unknown,False,
AS209945,,,Unknown,False,
AS209961,,,Unknown,False,
AS209963,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS209982,"LEXISTARALLIANCELTD Allocated to Lexistar Alliance LTD, MD",MD,Unknown,False,
AS210,"WEST-NET-WEST, US",US,Unknown,False,
AS210027,"HOSTING, MD",MD,Unknown,False,
AS210240,"NTC-AS, RU",RU,Unknown,False,
AS210316,,,Unknown,False,
AS210329,,,Unknown,False,
AS210352,,,Unknown,False,
AS210369,"MXCLOUD-AS, GB",GB,Unknown,False,
AS210530,"IP2CON, SC",SC,Unknown,False,
AS210558,"SERVICES-1337-GMBH 1337-SERVICES-GMBH-NETWORK, DE",DE,Unknown,False,
AS210630,,,Unknown,False,
AS210632,"NOVARA-AS, DE",DE,Unknown,False,
AS210644,"AEZA-AS, GB",GB,Unknown,False,
AS210654,"SRVN-AS EKOMI, NL",NL,Unknown,False,
AS210705,,,Unknown,False,
AS210707,"COMPANY, IR",IR,Unknown,False,
AS210718,"FIVE-CYBER-HOST-SECURITY-AS FIVE CYBER HOST SECURITY S.R.L., RO",RO,Unknown,False,
AS210743,,,Unknown,False,
AS210756,"EDGECENTERLLC, RU",RU,Unknown,False,
AS210848,"TK-NET, SC",SC,Unknown,False,
AS210919,"CLOUDIE, GB",GB,Unknown,False,
AS210924,"SSDNETWORKS, GB",GB,Unknown,False,
AS210937,"SHOWFOM, DE",DE,Unknown,False,
AS210950,,,Unknown,False,
AS211,"RADC-ROME-AIR-DEVELMENT-CENTER, US",US,Unknown,False,
AS21100,"ITLDC-EU, US",US,Unknown,False,
AS211059,"TRIBEKA-AS, PA",PA,Unknown,False,
AS211121,"TIGER-MSK, GB",GB,Unknown,False,
AS211138,,,Unknown,False,
AS211192,,,Unknown,False,
AS211199,"LIPTEL-AS, UA",UA,Unknown,False,
AS211238,,,Unknown,False,
AS211298,,,Unknown,False,
AS211373,,,Unknown,False,
AS211415,,,Unknown,False,
AS211440,"INTERNET-5, LT",LT,Unknown,False,
AS211522,,,Unknown,False,
AS21159,,,Unknown,False,
AS211607,,,Unknown,False,
AS211619,"MAXKO, HR",HR,Unknown,False,
AS211632,"ORG-ISI14-RIPE, SC",SC,Unknown,False,
AS211659,"STIMUL-AS, RU",RU,Unknown,False,
AS211680,,,Unknown,False,
AS211720,,,Unknown,False,
AS211736,"FDN3, UA",UA,Unknown,False,
AS211762,"REGION40, RU",RU,Unknown,False,
AS211805,,,Unknown,False,
AS211849,,,Unknown,False,
AS211922,,,Unknown,False,
AS211955,,,Unknown,False,
AS212,,,Unknown,False,
AS212017,"CUBILLO, ES",ES,Unknown,False,
AS21217,"SAFEHOSTNET Colocation center in Geneva, CH",CH,Unknown,False,
AS212238,"CDNEXT, GB",GB,Unknown,False,
AS212283,"ROZA-AS, BG",BG,Unknown,False,
AS212317,"HETZNER-CLOUD3-AS, DE",DE,Unknown,False,
AS212370,,,Unknown,False,
AS212448,"TURKBIL, TR",TR,Unknown,False,
AS212461,"NEMTCOV, RU",RU,Unknown,False,
AS212477,,,Unknown,False,
AS212512,,,Unknown,False,
AS212513,,,Unknown,False,
AS212622,"LIVECOMM-AS, UA",UA,Unknown,False,
AS212651,"D-CONECT-AS, UA",UA,Unknown,False,
AS212666,,,Unknown,False,
AS212669,"INTERNET-7, LT",LT,Unknown,False,
AS212676,,,Unknown,False,
AS212701,"HOSTINUX-AS, GB",GB,Unknown,False,
AS212762,"CK-IT-AS, NL",NL,Unknown,False,
AS212867,"SIPALTO, GB",GB,Unknown,False,
AS212935,,,Unknown,False,
AS213,"DNIC-AS-00213, US",US,Unknown,False,
AS213035,"AS-SERVERION Serverion B.V., NL",NL,Unknown,False,
AS213137,,,Unknown,False,
AS213151,"CHRISELSEN, DE",DE,Unknown,False,
AS213205,"COOOLBE-CA, MH",MH,Unknown,False,
AS21321,"NETUITY-AS, GB",GB,Unknown,False,
AS213230,"HETZNER-CLOUD2-AS, DE",DE,Unknown,False,
AS213250,,,Unknown,False,
AS213277,"ALOJAR, PT",PT,Unknown,False,
AS213354,"INTERNATIONAL-HOSTING-SOLUTIONS-AS EU DC route, GB",GB,Unknown,False,
AS213355,"HGN-AS, SC",SC,Unknown,False,
AS213371,"SQUITTER-NETWORKS, IN",IN,Unknown,False,
AS213373,"IPCONNECT, SC",SC,Unknown,False,
AS213389,"ASPODOLSK, UA",UA,Unknown,False,
AS213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",SC,Unknown,False,
AS213441,"SLAYER-AS, GB",GB,Unknown,False,
AS213448,,,Unknown,False,
AS213511,"VSVK, NL",NL,Unknown,False,
AS213613,,,Unknown,False,
AS213652,,,Unknown,False,
AS213676,,,Unknown,False,
AS213693,,,Unknown,False,
AS213702,"QWINS-LTD QWINS AS-SET: ~ # AS213702:AS-CUSTOMERS, GB",GB,Unknown,False,
AS213725,"UK-03AI, GB",GB,Unknown,False,
AS213790,"LIMITEDNETWORK-AS, GB",GB,Unknown,False,
AS213887,"WAICORE-LTD WAICORE LTD, GB",GB,Unknown,False,
AS213897,"BUBBLES-AS, GB",GB,Unknown,False,
AS213921,"DA-MOTORS-AS, GB",GB,Unknown,False,
AS213992,"PRIMOX-AS, US",US,Unknown,False,
AS213993,,,Unknown,False,
AS213999,"THE-CLIENTS, NL",NL,Unknown,False,
AS214018,,,Unknown,False,
AS214194,,,Unknown,False,
AS214196,,,Unknown,False,
AS214209,"INTERNET-MAGNATE, ZA",ZA,Unknown,False,
AS214223,"FPNET, DE",DE,Unknown,False,
AS214295,"SKYNET, GB",GB,Unknown,False,
AS214329,,,Unknown,False,
AS214337,,,Unknown,False,
AS214339,,,Unknown,False,
AS214351,,,Unknown,False,
AS214357,,,Unknown,False,
AS214366,"PRIVACYFIRST, AE",AE,Unknown,False,
AS214379,"SPN, UA",UA,Unknown,False,
AS214422,"ITSY-HOST, UA",UA,Unknown,False,
AS214472,"OFFSHORE, US",US,Unknown,False,
AS214497,,,Unknown,False,
AS214503,"R0CKET-CLOUD, SE",SE,Unknown,False,
AS214505,,,Unknown,False,
AS214515,"DIGITALVPS, IR",IR,Unknown,False,
AS214574,"BITERIKA-ZEL-AS, RU",RU,Unknown,False,
AS214576,"BRM5-AS, RU",RU,Unknown,False,
AS214668,"AXUSHOST, NL",NL,Unknown,False,
AS214717,,,Unknown,False,
AS214820,,,Unknown,False,
AS214834,,,Unknown,False,
AS214927,,,Unknown,False,
AS214940,"KPRONET, US",US,Unknown,False,
AS214943,,,Unknown,False,
AS214967,,,Unknown,False,
AS214996,"NETCUP, DE",DE,Unknown,False,
AS215026,"WALEHOST, IT",IT,Unknown,False,
AS215039,"NODESTY nodesty, US",US,Unknown,False,
AS215096,"MADHOST-AS This is MadHost, RU",RU,Unknown,False,
AS215117,,,Unknown,False,
AS215120,"EVOLUS-IX, AT",AT,Unknown,False,
AS215127,"TEAPOT, GB",GB,Unknown,False,
AS215183,"ZHAIKOV-AS, KZ",KZ,Unknown,False,
AS215208,"-Reserved AS-, ZZ",,Unknown,False,
AS215240,,,Unknown,False,
AS215287,"SECUREDIGITALAPP, BH",BH,Unknown,False,
AS215292,,,Unknown,False,
AS215310,"USERCLOUD UserCloud, DE",DE,Unknown,False,
AS215311,,,Unknown,False,
AS215340,"MYSIM-NIGERIA, NG",NG,Unknown,False,
AS215365,"THREATOFF, DE",DE,Unknown,False,
AS215376,,,Unknown,False,
AS215381,"ROCKHOSTER, IN",IN,Unknown,False,
AS215400,"-Reserved AS-, ZZ",,Unknown,False,
AS215420,,,Unknown,False,
AS215450,"SNOWCORE-AS, GB",GB,Unknown,False,
AS215460,"DANIEL, IL",IL,Unknown,False,
AS215462,,,Unknown,False,
AS215476,,,Unknown,False,
AS215479,,,Unknown,False,
AS215540,"GCS-AS, GB",GB,Unknown,False,
AS215569,"TROPICSOLUTIONS AS215569, DE",DE,Unknown,False,
AS215590,"DPKGSOFT-AS, GB",GB,Unknown,False,
AS215599,,,Unknown,False,
AS215659,,,Unknown,False,
AS215691,"HOSTEALO, ES",ES,Unknown,False,
AS215703,"FREAKHOSTING _, GB",GB,Unknown,False,
AS215730,"H2NEXUS-AS H2NEXUS LTD, GB",GB,Unknown,False,
AS215762,"BULLETGROUP, BG",BG,Unknown,False,
AS215765,"RADIO-LINK-SMART, UA",UA,Unknown,False,
AS215766,"EMANUELHOSTING, GB",GB,Unknown,False,
AS215789,,,Unknown,False,
AS215826,"PARTNER-HOSTING-LTD, GB",GB,Unknown,False,
AS215925,"VPSVAULTHOST, GB",GB,Unknown,False,
AS215930,"COD, RS",RS,Unknown,False,
AS216,"LMSC-HOSTNET-AS, US",US,Unknown,False,
AS216025,"MULLVAD-AS, SE",SE,Unknown,False,
AS216045,"HASANYAVUZASN, TR",TR,Unknown,False,
AS216063,,,Unknown,False,
AS216081,"GOBBATO-IT-SOLUTIONS, DE",DE,Unknown,False,
AS216127,"AS-NUXTCLOUD, GB",GB,Unknown,False,
AS216213,"LEXISTAR, SC",SC,Unknown,False,
AS216240,"MORTALSOFT, GB",GB,Unknown,False,
AS216246,"RU-AEZA-AS, RU",RU,Unknown,False,
AS216309,,,Unknown,False,
AS216341,"OPTIMA-AS, RU",RU,Unknown,False,
AS217,"UMN-SYSTEM, US",US,Unknown,False,
AS21773,"AS-PUH, US",US,Unknown,False,
AS218,,,Unknown,False,
AS21859,,,Unknown,False,
AS219,"DNIC-AS-00219, US",US,Unknown,False,
AS21949,"BEANFIELD, CA",CA,Unknown,False,
AS220,"OOALC-HOSTNET-AS, US",US,Unknown,False,
AS221,"WRALC-HOSTNET-AS, US",US,Unknown,False,
AS22152,,,Unknown,False,
AS22168,,,Unknown,False,
AS222,"SMALC-HOSTNET-AS, US",US,Unknown,False,
AS223,"AS223, US",US,Unknown,False,
AS22363,"PHMGMT-AS1, US",US,Unknown,False,
AS22552,,,Unknown,False,
AS22558,"VPSDATACENTER, US",US,Unknown,False,
AS22611,"INMOTION, US",US,Unknown,False,
AS226111,,,Unknown,False,
AS22612,"NAMECHEAP-NET, US",US,Unknown,False,
AS22720,,,Unknown,False,
AS22781,,,Unknown,False,
AS22903,,,Unknown,False,
AS23,"AS23, US",US,Unknown,False,
AS23005,,,Unknown,False,
AS23033,"WOW, US",US,Unknown,False,
AS23052,"IHOST-SOLUTIONS-1, US",US,Unknown,False,
AS23108,,,Unknown,False,
AS23273,"HOSTP-LA, US",US,Unknown,False,
AS23342,"UNITEDLAYER, US",US,Unknown,False,
AS23352,"SERVERCENTRAL, US",US,Unknown,False,
AS23470,"RELIABLESITE, US",US,Unknown,False,
AS23535,,,Unknown,False,
AS23748,"CAT-AS-AP Cat Networks K.K., JP",JP,Unknown,False,
AS23865,,,Unknown,False,
AS23881,"UDOMAIN-AS-AP UDomain Web Hosting Company Ltd, HK",HK,Unknown,False,
AS23959,,,Unknown,False,
AS24,"AS24, US",US,Unknown,False,
AS240,,,Unknown,False,
AS2400,"FR-ASNBLOCK2 INRIA-Rocquencourt, EU",EU,Unknown,False,
AS2401,"FR-ASNBLOCK2 INRIA-Rocquencourt, EU",EU,Unknown,False,
AS24013,"SB SB Professional Services, SB",SB,Unknown,False,
AS2402,"FR-ASNBLOCK2 INRIA-Rocquencourt, EU",EU,Unknown,False,
AS2403,,,Unknown,False,
AS2404,,,Unknown,False,
AS2405,,,Unknown,False,
AS2406,"FR-ASNBLOCK2 INRIA-Rocquencourt, EU",EU,Unknown,False,
AS2407,"FR-ASNBLOCK2 FR-U-CAEN, EU",EU,Unknown,False,
AS24220,"HOSTCENTRAL-AS-AP Hostcentral, AU",AU,Unknown,False,
AS24381,"BGPE-AS BGP.Exchange, AU",AU,Unknown,False,
AS24426,,,Unknown,False,
AS24482,,,Unknown,False,
AS245,"PRC-AS, US",US,Unknown,False,
AS24544,"OVERCASTS-AS-AP Overcasts Limited, HK",HK,Unknown,False,
AS24549,,,Unknown,False,
AS24558,"AVBIHNET-AS-IN Internet Hosting Service Provider to the Aditya, IN",IN,Unknown,False,
AS24567,,,Unknown,False,
AS24611,"DCLUX-AS Datacenter Luxembourg, LU",LU,Unknown,False,
AS24679,,,Unknown,False,
AS24725,"ASN-HM UA ccTLD Manager, UA",UA,Unknown,False,
AS24768,"ALMOUROLTEC, PT",PT,Unknown,False,
AS24875,,,Unknown,False,
AS24931,,,Unknown,False,
AS24940,"HETZNER-AS, DE",DE,Unknown,False,
AS24958,"TBSH, GB",GB,Unknown,False,
AS24961,"MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG, DE",DE,Unknown,False,
AS24971,"MASTER-AS Czech Republic www.master.cz, CZ",CZ,Unknown,False,
AS24997,"GE-CDN-AS, GE",GE,Unknown,False,
AS25,"UCB, US",US,Unknown,False,
AS25048,"DSNET DSNet, GB",GB,Unknown,False,
AS25163,,,Unknown,False,
AS25198,"ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO",RO,Unknown,False,
AS25260,,,Unknown,False,
AS25288,"LIR-UKRAINE-AS, NL",NL,Unknown,False,
AS25369,"BANDWIDTH-AS, GB",GB,Unknown,False,
AS25379,,,Unknown,False,
AS25400,,,Unknown,False,
AS25532,"MASTERHOST-AS Moscow, Russia, RU",RU,Unknown,False,
AS25642,"SPIDERHOST, US",US,Unknown,False,
AS25780,,,Unknown,False,
AS25820,,,Unknown,False,
AS25862,,,Unknown,False,
AS25926,"HOSTUS-SOLUTIONS-LLC, US",US,Unknown,False,
AS2600,"Genel Md.Bilgi Teknolojileri, TR",TR,Unknown,False,
AS2601,"RADIOLINK-AS, UA",UA,Unknown,False,
AS2602,,,Unknown,False,
AS2603,,,Unknown,False,
AS2604,"MHS-GRAZ, AT",AT,Unknown,False,
AS26042,,,Unknown,False,
AS2605,,,Unknown,False,
AS2606,,,Unknown,False,
AS2607,"SANET Slovak Academic Network, SK",SK,Unknown,False,
AS2610,,,Unknown,False,
AS2620,,,Unknown,False,
AS262170,,,Unknown,False,
AS262287,"Latitude.sh LTDA, BR",BR,Unknown,False,
AS262603,"GX INTERNET E WEB HOSTING SERV DE INFORMATICA LTDA, BR",BR,Unknown,False,
AS26277,"SERVERPOINT, US",US,Unknown,False,
AS262978,,,Unknown,False,
AS262990,"VIRTUAL CENTER HOSTING TECNOLOGIA EIRELI, BR",BR,Unknown,False,
AS263032,"VERO S.A, BR",BR,Unknown,False,
AS263093,,,Unknown,False,
AS263237,,,Unknown,False,
AS26347,"DREAMHOST-AS, US",US,Unknown,False,
AS263702,"GRUPO ZGH SPA, CL",CL,Unknown,False,
AS263812,"SONDATECH S.A.S., AR",AR,Unknown,False,
AS264617,,,Unknown,False,
AS26481,"REBEL-HOSTING, US",US,Unknown,False,
AS26496,,,Unknown,False,
AS26561,"NETRIDGE, US",US,Unknown,False,
AS266702,"MEGALINK S.R.L., AR",AR,Unknown,False,
AS266724,,,Unknown,False,
AS26701,"AADS, US",US,Unknown,False,
AS26737,,,Unknown,False,
AS267784,"Flyservers S.A., PA",PA,Unknown,False,
AS268105,"N.F.F.NETWORK SERVICOS DE TELECOMUNICACOES LTDA, BR",BR,Unknown,False,
AS26832,,,Unknown,False,
AS268581,"QNAX LTDA, BR",BR,Unknown,False,
AS26978,"QTS-PHX, US",US,Unknown,False,
AS27,"UMDNET, US",US,Unknown,False,
AS270172,,,Unknown,False,
AS27175,,,Unknown,False,
AS27176,"DATAWAGON, US",US,Unknown,False,
AS27223,,,Unknown,False,
AS27229,"WEBHOST-ASN1, US",US,Unknown,False,
AS27257,"WEBAIR-INTERNET, US",US,Unknown,False,
AS27357,,,Unknown,False,
AS27411,"LEASEWEB-USA-CHI, US",US,Unknown,False,
AS27589,,,Unknown,False,
AS27597,,,Unknown,False,
AS27640,"GIGASNET-AS, US",US,Unknown,False,
AS2800,,,Unknown,False,
AS2801,,,Unknown,False,
AS2803,,,Unknown,False,
AS2804,,,Unknown,False,
AS2806,,,Unknown,False,
AS28099,"iHosting Servicios Internet Ltda., CL",CL,Unknown,False,
AS28110,,,Unknown,False,
AS28216,"Host One Servicos de Internet Ltda, BR",BR,Unknown,False,
AS28333,,,Unknown,False,
AS2856,"BT-UK-AS BTnet UK Regional network, GB",GB,Unknown,False,
AS28747,,,Unknown,False,
AS28753,"LEASEWEB-DE-FRA-10, DE",DE,Unknown,False,
AS28855,"OCTOPUCE-AS Customers , FR",FR,Unknown,False,
AS28886,,,Unknown,False,
AS28997,,,Unknown,False,
AS29066,,,Unknown,False,
AS29067,,,Unknown,False,
AS29076,"CITYTELECOM-AS Filanco LTD, RU",RU,Unknown,False,
AS29097,"HOSTPOINT-AS, CH",CH,Unknown,False,
AS29119,"SERVIHOSTING-AS AireNetworks, ES",ES,Unknown,False,
AS2914,,,Unknown,False,
AS29140,,,Unknown,False,
AS29182,"RU-JSCIOT, RU",RU,Unknown,False,
AS29222,,,Unknown,False,
AS29302,,,Unknown,False,
AS29311,"SOLVINITY-, NL",NL,Unknown,False,
AS29331,"FDC-NETWORK, DK",DK,Unknown,False,
AS29447,"TIF-AS Iliad Italia S.p.A, FR",FR,Unknown,False,
AS29452,"SECURA-AS www.securahosting.com, GB",GB,Unknown,False,
AS29465,,,Unknown,False,
AS29550,"SIMPLYTRANSIT, GB",GB,Unknown,False,
AS29691,"NINE, CH",CH,Unknown,False,
AS29713,"ELIA-60, US",US,Unknown,False,
AS29748,,,Unknown,False,
AS29802,,,Unknown,False,
AS29838,,,Unknown,False,
AS29854,"WESTHOST, US",US,Unknown,False,
AS29869,,,Unknown,False,
AS29883,"AS-IHS, CA",CA,Unknown,False,
AS3,"MIT-GATEWAYS, US",US,Unknown,False,
AS30058,,,Unknown,False,
AS30083,"AS-30083-US-VELIA-NET, DE",DE,Unknown,False,
AS30176,"AS-PRIORITYCOLO, CA",CA,Unknown,False,
AS30235,,,Unknown,False,
AS30475,"WEHOSTWEBSITES-COM, US",US,Unknown,False,
AS30490,"ETHRN, US",US,Unknown,False,
AS30633,,,Unknown,False,
AS30693,"AS30693, US",US,Unknown,False,
AS30736,"ASERGO-AS, DK",DK,Unknown,False,
AS30823,,,Unknown,False,
AS30849,,,Unknown,False,
AS30860,"YURTEH-AS, UA",UA,Unknown,False,
AS30893,"NOACKHOSTING-AS, SE",SE,Unknown,False,
AS30900,,,Unknown,False,
AS30998,"NAL-AS, NG",NG,Unknown,False,
AS31,"CIT, US",US,Unknown,False,
AS31103,"KEYWEB-AS, DE",DE,Unknown,False,
AS31173,"MEDIANA-PLUS-AS, UA",UA,Unknown,False,
AS31240,,,Unknown,False,
AS31472,,,Unknown,False,
AS31561,,,Unknown,False,
AS31590,"RACKHOSTING-AS, DK",DK,Unknown,False,
AS31659,"BELOW-ZERO, GB",GB,Unknown,False,
AS31981,"BLUETOWERHOSTING-ASN, US",US,Unknown,False,
AS32,"STANFORD, US",US,Unknown,False,
AS32097,"WII, US",US,Unknown,False,
AS3214,,,Unknown,False,
AS32181,"ASN-GIGENET, US",US,Unknown,False,
AS3223,"VOXILITY, GB",GB,Unknown,False,
AS32244,"LIQUIDWEB, US",US,Unknown,False,
AS32306,"FALCK-MOBILE-HEALTH-CORP, US",US,Unknown,False,
AS32338,,,Unknown,False,
AS32374,"NUCLEARFALLOUT-LAX, US",US,Unknown,False,
AS32400,"HWSERVICES-32400, US",US,Unknown,False,
AS32475,,,Unknown,False,
AS32489,,,Unknown,False,
AS3257,"GTT-BACKBONE GTT, US",US,Unknown,False,
AS3258,,,Unknown,False,
AS32613,,,Unknown,False,
AS32647,,,Unknown,False,
AS3269,"ASN-IBSNAZ, IT",IT,Unknown,False,
AS32740,"SLIQUA, US",US,Unknown,False,
AS32751,,,Unknown,False,
AS327705,"FUTA, NG",NG,Unknown,False,
AS327784,"FIDELITY-BANK, NG",NG,Unknown,False,
AS32780,,,Unknown,False,
AS327813,,,Unknown,False,
AS327837,,,Unknown,False,
AS327942,"LANDMARK-UNIVERSITY, NG",NG,Unknown,False,
AS328035,"Zeta-Web-Nigeria-AS, NG",NG,Unknown,False,
AS328095,"BLUEGATE-EXCHANGE-AS, ZA",ZA,Unknown,False,
AS328383,"xTom-Limited-AS, SC",SC,Unknown,False,
AS328543,"sun-asn, SC",SC,Unknown,False,
AS328819,"BPL-AS, ZA",ZA,Unknown,False,
AS328958,"CL21-AS, SC",SC,Unknown,False,
AS329007,,,Unknown,False,
AS32911,,,Unknown,False,
AS329325,"Maxko-for-Gaming-Development, EG",EG,Unknown,False,
AS33042,"NETIFACE-TORONTO, US",US,Unknown,False,
AS33070,"RMH-14, US",US,Unknown,False,
AS33083,,,Unknown,False,
AS33182,,,Unknown,False,
AS33251,,,Unknown,False,
AS33260,,,Unknown,False,
AS33302,,,Unknown,False,
AS33322,"NDCHOST, US",US,Unknown,False,
AS33330,"CLOUDRADIUM-ASN, US",US,Unknown,False,
AS33387,"NOCIX, US",US,Unknown,False,
AS33438,"DATUM-CLOUD, US",US,Unknown,False,
AS33480,"WEBWERKSAS1, US",US,Unknown,False,
AS33552,"FLUIDHOSTING, US",US,Unknown,False,
AS3356,"LEVEL3, US",US,Unknown,False,
AS33569,"ALLHOSTSHOP, US",US,Unknown,False,
AS33724,"BIZNESSHOSTING-DBA-VOLICO, US",US,Unknown,False,
AS33785,"CITYNET, EG",EG,Unknown,False,
AS33876,"FLESK-AS, PT",PT,Unknown,False,
AS33891,,,Unknown,False,
AS33970,,,Unknown,False,
AS33993,"UFO-AS, RU",RU,Unknown,False,
AS34,,,Unknown,False,
AS34300,,,Unknown,False,
AS34305,"BASEIP, NL",NL,Unknown,False,
AS34432,"PHH-AS, DE",DE,Unknown,False,
AS34465,"-Reserved AS-, ZZ",,Unknown,False,
AS34534,"BULLIONET, FR",FR,Unknown,False,
AS34541,,,Unknown,False,
AS3462,,,Unknown,False,
AS34649,"HOST365, GB",GB,Unknown,False,
AS34745,,,Unknown,False,
AS34888,"SWISSNETWORK01, SC",SC,Unknown,False,
AS3491,,,Unknown,False,
AS34971,"PDDA-AS, IT",IT,Unknown,False,
AS34985,"NETINNOVATIONLLC-AS-AP Net Innovation LLC, US",US,Unknown,False,
AS34989,,,Unknown,False,
AS35,"MITRE-AS-1, US",US,Unknown,False,
AS35042,"LAYER7-NETWORKS-, DE",DE,Unknown,False,
AS35048,,,Unknown,False,
AS35112,"-Reserved AS-, ZZ",,Unknown,False,
AS35133,,,Unknown,False,
AS35278,"SPRINTHOST, RU",RU,Unknown,False,
