ASN,Name,Country,Source_List,Is_High_Value_Target,Target_Type
AS35295,"PETERHOST-PITER, RU",RU,Unknown,False,
AS35346,"EUROTELECOM www.eurotelecom.org, MD",MD,Unknown,False,
AS35366,,,Unknown,False,
AS35415,,,Unknown,False,
AS35432,"CABLENET-AS, CY",CY,Unknown,False,
AS35467,"DDF-AS, NL",NL,Unknown,False,
AS35470,,,Unknown,False,
AS35478,"DATACENTER, RO",RO,Unknown,False,
AS3549,,,Unknown,False,
AS35540,,,Unknown,False,
AS3561,,,Unknown,False,
AS35624,,,Unknown,False,
AS35661,"VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat., FR",FR,Unknown,False,
AS35662,"IOMARTHOSTING European Network, GB",GB,Unknown,False,
AS35672,"LOURO, IN",IN,Unknown,False,
AS35758,,,Unknown,False,
AS35830,,,Unknown,False,
AS35847,,,Unknown,False,
AS35908,"VPLSNET, US",US,Unknown,False,
AS35913,,,Unknown,False,
AS35914,,,Unknown,False,
AS35916,,,Unknown,False,
AS35974,,,Unknown,False,
AS36,,,Unknown,False,
AS36007,"KAMATERA, US",US,Unknown,False,
AS36024,,,Unknown,False,
AS36103,,,Unknown,False,
AS36114,"VERSAWEB-ASN, US",US,Unknown,False,
AS36231,"TEMPEST-HOSTING, US",US,Unknown,False,
AS36236,"NETACTUATE, US",US,Unknown,False,
AS36290,,,Unknown,False,
AS36351,,,Unknown,False,
AS36352,"AS-COLOCROSSING, US",US,Unknown,False,
AS36408,"CDNETWORKSUS-02, US",US,Unknown,False,
AS36536,"ENTERHOST-AS, US",US,Unknown,False,
AS36666,,,Unknown,False,
AS36680,,,Unknown,False,
AS36791,"PDXHOSTING, US",US,Unknown,False,
AS36832,,,Unknown,False,
AS36849,,,Unknown,False,
AS36873,"VNL1-AS, NG",NG,Unknown,False,
AS36887,,,Unknown,False,
AS36902,"ASINTELVISION, SC",SC,Unknown,False,
AS36920,"KKON, NG",NG,Unknown,False,
AS36925,"ASMedi, MA",MA,Unknown,False,
AS36970,"interswitch, NG",NG,Unknown,False,
AS37,,,Unknown,False,
AS37018,,,Unknown,False,
AS37088,,,Unknown,False,
AS37153,,,Unknown,False,
AS37170,,,Unknown,False,
AS37209,"HYPERIA, NG",NG,Unknown,False,
AS3722,"NETACTUATE, US",US,Unknown,False,
AS37230,,,Unknown,False,
AS37248,"PHASE3TEL, NG",NG,Unknown,False,
AS37269,,,Unknown,False,
AS37280,,,Unknown,False,
AS37308,"COOLLINK, NG",NG,Unknown,False,
AS37347,"NGCOM, NG",NG,Unknown,False,
AS37377,,,Unknown,False,
AS3741,,,Unknown,False,
AS37468,"ANGOLA-CABLES, AO",AO,Unknown,False,
AS37472,,,Unknown,False,
AS37506,,,Unknown,False,
AS37518,"FIBERGRID, SC",SC,Unknown,False,
AS37521,"Internet-Solutions-, NG",NG,Unknown,False,
AS37540,"WINROCK-, NG",NG,Unknown,False,
AS37611,"AFRIHOST-SP, ZA",ZA,Unknown,False,
AS37661,"NRaE1-AS, NG",NG,Unknown,False,
AS37684,,,Unknown,False,
AS37692,"NetStack-AS, ZA",ZA,Unknown,False,
AS37707,"SEY-IX-PEERING, SC",SC,Unknown,False,
AS37714,,,Unknown,False,
AS37740,"AS-IPTP, SC",SC,Unknown,False,
AS3786,,,Unknown,False,
AS38,,,Unknown,False,
AS38001,"NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG",SG,Unknown,False,
AS38107,"CDNETWORKS-AS-KR CDNetworks, KR",KR,Unknown,False,
AS38149,"RATELINDONET-AS-ID PT. Bakrie Telecom, ID",ID,Unknown,False,
AS38182,"EXTREMEBB-AS-MY Extreme Broadband - Total Broadband Experience, MY",MY,Unknown,False,
AS38279,,,Unknown,False,
AS38337,,,Unknown,False,
AS3842,,,Unknown,False,
AS38421,"MIRAEASSETUY-AS-KR Mirae Asset Investment Management Co., Ltd., KR",KR,Unknown,False,
AS38731,,,Unknown,False,
AS38835,"VIAIP-AS-AP Buroserv Australia Pty Ltd, AU",AU,Unknown,False,
AS38871,"INFOMOVE-HK-AP InfoMove Solutions Limited, HK",HK,Unknown,False,
AS38894,,,Unknown,False,
AS38895,,,Unknown,False,
AS38946,"SMARTMEDIANETWORK-1-AS, NL",NL,Unknown,False,
AS39,"DNIC-AS-00039, US",US,Unknown,False,
AS39020,"COMVIVE-AS Seville - Spain, ES",ES,Unknown,False,
AS39122,,,Unknown,False,
AS3920,,,Unknown,False,
AS39324,,,Unknown,False,
AS39326,"HSO-GROUP, GB",GB,Unknown,False,
AS393326,,,Unknown,False,
AS393406,"DIGITALOCEAN-AS393406, US",US,Unknown,False,
AS393458,"NUCLEARFALLOUT-ATL, US",US,Unknown,False,
AS39351,"ESAB-AS, SE",SE,Unknown,False,
AS39378,,,Unknown,False,
AS393886,,,Unknown,False,
AS39392,"SUPERNETWORK _, CZ",CZ,Unknown,False,
AS39421,"SAPINET-AS, FR",FR,Unknown,False,
AS394256,,,Unknown,False,
AS394330,,,Unknown,False,
AS394362,"DIGITALOCEAN-AS394362, US",US,Unknown,False,
AS394380,"LEASEWEB-USA-DAL, US",US,Unknown,False,
AS39451,"IOMART-AS, GB",GB,Unknown,False,
AS39458,,,Unknown,False,
AS39486,,,Unknown,False,
AS395089,,,Unknown,False,
AS395111,,,Unknown,False,
AS39572,"ADVANCEDHOSTERS-AS, NL",NL,Unknown,False,
AS395954,,,Unknown,False,
AS395978,"VALLEYWATER, US",US,Unknown,False,
AS39600,"BUNNY-TECHNOLOGY-LLC, US",US,Unknown,False,
AS396190,"LEASEWEB-USA-SEA, US",US,Unknown,False,
AS396356,,,Unknown,False,
AS396362,"LEASEWEB-USA-NYC, US",US,Unknown,False,
AS39690,,,Unknown,False,
AS396931,,,Unknown,False,
AS396948,"CLOUDWEBMANAGE-SC, US",US,Unknown,False,
AS396949,,,Unknown,False,
AS396982,"GOOGLE-CLOUD-PLATFORM, US",US,Unknown,False,
AS39704,"CJ2-AS, NL",NL,Unknown,False,
AS397086,,,Unknown,False,
AS39720,"MANILICH-AS, UA",UA,Unknown,False,
AS397336,,,Unknown,False,
AS397373,"H4Y-TECHNOLOGIES, US",US,Unknown,False,
AS397423,"TIER-NET, US",US,Unknown,False,
AS397513,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS397514,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS397515,,,Unknown,False,
AS397516,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS397517,,,Unknown,False,
AS397518,,,Unknown,False,
AS397519,,,Unknown,False,
AS397520,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS397521,,,Unknown,False,
AS397522,,,Unknown,False,
AS397540,,,Unknown,False,
AS39756,"ROHOSTWAY-AS, RO",RO,Unknown,False,
AS397630,,,Unknown,False,
AS397702,,,Unknown,False,
AS39798,,,Unknown,False,
AS398101,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398102,,,Unknown,False,
AS398103,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398104,,,Unknown,False,
AS398105,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398106,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398107,,,Unknown,False,
AS398108,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398109,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398110,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398324,"CENSYS-ARIN-01, US",US,Unknown,False,
AS39839,"DK-PUNKTUM The .DK TLD Registry, DK",DK,Unknown,False,
AS39845,"LV-2CLOUD-ASN16, LV",LV,Unknown,False,
AS398638,"JELLYDIGITAL, US",US,Unknown,False,
AS398705,"CENSYS-ARIN-02, US",US,Unknown,False,
AS398722,"CENSYS-ARIN-03, US",US,Unknown,False,
AS398741,,,Unknown,False,
AS398770,,,Unknown,False,
AS398779,"ACEHOST, US",US,Unknown,False,
AS398785,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398786,,,Unknown,False,
AS398787,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398788,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398789,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398790,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398791,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398792,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398793,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398794,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS398962,"CONTROLD, CA",CA,Unknown,False,
AS399073,"TBB-ASN, US",US,Unknown,False,
AS399471,,,Unknown,False,
AS399486,"VIRTUO, CA",CA,Unknown,False,
AS399629,"BLNWX, US",US,Unknown,False,
AS399820,"ATOMIC-NETWORKS-1, US",US,Unknown,False,
AS399979,,,Unknown,False,
AS4,,,Unknown,False,
AS40,"MIT-TEST, US",US,Unknown,False,
AS400018,"CLOUD, US",US,Unknown,False,
AS400130,"SERV3R, CA",CA,Unknown,False,
AS400171,"AS-AINFO, US",US,Unknown,False,
AS40021,,,Unknown,False,
AS400328,"INTELLIGENCE, NL",NL,Unknown,False,
AS400377,"AS-DC, US",US,Unknown,False,
AS400475,,,Unknown,False,
AS400506,"BAIAS, US",US,Unknown,False,
AS400519,,,Unknown,False,
AS400746,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS400747,,,Unknown,False,
AS400748,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS400749,,,Unknown,False,
AS400750,,,Unknown,False,
AS400751,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS400752,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS400753,,,Unknown,False,
AS400754,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS400755,"GO-DADDY-COM-LLC, US",US,Unknown,False,
AS400882,"AS-CYBER-DATA, US",US,Unknown,False,
AS400992,,,Unknown,False,
AS401109,"ZHONGGUANCUN-CO, US",US,Unknown,False,
AS401110,,,Unknown,False,
AS401116,,,Unknown,False,
AS401120,"CHEAPY-HOST, US",US,Unknown,False,
AS40124,,,Unknown,False,
AS401263,,,Unknown,False,
AS40156,"THEOPT-HOU, US",US,Unknown,False,
AS401616,"PNL, PA",PA,Unknown,False,
AS401626,,,Unknown,False,
AS401696,"COGNETCLOUD, US",US,Unknown,False,
AS401701,"COGNETCLOUD-2, US",US,Unknown,False,
AS40193,"AS-TRIT, US",US,Unknown,False,
AS402075,,,Unknown,False,
AS40244,"TURNKEY-INTERNET, US",US,Unknown,False,
AS40281,"QWKNET, US",US,Unknown,False,
AS40317,"PEOPLESCOMMUNICATIONS, US",US,Unknown,False,
AS40374,"HIDHO, US",US,Unknown,False,
AS40438,"CANHOST-INC, CA",CA,Unknown,False,
AS40476,,,Unknown,False,
AS40509,"FLY, US",US,Unknown,False,
AS40539,"PROHCI, US",US,Unknown,False,
AS40665,,,Unknown,False,
AS40676,"AS40676, US",US,Unknown,False,
AS40715,,,Unknown,False,
AS40728,"GEARHOST, US",US,Unknown,False,
AS40819,"VPSDATACENTER, US",US,Unknown,False,
AS40824,,,Unknown,False,
AS40861,,,Unknown,False,
AS40963,"PRAID-AS, NL",NL,Unknown,False,
AS41,"AS41, US",US,Unknown,False,
AS41047,"NL-MLAB MLAB Open Source Community, NL",NL,Unknown,False,
AS41062,"PRO100-NET-AS, UA",UA,Unknown,False,
AS41079,"CF-GDA, PL",PL,Unknown,False,
AS41155,,,Unknown,False,
AS41171,,,Unknown,False,
AS41369,,,Unknown,False,
AS41427,,,Unknown,False,
AS41436,,,Unknown,False,
AS41562,"HOST4ALL-AS Montreux, Switzerland, CH",CH,Unknown,False,
AS41564,,,Unknown,False,
AS41608,,,Unknown,False,
AS41653,"AQUARAY, FR",FR,Unknown,False,
AS41665,,,Unknown,False,
AS41704,,,Unknown,False,
AS42,"WOODYNET-1, US",US,Unknown,False,
AS42120,"AS-MDC, HU",HU,Unknown,False,
AS42160,"LCPDCO LCP AS dc oostkamp, BE",BE,Unknown,False,
AS42192,,,Unknown,False,
AS42210,,,Unknown,False,
AS4224,,,Unknown,False,
AS42244,"ESERVER, SK",SK,Unknown,False,
AS42311,,,Unknown,False,
AS42318,"FASTBIT-AS, SE",SE,Unknown,False,
AS42331,"FREEHOST, UA",UA,Unknown,False,
AS42397,"***************************************, RO",RO,Unknown,False,
AS42399,"HCRU-AS, RU",RU,Unknown,False,
AS42400,"MULTIHOST, NO",NO,Unknown,False,
AS42418,"TEAM-BLUE-DENMARK, DK",DK,Unknown,False,
AS42419,"TAVRIA-TRANSSERVIS-AS, UA",UA,Unknown,False,
AS42442,,,Unknown,False,
AS42465,"FORCEPOINT-ANYCAST-AS, GB",GB,Unknown,False,
AS42473,,,Unknown,False,
AS4250,"ALENT-ASN-1, US",US,Unknown,False,
AS42505,"R-TEL-AS, UA",UA,Unknown,False,
AS42532,"VEESP-LV-AS, LV",LV,Unknown,False,
AS42612,,,Unknown,False,
AS42622,,,Unknown,False,
AS42624,,,Unknown,False,
AS42675,"OBEHOSTING Obehosting AB, SE",SE,Unknown,False,
AS42689,,,Unknown,False,
AS42695,"CLEURA, SE",SE,Unknown,False,
AS42699,,,Unknown,False,
AS42705,"TALIA Talia provides VSAT network and hosting services worldwide., GB",GB,Unknown,False,
AS42708,,,Unknown,False,
AS42730,,,Unknown,False,
AS42776,"ITHANDS, RU",RU,Unknown,False,
AS42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",GB,Unknown,False,
AS42881,"MARKET, MD",MD,Unknown,False,
AS43,"BNL-AS, US",US,Unknown,False,
AS43021,"CERTIT-HOSTING, SE",SE,Unknown,False,
AS43094,"GIGANET an ITNS network infrastructure, MD",MD,Unknown,False,
AS43128,"DHH-AS, SI",SI,Unknown,False,
AS43146,"RR-AGAVA-AS, RU",RU,Unknown,False,
AS43180,"TRUNKNETWORKS-AS, SC",SC,Unknown,False,
AS43198,,,Unknown,False,
AS4323,"CENTURYLINK-LEGACY-TWTC, US",US,Unknown,False,
AS43289,"TRABIA, MD",MD,Unknown,False,
AS43317,"VEESP-AS, LV",LV,Unknown,False,
AS43350,,,Unknown,False,
AS43357,,,Unknown,False,
AS43444,"BNS-AS, ZA",ZA,Unknown,False,
AS43463,"BST-LT, GB",GB,Unknown,False,
AS43472,"HM-UA-AS, UA",UA,Unknown,False,
AS43481,"PITLINE-AS, UA",UA,Unknown,False,
AS43513,"NANO-AS, LV",LV,Unknown,False,
AS43541,,,Unknown,False,
AS43613,"SOWA, UA",UA,Unknown,False,
AS43620,"SYAN, GB",GB,Unknown,False,
AS43641,,,Unknown,False,
AS43668,"BIGNET-AS, UA",UA,Unknown,False,
AS43743,,,Unknown,False,
AS43861,"CIRCLEB-ASN, NL",NL,Unknown,False,
AS44,"S1-DOMAIN, US",US,Unknown,False,
AS44050,,,Unknown,False,
AS44066,,,Unknown,False,
AS44097,"AUTONOMOUS-CLOSET, FR",FR,Unknown,False,
AS44208,"FARAHOOSH, IR",IR,Unknown,False,
AS44317,"MERCURYTELECOM, US",US,Unknown,False,
AS44382,,,Unknown,False,
AS44386,,,Unknown,False,
AS44398,"ITM8-AS, DK",DK,Unknown,False,
AS44477,,,Unknown,False,
AS44559,"ITHOSTLINE, CY",CY,Unknown,False,
AS44589,"HOSTING, MD",MD,Unknown,False,
AS44679,,,Unknown,False,
AS44801,"R-TEL-AS, UA",UA,Unknown,False,
AS44901,,,Unknown,False,
AS44947,"AMWAJ, AE",AE,Unknown,False,
AS45,"LLL-TIS-AS, US",US,Unknown,False,
AS45090,,,Unknown,False,
AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",CN,Unknown,False,
AS45152,,,Unknown,False,
AS45179,"SITEHOST-AS-AP SiteHost New Zealand, NZ",NZ,Unknown,False,
AS45187,,,Unknown,False,
AS45201,,,Unknown,False,
AS45382,"EHOSTIDC-AS-KR Hostcenter, KR",KR,Unknown,False,
AS45470,"SG-8-TO-SG 8 to Infinity Pte Ltd, SG",SG,Unknown,False,
AS45481,"DIGITALSENSE-AS-AP Digital Sense Data Centre Hosting Brisbane, AU",AU,Unknown,False,
AS45486,,,Unknown,False,
AS45577,,,Unknown,False,
AS45671,"AS45671-NET-AU Wholesale Services Provider, AU",AU,Unknown,False,
AS45693,,,Unknown,False,
AS45815,"HOSTCOIN-AS-IN-AP ESDS Software Solution Limited., IN",IN,Unknown,False,
AS45887,"GPLHOST-AS-AP GPLHost LLC, AU",AU,Unknown,False,
AS45899,,,Unknown,False,
AS45996,"DAOU-AS-KR DAOU TECHNOLOGY, KR",KR,Unknown,False,
AS46,"RUTGERS, US",US,Unknown,False,
AS46177,,,Unknown,False,
AS46260,"MEDHOST-INC, US",US,Unknown,False,
AS46261,,,Unknown,False,
AS4637,"ASN-TELSTRA-GLOBAL Telstra Global, HK",HK,Unknown,False,
AS46407,"AS-VULTR3, US",US,Unknown,False,
AS46430,"ASN-TELX, CA",CA,Unknown,False,
AS46433,"ADF01, US",US,Unknown,False,
AS46475,,,Unknown,False,
AS46516,,,Unknown,False,
AS46562,"PERFORMIVE, US",US,Unknown,False,
AS46606,"UNIFIEDLAYER-AS-1, US",US,Unknown,False,
AS46664,,,Unknown,False,
AS46805,,,Unknown,False,
AS46816,"DSNETWORKS-001, US",US,Unknown,False,
AS46844,,,Unknown,False,
AS46873,,,Unknown,False,
AS4694,,,Unknown,False,
AS46945,"NUSTAR-ENERGY, US",US,Unknown,False,
AS47,,,Unknown,False,
AS47105,"AS-VD, EE",EE,Unknown,False,
AS47143,"TDHN, GB",GB,Unknown,False,
AS47161,,,Unknown,False,
AS47172,"GREENHOST, NL",NL,Unknown,False,
AS47205,"TELIA-LIETUVA, LT",LT,Unknown,False,
AS47328,"TRI-AS DigitalOne AG, CH",CH,Unknown,False,
AS47385,"HOSTING-COMPANY-AS, RU",RU,Unknown,False,
AS47440,"BST-AS, RU",RU,Unknown,False,
AS47447,,,Unknown,False,
AS47464,"AM-AS, SC",SC,Unknown,False,
AS47500,,,Unknown,False,
AS47549,"HOSTINGSYSTEMS-AS, GB",GB,Unknown,False,
AS47577,"IXBT-AS, RU",RU,Unknown,False,
AS47583,"AS-HOSTINGER, CY",CY,Unknown,False,
AS47588,,,Unknown,False,
AS47625,,,Unknown,False,
AS4766,"KIXS-AS-KR Korea Telecom, KR",KR,Unknown,False,
AS47810,,,Unknown,False,
AS47846,,,Unknown,False,
AS4785,"XTOM-AS-JP xTom, JP",JP,Unknown,False,
AS4788,,,Unknown,False,
AS47890,,,Unknown,False,
AS47893,,,Unknown,False,
AS47926,"LIRUKRAINE, NL",NL,Unknown,False,
AS47943,"EDGOO-OFFNET, PT",PT,Unknown,False,
AS47945,"R-TEL-AS, UA",UA,Unknown,False,
AS48031,"XSERVERCLOUD, UA",UA,Unknown,False,
AS48090,,,Unknown,False,
AS48093,,,Unknown,False,
AS48198,,,Unknown,False,
AS48314,,,Unknown,False,
AS48337,,,Unknown,False,
AS48446,,,Unknown,False,
AS4851,,,Unknown,False,
AS48589,"TIGER, GB",GB,Unknown,False,
AS48666,"CSPFMBA-AS, RU",RU,Unknown,False,
AS48693,,,Unknown,False,
AS48721,"FLYSERVERS-ENDCLIENTS, PA",PA,Unknown,False,
AS48812,"DCN, NL",NL,Unknown,False,
AS48825,,,Unknown,False,
AS48896,,,Unknown,False,
AS48950,,,Unknown,False,
AS48974,"COLOCATION, MD",MD,Unknown,False,
AS49,,,Unknown,False,
AS49006,,,Unknown,False,
AS49111,,,Unknown,False,
AS49217,"HOSTYPE, US",US,Unknown,False,
AS49305,"ALSYCON-BV, NL",NL,Unknown,False,
AS49313,"SEVAHOST-AS, GB",GB,Unknown,False,
AS49349,"DOTSI, PT",PT,Unknown,False,
AS49367,"ASSEFLOW, IT",IT,Unknown,False,
AS49418,,,Unknown,False,
AS49434,"FBWNETWORKS, FR",FR,Unknown,False,
AS49443,,,Unknown,False,
AS49447,"NICEIT, DM",DM,Unknown,False,
AS49453,"GLOBALLAYER, NL",NL,Unknown,False,
AS49485,"HAHOSTING High Availability Hosting Limited, GB",GB,Unknown,False,
AS49505,,,Unknown,False,
AS49532,,,Unknown,False,
AS49544,"I3DNET, NL",NL,Unknown,False,
AS49581,"FERDINANDZINK, DE",DE,Unknown,False,
AS49693,,,Unknown,False,
AS49770,,,Unknown,False,
AS49815,,,Unknown,False,
AS49834,"BESTHOSTING, RU",RU,Unknown,False,
AS49870,"AS49870-BV, NL",NL,Unknown,False,
AS49949,"COMPLIOR, SE",SE,Unknown,False,
AS49981,"WORLDSTREAM, NL",NL,Unknown,False,
AS5,"SYMBOLICS, US",US,Unknown,False,
AS50,,,Unknown,False,
AS50053,,,Unknown,False,
AS50138,"CTC-ALFA-AS, MD",MD,Unknown,False,
AS50236,,,Unknown,False,
AS50297,"INFIUM, LT",LT,Unknown,False,
AS50304,,,Unknown,False,
AS50340,"SELECTEL-MSK, RU",RU,Unknown,False,
AS50360,"TAMATIYA-AS, BG",BG,Unknown,False,
AS50465,"IQHOST, RU",RU,Unknown,False,
AS50608,,,Unknown,False,
AS5065,,,Unknown,False,
AS50655,"ITSHOSTED-AS, NL",NL,Unknown,False,
AS50673,"SERVERIUS-AS, NL",NL,Unknown,False,
AS50872,"LOCALHOST, RS",RS,Unknown,False,
AS50915,,,Unknown,False,
AS50917,,,Unknown,False,
AS50926,,,Unknown,False,
AS50935,"INTERNATIONAL-HOSTING-SOLUTIONS-AS Singapore route, GB",GB,Unknown,False,
AS50968,,,Unknown,False,
AS50986,"EXCELLENT-HOSTING, SE",SE,Unknown,False,
AS51,,,Unknown,False,
AS51045,"DEMENIN-AS, NL",NL,Unknown,False,
AS51050,"H4HOSTING-AS, NL",NL,Unknown,False,
AS51088,,,Unknown,False,
AS51109,"CAMELHOST-AS, LV",LV,Unknown,False,
AS51115,"HLL-AS, RU",RU,Unknown,False,
AS51124,,,Unknown,False,
AS51159,,,Unknown,False,
AS51167,"CONTABO, DE",DE,Unknown,False,
AS51191,,,Unknown,False,
AS51241,,,Unknown,False,
AS51246,"RASVTV, MD",MD,Unknown,False,
AS51248,"HOST-TELECOM, CZ",CZ,Unknown,False,
AS51290,,,Unknown,False,
AS51294,"HUBARA, ES",ES,Unknown,False,
AS51332,"M247-ENTERPRISE, RO",RO,Unknown,False,
AS51381,"ELITETEAM-PEERING-AZ1 1337TEAM PEERING AZ1, SC",SC,Unknown,False,
AS51395,"AS-SOFTPLUS, CH",CH,Unknown,False,
AS51396,"PFCLOUD Pfcloud UG, DE",DE,Unknown,False,
AS51430,"ALTUS, NL",NL,Unknown,False,
AS51447,,,Unknown,False,
AS51511,,,Unknown,False,
AS51698,"ACTIVEHOST-RU-AS, RU",RU,Unknown,False,
AS51711,,,Unknown,False,
AS51731,,,Unknown,False,
AS51747,,,Unknown,False,
AS51765,"CREANOVA-AS Oy Creanova Hosting Solutions Ltd., FI",FI,Unknown,False,
AS51862,,,Unknown,False,
AS52,"UCLA, US",US,Unknown,False,
AS52048,,,Unknown,False,
AS52053,"REDHEBERG, FR",FR,Unknown,False,
AS52173,,,Unknown,False,
AS52219,,,Unknown,False,
AS52236,,,Unknown,False,
AS52270,"ELSERVER S.R.L, AR",AR,Unknown,False,
AS52284,,,Unknown,False,
AS52321,,,Unknown,False,
AS52335,"Colombia Hosting, CO",CO,Unknown,False,
AS52347,"HOSTCLICK, de DUCA GRACIELA MIRTA, AR",AR,Unknown,False,
AS52423,"Data Miners S.A. Racknation.cr , CR",CR,Unknown,False,
AS52465,"WNet Internet y Hosting, AR",AR,Unknown,False,
AS52674,,,Unknown,False,
AS52925,,,Unknown,False,
AS53013,,,Unknown,False,
AS53055,"DIMENOC SERVICOS DE INFORMATICA LTDA, BR",BR,Unknown,False,
AS53057,,,Unknown,False,
AS53101,,,Unknown,False,
AS53221,,,Unknown,False,
AS53225,"IPGLOBE INTERNET LTDA, BR",BR,Unknown,False,
AS53281,,,Unknown,False,
AS53332,"C2HOSTING-01, US",US,Unknown,False,
AS53340,,,Unknown,False,
AS53342,"DELCO-PRI-01, CA",CA,Unknown,False,
AS53356,"FREE RANGE CLOUD, CA",CA,Unknown,False,
AS53370,"DOTCOM-HOST, US",US,Unknown,False,
AS53508,"CABLELYNX, US",US,Unknown,False,
AS53559,"ANONYMIZER, US",US,Unknown,False,
AS53589,,,Unknown,False,
AS53597,,,Unknown,False,
AS53667,"PONYNET, US",US,Unknown,False,
AS53755,"IOFLOOD, US",US,Unknown,False,
AS5378,"Vodafone, GB",GB,Unknown,False,
AS53824,"LIQUIDWEB, US",US,Unknown,False,
AS53828,"NITEL, US",US,Unknown,False,
AS53850,"GORILLASERVERS, US",US,Unknown,False,
AS53914,"GENESIS-HOSTING-SOLUTIONS-LLC, US",US,Unknown,False,
AS53918,"HHRL-ASN, US",US,Unknown,False,
AS53958,,,Unknown,False,
AS54,,,Unknown,False,
AS54104,"INFOO-54104, US",US,Unknown,False,
AS54203,"NETPROTECT-SP, US",US,Unknown,False,
AS54265,,,Unknown,False,
AS54290,"HOSTWINDS, US",US,Unknown,False,
AS54455,,,Unknown,False,
AS54489,"CORESPACE-DAL, US",US,Unknown,False,
AS54500,"18779, US",US,Unknown,False,
AS54527,"ASTUTEHOSTING, CA",CA,Unknown,False,
AS54540,"INCERO-HVVC, US",US,Unknown,False,
AS54555,"HOSTDUPLEX, US",US,Unknown,False,
AS54641,"IMH-IAD, US",US,Unknown,False,
AS54817,,,Unknown,False,
AS54825,"PACKET, US",US,Unknown,False,
AS54839,,,Unknown,False,
AS54913,"CLOUDWEBMANAGE-CANADA, US",US,Unknown,False,
AS54990,"AS-1337, KN",KN,Unknown,False,
AS55051,,,Unknown,False,
AS55225,"-Reserved AS-, ZZ",,Unknown,False,
AS55229,,,Unknown,False,
AS55286,"SERVER-MANIA, CA",CA,Unknown,False,
AS55293,,,Unknown,False,
AS55536,,,Unknown,False,
AS55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",MY,Unknown,False,
AS55748,"MORSE-JP 7-9-10 Nishi-Shinjuku, JP",JP,Unknown,False,
AS55761,,,Unknown,False,
AS5577,"ROOT, LU",LU,Unknown,False,
AS55799,"IPTELECOM-AP IPTELECOM ASIA, MY",MY,Unknown,False,
AS55933,,,Unknown,False,
AS55967,,,Unknown,False,
AS55990,"HWCSNET Huawei Cloud Service data center, CN",CN,Unknown,False,
AS5606,,,Unknown,False,
AS56106,"ZONENETWORKS-AU ZONENETWORKS.COM.AU - Hosting Provider AUSTRALIA, AU",AU,Unknown,False,
AS56110,"EVERDATA-DATACENTERS Everdata Technologies Pvt Ltd, IN",IN,Unknown,False,
AS56153,,,Unknown,False,
AS56291,,,Unknown,False,
AS56309,"SIAMDATA-TH Siamdata Communication Co.,Ltd., TH",TH,Unknown,False,
AS56322,,,Unknown,False,
AS56362,,,Unknown,False,
AS56611,"REBACOM-AS, NL",NL,Unknown,False,
AS56617,,,Unknown,False,
AS56630,,,Unknown,False,
AS56655,"GIGAHOST, NO",NO,Unknown,False,
AS56704,,,Unknown,False,
AS56732,"AXARNET-RESERVED, ES",ES,Unknown,False,
AS56784,,,Unknown,False,
AS56873,"ELITETEAM-ANTIDDOS, SC",SC,Unknown,False,
AS56910,"LAMDAHELLIX, GR",GR,Unknown,False,
AS56934,"CRAFTHOSTING-AS, RU",RU,Unknown,False,
AS56971,"AS56971 AS56971 Cloud, HK",HK,Unknown,False,
AS57,,,Unknown,False,
AS57043,,,Unknown,False,
AS57100,"WEBNETWORK, UA",UA,Unknown,False,
AS57169,,,Unknown,False,
AS57172,,,Unknown,False,
AS57230,,,Unknown,False,
AS57269,"DIGISPAINTELECOM, ES",ES,Unknown,False,
