ip,provider,confidence,country,city,server_type,asn,asn_name,source,source_date,hostname,collection_method,threat_relevance
205.178.183.71,astrill,medium,,,exit,,,spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
185.108.128.200,astrill,medium,IE,,exit,AS30900,"WEBWORLD-AS ta Web World Ireland, IE",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
185.130.213.253,astrill,medium,RU,,exit,AS50867,"ORG-LVA15-AS, NL",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.129.22.4,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.108.85.148,astrill,medium,US,,exit,AS27411,"LEASEWEB-USA-CHI - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.108.85.29,astrill,medium,US,,exit,AS27411,"LEASEWEB-USA-CHI - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
192.119.13.221,astrill,medium,CA,,exit,AS55081,"24SHELLS - 24 SHELLS, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.129.16.80,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.170.181.141,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.19.79.135,astrill,medium,US,,exit,AS395954,"LEASEWEB-USA-LAX - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.24,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.30,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.194,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
211.75.74.227,astrill,medium,TW,,exit,AS3462,"HINET Data Communication Business Group, TW",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.243,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
146.185.26.27,astrill,medium,US,,exit,AS29302,"HSI-EUROPE, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
45.86.208.37,astrill,medium,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
37.77.56.194,astrill,medium,NL,,exit,AS206804,"ESTNOC-GLOBAL, EE",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
95.216.14.138,astrill,medium,DE,,exit,AS24940,"HETZNER-AS, DE",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.129.16.73,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
192.161.61.2,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.104.213.5,astrill,medium,US,,exit,AS395954,"LEASEWEB-USA-LAX - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.67,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.107,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.42,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.144,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.142,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.139,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.71,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
213.183.50.124,astrill,medium,LT,,exit,AS56630,"MELBICOM-EU-AS Melbikomas UAB, LT",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
103.6.219.3,astrill,confirmed,AU,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
207.126.93.97,astrill,medium,US,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
185.244.128.15,astrill,medium,RO,,exit,AS44901,"BELCLOUD Premium IP transit network, BG",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
173.232.230.136,astrill,medium,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.168,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
178.162.197.41,astrill,medium,DE,,exit,AS28753,"LEASEWEB-DE-FRA-10, DE",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
160.202.160.248,astrill,medium,KR,,exit,AS4766,"KIXS-AS-KR Korea Telecom, KR",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.106.84.130,astrill,medium,US,,exit,AS395954,"LEASEWEB-USA-LAX - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.105.155.2,astrill,medium,US,,exit,AS396362,"LEASEWEB-USA-NYC - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
149.14.226.246,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
139.99.141.151,astrill,confirmed,CA,,exit,AS16276,"OVH, FR",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.107.114.10,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.83.129.43,astrill,medium,US,,exit,AS19148,"LEASEWEB-USA-PHX - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
128.14.140.242,astrill,medium,US,,exit,AS21859,"ZEN-ECN - Zenlayer Inc, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.170.181.69,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.170.181.102,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.170.181.83,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
74.63.233.54,astrill,medium,US,,exit,AS46475,"LIMESTONENETWORKS - Limestone Networks, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
167.88.61.234,astrill,medium,US,,exit,AS63023,"AS-GLOBALTELEHOST - GTHost, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.18,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.13,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.41,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.220,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.32,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
50.118.211.3,astrill,medium,US,,exit,AS18779,"EGIHOSTING - EGIHosting, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.156,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.140,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.65,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
146.185.26.28,astrill,medium,US,,exit,AS29302,"HSI-EUROPE, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
37.120.156.102,astrill,medium,RO,,exit,AS9009,"M247, RO",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
185.183.104.70,astrill,medium,RO,,exit,AS9009,"M247, RO",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.106.169.115,astrill,medium,US,,exit,AS7203,"LEASEWEB-USA-SFO - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
209.127.150.19,astrill,medium,,,exit,,,spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
208.167.237.41,astrill,confirmed,US,,exit,AS20473,"AS-VULTR - The Constant Company, LLC, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
155.94.199.12,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.170.181.220,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.75.137.213,astrill,medium,US,,exit,AS63023,"AS-GLOBALTELEHOST - GTHost, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.169,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.51,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.96,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.109,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.70,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.131,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
207.126.91.4,astrill,medium,US,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
216.227.145.220,astrill,medium,US,,exit,AS30058,"FDCSERVERS - FDCservers.net, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
195.146.5.31,astrill,medium,SK,,exit,AS201924,"LERTAS-AS, SK",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
173.232.230.133,astrill,medium,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.133,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.4,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.162,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
208.110.84.215,astrill,confirmed,US,,exit,AS32097,"WII - WholeSale Internet, Inc., US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
66.150.196.58,astrill,medium,US,,exit,AS64249,"ENDOFFICE - Charles River Operation, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.223.83.28,astrill,medium,US,,exit,AS203020,"HOSTROYALE, IN",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
23.81.143.254,astrill,medium,US,,exit,AS396190,"LEASEWEB-USA-SEA - Leaseweb USA, Inc., US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
194.187.251.107,astrill,medium,RO,,exit,AS9009,"M247, RO",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
50.7.251.66,astrill,medium,US,,exit,AS30058,"FDCSERVERS - FDCservers.net, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
209.205.219.213,astrill,medium,CA,,exit,AS55081,"24SHELLS - 24 SHELLS, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
216.155.131.201,astrill,confirmed,US,,exit,AS20473,"AS-VULTR - The Constant Company, LLC, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
189.1.170.213,astrill,medium,BR,,exit,AS262287,"Latitude.sh LTDA, BR",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
96.44.161.16,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
209.127.36.32,astrill,medium,CA,,exit,AS55286,"SERVER-MANIA - B2 Net Solutions Inc., CA",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
38.170.181.231,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
79.124.1.87,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
144.48.61.187,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
166.0.190.170,astrill,medium,US,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
51.75.188.9,astrill,medium,FR,,exit,AS16276,"OVH, FR",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
162.253.129.3,astrill,medium,CA,,exit,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",spur_2024,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.110,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
104.140.119.159,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2026-04-22,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)"
