ip,prefix,provider,asn,asn_name,source_date,score_prehire,tier_prehire,score_posthire,tier_posthire,first_seen,last_seen,active
152.233.5.42,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
152.233.5.44,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.34.243.214,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.34.243.216,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.167.255.10,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.167.255.12,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.167.255.14,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.167.255.16,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
89.222.103.135,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
89.222.103.137,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.88.102.210,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.88.102.212,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
178.249.209.59,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
178.249.209.61,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
38.124.1.228,,nordvpn,AS64249,"ENDOFFICE - Charles River Operation, US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
38.124.1.230,,nordvpn,AS64249,"ENDOFFICE - Charles River Operation, US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
38.124.1.232,,nordvpn,AS64249,"ENDOFFICE - Charles River Operation, US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
38.124.1.234,,nordvpn,AS64249,"ENDOFFICE - Charles River Operation, US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
66.220.47.75,,nordvpn,AS812,"ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
66.220.47.77,,nordvpn,AS812,"ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
66.220.47.79,,nordvpn,AS812,"ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
66.220.47.81,,nordvpn,AS812,"ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.20.26.117,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.20.26.119,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.20.26.112,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.20.26.114,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.102.231.118,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.102.231.120,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.116.32,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.116.42,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.116.52,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.40.52.45,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.40.52.47,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.115.62,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.115.72,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.50.214.50,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.50.214.52,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.22.90.146,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.22.90.148,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.40.48.24,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.40.48.26,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
154.47.17.226,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
154.47.17.228,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
188.212.154.49,,nordvpn,AS25369,"BANDWIDTH-AS - Hydra Communications Ltd, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
188.212.154.74,,nordvpn,AS25369,"BANDWIDTH-AS - Hydra Communications Ltd, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.194,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.196,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.209,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.211,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.199,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.201,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.204,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.206,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.219,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.221,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.214,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.98,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.100,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.103,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.105,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.108,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.110,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
89.222.103.140,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
89.222.103.142,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
79.127.183.82,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
79.127.183.84,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.17,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.32,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.47,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.62,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.77,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.92,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.107,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.122,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.137,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.152,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.167,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.182,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.197,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.212,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.226,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
185.128.9.240,,nordvpn,AS203020,"HostRoyale - HostRoyale Technologies Pvt Ltd, IN",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.160.10,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.160.12,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.160.14,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.160.16,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
188.212.154.109,,nordvpn,AS25369,"BANDWIDTH-AS - Hydra Communications Ltd, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
188.212.154.105,,nordvpn,AS25369,"BANDWIDTH-AS - Hydra Communications Ltd, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
188.212.154.111,,nordvpn,AS25369,"BANDWIDTH-AS - Hydra Communications Ltd, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
188.212.154.107,,nordvpn,AS25369,"BANDWIDTH-AS - Hydra Communications Ltd, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
86.54.81.83,,nordvpn,AS2856,"BT-UK-AS - British Telecommunications Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
86.54.81.85,,nordvpn,AS2856,"BT-UK-AS - British Telecommunications Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
86.54.81.87,,nordvpn,AS2856,"BT-UK-AS - British Telecommunications Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
86.54.81.89,,nordvpn,AS2856,"BT-UK-AS - British Telecommunications Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.161.11,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.161.13,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.161.15,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
68.166.161.17,,nordvpn,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.79.116.21,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.79.116.23,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.76,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.159.78,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.68.10,,nordvpn,AS207137,"PACKETHUBSA - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.68.42,,nordvpn,AS207137,"PACKETHUBSA - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.68.62,,nordvpn,AS207137,"PACKETHUBSA - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.68.66,,nordvpn,AS207137,"PACKETHUBSA - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-11,2026-08-06,true
138.199.63.182,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.72.227,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.72.229,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.72.231,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.72.233,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.93.163,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.93.165,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.93.167,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
146.70.93.169,,nordvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.16,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.18,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.20,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.22,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.24,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.26,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.28,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.30,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.32,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.34,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.36,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.38,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.40,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.42,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.44,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.46,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.105.48,,nordvpn,AS147049,"PACKETHUBSA-AS-AP - PacketHub S.A., AU",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.72,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.80,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.88,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.97,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.105,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.199.112,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
154.47.22.55,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
154.47.22.57,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
195.86.23.20,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
195.86.23.2,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
195.86.23.11,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
195.86.23.29,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.117.83,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.117.92,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.117.101,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.118.56,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.118.65,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.118.74,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.118.83,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.119.32,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.119.42,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.119.52,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.123.92,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.167.193,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.167.195,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.167.197,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.167.199,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
195.86.1.78,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
195.86.1.80,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.178.23,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.233.178.25,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
79.127.155.140,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
79.127.155.142,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.121.32,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.121.42,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.121.52,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.114.62,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.114.72,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
95.214.113.129,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
95.214.113.150,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
217.216.122.92,,nordvpn,AS136787,"PACKETHUBSA-AS-AP - PacketHub S.A., PA",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.20.24.44,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
84.20.24.46,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
95.214.113.171,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
79.127.183.87,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
79.127.183.89,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
149.40.56.162,,nordvpn,AS212238,"CDNEXT - Datacamp Limited, GB",2026-08-06,15,strong,25,anchor,2026-05-07,2026-08-06,true
