ip,prefix,provider,asn,asn_name,source_date,score_prehire,tier_prehire,score_posthire,tier_posthire,first_seen,last_seen,active
204.8.98.83,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.185.80.226,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.185.80.227,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.185.80.228,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.185.80.229,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.74,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.76,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.77,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.78,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
104.254.90.194,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
104.254.90.196,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
104.254.90.197,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
104.254.90.198,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.34,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.36,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.37,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.38,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.133.75,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.133.77,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.133.78,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.133.114,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.175.58,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.175.59,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.175.61,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.175.62,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.14,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.16,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.17,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.18,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
68.235.52.35,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
68.235.52.37,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
68.235.52.38,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
68.235.52.146,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.42,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.44,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.45,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.46,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.162.98,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.162.100,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.162.101,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.162.102,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.186,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.188,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.189,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.190,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
103.230.144.100,,airvpn,AS55720,"GIGABIT-MY - Gigabit Hosting Sdn Bhd, MY",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
103.230.144.101,,airvpn,AS55720,"GIGABIT-MY - Gigabit Hosting Sdn Bhd, MY",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
103.230.144.102,,airvpn,AS55720,"GIGABIT-MY - Gigabit Hosting Sdn Bhd, MY",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
103.230.144.103,,airvpn,AS55720,"GIGABIT-MY - Gigabit Hosting Sdn Bhd, MY",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
208.77.22.211,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
208.77.22.213,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
208.77.22.214,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
208.77.22.26,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.178,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.179,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.180,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.181,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
83.143.245.50,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
83.143.245.52,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
83.143.245.53,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
83.143.245.54,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.137,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.139,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.140,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.141,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
193.148.16.210,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
193.148.16.212,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
193.148.16.213,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
193.148.16.214,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.132,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.134,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.135,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.136,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
194.99.104.34,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
194.99.104.36,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
194.99.104.37,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
194.99.104.38,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.208.242,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.208.243,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.208.244,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.208.245,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.194,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.196,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.197,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.198,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.50,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.52,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.53,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.54,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.136.27,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.136.29,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.136.30,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
173.249.217.2,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
202.50.176.4,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
202.50.176.5,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
202.50.176.6,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
202.50.176.7,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.234,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.236,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.237,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
134.19.179.238,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
223.165.69.68,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
223.165.69.69,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
223.165.69.70,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
223.165.69.71,,airvpn,AS45179,"SITEHOST-AS-AP - SiteHost New Zealand, NZ",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.172,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.174,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.175,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.186.176,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.58,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.60,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.61,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
192.30.89.62,,airvpn,AS394256,"CLOUDSINGULARITY - Tech Futures Interactive Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
86.106.84.146,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
86.106.84.147,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
86.106.84.148,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
86.106.84.149,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.128.115,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.128.116,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.128.117,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.128.118,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.200.116.130,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.200.116.132,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.200.116.133,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.200.116.134,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.174.154,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.174.156,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.174.157,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
185.156.174.158,,airvpn,AS9009,"M247 - M247 Europe SRL, RO",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.223.202,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.223.204,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.223.205,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.223.206,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.58,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.60,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.61,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
184.75.221.62,,airvpn,AS32489,"AMANAHA-NEW - Amanah Tech Inc., CA",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.136.243,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.136.245,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.136.246,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
173.249.217.34,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.159.11,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.159.12,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.159.13,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.159.14,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
64.42.179.50,,airvpn,AS63018,"DEDICATED - Dedicated.com, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
64.42.179.52,,airvpn,AS63018,"DEDICATED - Dedicated.com, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
64.42.179.53,,airvpn,AS63018,"DEDICATED - Dedicated.com, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
64.42.179.54,,airvpn,AS63018,"DEDICATED - Dedicated.com, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.210,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.211,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.212,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
94.228.209.213,,airvpn,AS6206,"NETROUTING-AS - Netrouting B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.90,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.91,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.92,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.93,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.100,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.101,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.102,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
204.8.98.103,,airvpn,AS62744,"QUINTEX - Quintex Alliance Consulting, US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.129.43,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.129.45,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.54.129.46,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
198.44.129.194,,airvpn,AS11878,"TZULO - tzulo, inc., US",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.148,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.150,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.151,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
213.152.161.152,,airvpn,AS49453,"GLOBALLAYER - Global Layer B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
3.169.173.31,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-08-06,12,contextual,20,strong,2026-07-21,2026-08-06,true
3.169.173.80,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-08-06,12,contextual,20,strong,2026-07-21,2026-08-06,true
3.169.173.59,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-08-06,12,contextual,20,strong,2026-07-21,2026-08-06,true
3.169.173.40,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-08-06,12,contextual,20,strong,2026-07-21,2026-08-06,true
54.190.217.181,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-08-06,12,contextual,20,strong,2026-08-04,2026-08-06,true
32.187.207.218,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-08-06,12,contextual,20,strong,2026-08-01,2026-08-06,true
91.148.248.132,,privadovpn,AS34343,"BIP-AS - Eweka Internet Services B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
85.12.31.128,,privadovpn,AS34305,"BASEIP - Base IP B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
91.148.228.64,,privadovpn,AS34343,"BIP-AS - Eweka Internet Services B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
91.148.244.80,,privadovpn,AS34343,"BIP-AS - Eweka Internet Services B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
91.148.244.160,,privadovpn,AS34343,"BIP-AS - Eweka Internet Services B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
91.148.228.71,,privadovpn,AS34343,"BIP-AS - Eweka Internet Services B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
45.38.17.19,,privadovpn,AS34305,"BASEIP - Base IP B.V., NL",2026-08-06,5,contextual,5,contextual,2026-05-07,2026-08-06,true
