ASN,Name,Country
AS27364,ACS-INTERNET,
AS34288,"AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH",CH
AS45570,"NETPRES-AS-AP Network Presence, AU",AU
AS200519,NYNEX-FIBERONE - NYNEX satellite OHG,
AS2103,FR-IFREMER-BREST - IFREMER Centre de Brest,
AS3614,"DELL-BLK, US",US
AS2149,"COGENT-2149, US",
AS293,ESNET,
AS8422,"NETCOLOGNE, DE",DE
AS680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",
AS137443,CHANGLIAN-AS-AP ChangLian Network Technology Co.,
AS27176,DATAWAGON,
AS39835,"GOETEL, DE",
AS36149,HAWAIIAN-TELCOM,
AS33668,"CMCS, US",
AS207279,"MARKAHOST-TELEKOMUNIKASYON-LIMITED-SIRKETI MARKAHOST, TR",
AS2108,"CARNET-AS J.Marohnica 5, 10000 Zagreb, HR",
AS9066,"BCC Hinter dem Turme 12, DE",
AS3301,"TELIANET-SWEDEN Telia Company, SE",SE
AS29287,"AT-WZN-AS Wien Energie, AT",AT
AS47890,"UNMANAGED-DEDICATED-SERVERS, GB",
AS863,GONET-ASN-17,
AS44,S1-DOMAIN,
AS6939,"HURRICANE, US",
AS2118,"RELCOM-AS, CZ",
AS9050,"RTD Bucharest, Romania, RO",
AS13285,"OPALTELECOM-AS TalkTalk Communications Limited, GB",GB
AS39810,"UA-WICOM WiMAX Ukraine Autonomous System, UA",
AS26548,"PUREVOLTAGE-INC, US",
AS16302,SUOMICOMMUNICATIONS - Suomi Communications Oy,
AS34700,"CITYNET-AS Maxnet LLC, UA",
AS47570,"V2O-SIA-AS, LV",LV
AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",
AS9031,"EDPNETAPP, BE",
AS4583,THOMSON-REUTERS,
AS395354,"ASN-STARRY, US",
AS29314,"VECTRANET-AS Al. Zwyciestwa 253, 81-525 Gdynia, Poland, PL",
AS7018,"ATT-INTERNET4, US",
AS56030,"VOYAGERNET-AS-AP Voyager Internet Ltd., NZ",
AS52173,"MAKONIX, LV",LV
AS16591,"GOOGLE-FIBER, US",
AS24875,"NOVOSERVE-AS, NL",
AS30083,"AS-30083-US-VELIA-NET, DE",DE
AS2114,ESIC - ESCUELAS DE ESTUDIOS SUPERIORES ESIC SACERDOTES DEL CORAZON DE JESUS PADRES REPARADORES,
AS6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",
AS559,SWITCH,
AS12417,"DHH-AS, HR",
AS396948,"CLOUDWEBMANAGE-SC, US",
AS24768,"ALMOUROLTEC, PT",
AS1140,SIDN - Stichting Internet Domeinregistratie Nederland,
AS12767,"PRAGONET-AS, CZ",
AS1205,"JKU-LINZ-AS University Linz, AT",AT
AS4283,"CENTURYLINK-TSDS-LSVG, US",US
AS205388,SERVERDISCOUNTER - Marcel Andrew Zaiser trading as Metaliance ISP Systems e.k,
AS39798,"MIVOCLOUD, MD",
AS53486,"NRBN, CA",
AS13806,NCRCORP,
AS20300,"WT-AS1, US",
AS17676,"GIGAINFRA SoftBank Corp., JP",
AS906,"DMIT, US",
AS675,MSUS-AS,
AS1415,"CHNETWORK, US",
AS39912,"I3B-AS, AT",
AS41676,"JMDI ORG-JJM1-RIPE, PL",PL
AS399,AFCONC-BLOCK1-AS,
AS47172,"GREENHOST, NL",
AS101,"WASH-NSF-AS, US",
AS2089,"FR-MAN-CAEN FR, EU",
AS61272,"IST-AS, LT",
AS204615,"IPFIB-AS, SC",
AS207083,"HOSTSLIM-GLOBAL-NETWORK, NL",
AS50979,ITL-LV - GREEN FLOID LLC,
AS45045,"GOODNET-AS, UA",
AS209,"CENTURYLINK-US-LEGACY-QWEST, US",
AS5543,"TEST-ASN1, RU",RU
AS20756,"NAMESHIELD, FR",FR
AS60294,"DE-DGW Deutsche Glasfaser Wholesale Internet, DE",
AS15943,"WTNET-AS wilhelm.tel GmbH, DE",
AS549,GTANET-AS,
AS34001,"LIVAS-NET-AS Used by LIVAS NET LLC, Riga ,Latvia. Peering with, LV",
AS396507,"EMERALD-ONION, US",
AS8849,"MELBICOM-EU-AS Melbikomas UAB, LT",
AS32133,"AS-TING-BACKBONE, US",
AS8881,"VERSATEL, DE",
AS398355,"DATAIDEAS-LLC, US",
AS208942,"FIRMA-ZDOROVYE-AS, RU",
AS15704,"XTRA Telecom, ES",ES
AS203,"CENTURYLINK-LEGACY-LVLT-203, US",US
AS19844,"SBA-EDGE-JAX, US",
AS207713,GIR-AS - GLOBAL INTERNET SOLUTIONS LLC,
AS208626,SERV-TECH - ServTech LTD,
AS33387,"NOCIX, US",
AS353,DNIC-ASBLK-00306-00371,
AS2514,"INFOSPHERE NTT PC Communications, Inc., JP",
AS13367,COMCAST-13367,
AS53667,"PONYNET, US",
AS396949,"CLOUDWEBMANAGE-TX, US",
AS323,DNIC-ASBLK-00306-00371,
AS48514,CSB - Stiftelsen Chalmers Studenthem,
AS5410,"BOUYGTEL-ISP, FR",
AS153,"CTNOSC-ASN-153, US",
AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",
AS42473,AS-ANEXIA - Anexia Cloud Solutions GmbH,
AS212477,"ROYALE-AS, NL",
AS57717,"FBX-AS, NL",NL
AS211720,"Datashield, Inc., SC",
AS511,PRISMA HEALTH,
AS7029,"WINDSTREAM, US",
AS31863,"DACEN-2, US",
AS20477,"RANDOLPHTELEPHONE, US",US
AS208208,"CYBERSE Cyberse GmbH & Co. KG, DE",DE
AS19893,"NTT-GLOBAL-DATA-CENTERS-AMERICA-INC, US",US
AS49532,"SERVERHUB-NL, US",
AS12322,"PROXAD, FR",
AS166,"IDA-AS, US",
AS4459,"KDDIA-NET, US",
AS34665,"PINDC-AS, RU",
AS40065,"CNSERVERS, US",
AS201579,HOSTGNOME-AS - HOSTGNOME LTD,
AS20258,"ANALOG-DEVICES, US",
AS2494,MUWNET - MUWNET Autonomous System,
AS196,"BOEING196, US",
AS41047,NL-MLAB - Bart Vrancken,
AS263608,WSNET TELECOM LTDA ME,
AS43317,"VEESP-AS, LV",
AS43927,"HOSTERION, RO",
AS679,TUNET-AS - Technische Universitat Wien,
AS60118,"CYBERSMARTSOLUTIONS-AS, RO",
AS26400,IAMOTEL,
AS8772,"NLINELLC, UA",
AS2107,"ARNES-NET Academic and Research Network of Slovenia, SI",
AS397423,"TIER-NET, US",US
AS627,DNIC-ASBLK-00616-00665,
AS2496,UKANS,
AS11796,"AIRSTREAMCOMM-NET, US",
AS20091,"MARTINSVILLE-VA, US",
AS6730,"SUNRISE, CH",
AS50840,"AS-HITME, PL",PL
AS19770,PHOENIXCONTACTSERVICES-,
AS98,"ROCKEFELLER-AS, US",
AS16904,"ARVIG-16904, US",US
AS1974,MEHEALTH-SOUTH,
AS6799,"OTENET-GR Athens - Greece, GR",
AS2928,"COAT, US",
AS324,"DNIC-ASBLK-00306-00371, US",US
AS134835,"SNL-HK Starry Network Limited, HK",
AS21252,"NIKOIL-AS Bank IT Departament, RU",
AS1904,"DNIC-AS-01904, US",
AS48678,"TR-PENTECH-AS, TR",
AS31334,"KABELDEUTSCHLAND-AS, DE",
AS545,"NRI, US",US
AS36236,"NETACTUATE, US",
AS20510,"NEXUM-AS Hungary, HU",HU
AS20495,WEDARE - We Dare B.V.,
AS19816,NCSDATACOM,
AS20765,"Germany, DE",
AS58061,"SCALAXY-AS, LV",
AS3927,"RGNET-IAD RGnet Ashburn DC2, EE",EE
AS197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing, AL",
AS204196,"ABELOHOST, NL",
AS776,"FR-INRIA-SOPHIA INRIA Sophia-Antipolis, EU",
AS26042,"FIBERSTATE, US",
AS600,OARNET-AS,
AS197566,ASOKNET - Livady s.r.o.,
AS56381,AS-LEVEL66-NETWORK - level66.network UG (haftungsbeschraenkt),
AS8218,"NEO-ASN Zayo Europe, FR",
AS518,DNIC-AS-00518,
AS12312,"ECOTEL, DE",
AS212317,"HETZNER-CLOUD3-AS, DE",DE
AS44489,"STARNET, CZ",
AS37218,"University-of-Dodoma, TZ",
AS27,"UMDNET, US",
AS36850,"UNC-CH, US",
AS88,"PRINCETON-AS, US",US
AS6224,CENTURYLINK-MTIPS2-CHI,
AS41281,KEFF - KeFF Networks Ltd,
AS20958,SIGMA-IT-AS - TRAVELPORT ITALIA srl,
AS109,CISCOSYSTEMS,
AS208621,"LOGICFORGE, GB",
AS34911,"ASELDATA, CZ",
AS50,ORNL-MSRNET,
AS571,DNIC-AS-00571,
AS52228,"Cable Tica, CR",CR
AS6696,"VERIXI, BE",
AS20880,"TC-TELECOLUMBUS, DE",
AS58212,"DATAFOREST, DE",
AS399486,"VIRTUO, CA",CA
AS12570,"ITSELF Network and internet service provider., CZ",
AS35680,"VOLIA, UA",
AS4766,"KIXS-AS-KR Korea Telecom, KR",
AS39405,"FULLSAVE-AS, FR",
AS45007,VIPNET - VIPNET PRIM Ltd,
AS39727,"ZZI-AS ZZIs AS Number, SI",SI
AS41809,"NETIA-AS, PL",
AS24757,"EthioNet-AS, ET",
AS14078,"VOICENETPULSE-TELECOM, CA",
AS1420,"STL-C9D, US",US
AS362,"DNIC-ASBLK-00306-00371, US",US
AS3209,"VODANET International IP-Backbone of Vodafone, DE",
AS400,AFCONC-BLOCK1-AS,
AS40075,"RADIOLOGYLTD-ASN, US",US
AS3842,"RAMNODE, US",
AS43180,"TRUNKNETWORKS-AS, SC",
AS20847,"PREVIDER-AS, NL",
AS25052,"OMC-ASN, IL",IL
AS3477,NOAA-NWAVE,
AS2119,"TELENOR-NEXTEL Telenor Norge AS, NO",
AS15497,"COLOCALL Internet Data Center ColoCALL, SK",
AS209582,GOLDINGER - Goldinger IT GmbH,
AS44709,"CLOUDWEBMANAGE-, IL",
AS19165,"WEBPASS, US",
AS397270,"NETINF-TRANSIT-AS, US",
AS9136,WOBCOM - Wobcom GmbH,
AS340,"DNIC-ASBLK-00306-00371, US",
AS34,UDELNET,
AS33915,"TNF-AS, NL",
AS14670,"WHG-USE1, GB",
AS60571,"AS60571, DE",DE
AS3061,"PDNPVD-1, US",
AS141968,"IDNIC-IKADA-AS-ID PT Industri Kreatif Digital, ID",
AS5603,"SIOL-NET Telekom Slovenije d.d., SI",
AS204779,"LOCALNET, FI",
AS12552,"GLOBALCONNECT-AS12552, SE",
AS21323,ERSTEBANK - Erste&Steiermarkische Bank d.d.,
AS4769,"EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd., MY",
AS45144,"NETONBOARD-MY Net Onboard Sdn Bhd - Quality & Reliable Cloud Hosting Provider, MY",
AS34878,"KIT Karlsruhe Institute of Technology, DE",
AS59491,LIVENET-PL - Livenet Sp. z o.o.,
AS1239,"COGENT-1239, US",US
AS133752,"LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED, HK",
AS20742,"AHOL, HU",HU
AS55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",MY
AS55081,24SHELLS,
AS359,DNIC-ASBLK-00306-00371,
AS2027,"MILKYWAN MilkyWan, FR",
AS30058,"FDCSERVERS, US",
AS58291,"COLOCENTER, NL",
AS3527,NIH-NET,
AS19148,"LEASEWEB-USA-PHX, US",
AS200052,"FERAL Feral Hosting, GB",
AS61098,"EXOSCALE, CH",CH
AS32097,"WII, US",US
AS264,SRINET-AS,
AS33660,"CMCS, US",
AS41653,AQUARAY - Aqua Ray SAS,
AS833,"SWN-AS, US",
AS11572,"SS-ATL, US",
AS20714,"MERLIN-TELECOM, UA",
AS51538,"TEKCOM, RU",
AS22773,"ASN-CXA-ALL-CCI-22773-RDC, US",US
AS1312,"VA-TECH-AS, US",
AS40749,"CDELIGHTBAND, US",
AS49289,"MEDIA-VENETO Media Veneto s.r.l., IT",
AS4767,"AIT-CS-ASN Computer Science, TH",
AS17488,HATHWAY-NET-AP Hathway IP Over Cable Internet,
AS15600,"QUICKLINE Quickline AG, CH",
AS396856,"AS-SHARON, US",
AS202401,"WEBHOSTING24-AS Webhosting24 GmbH, DE",
AS2856,BT-UK-AS - British Telecommunications PLC,
AS4007,"SUBISU-CABLENET-AS-AP Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal, NP",
AS34989,"SERVETHEWORLD-AS, NO",
AS19861,WCBE,
AS803,SASKTEL,
AS19809,ASNBLK-VTLA2,
AS16117,"GAVLENET se.gavlenet Autonomous System, SE",
AS2011,WELLSFARGO-2011,
AS3685,"BUFFALO-ASN, US",
AS51290,"HOSTEAM-AS, PL",PL
AS5602,"AS-IRIDEOS-KP, IT",
AS7922,"COMCAST-7922, US",
AS34011,"GD-EMEA-DC-CGN1, DE",
AS56630,"MELBICOM-EU-AS Melbikomas UAB, LT",
AS4739,"INTERNODE-AS Internode Pty Ltd, AU",
AS63806,"MENHERA Human-life Information Platforms Institute, JP",
AS29066,"VELIANET-AS velia.net Internetdienste GmbH, DE",
AS33667,"CMCS, US",
AS44133,"IPAX-AS, AT",
AS35518,SASAG - sasag Kabelkommunikation AG,
AS23033,WOW,
AS58294,"CLOUDWALL, BG",
AS127,"JPL-AS127, US",
AS45177,"DEVOLI-AS-AP Devoli, NZ",NZ
AS200490,"BODEMS Bodems, DE",
AS202921,"CC_INTERNET, CZ",
AS61138,"ZAPPIE-HOST-AS Zappie Host, US",
AS21473,"PFALZKOM Pfalzkom GmbH, DE",
AS2505,"HEPNET-J High Energy Accelerator Research Organization, KEK, JP",
AS1754,"DESY-HAMBURG, DE",
AS29551,"HGCOMP-ASN, DE",
AS50304,"BLIX, NO",
AS12083,"WOW-INTERNET, US",
AS21100,"ITLDC-EU, US",
AS38195,"SUPERLOOP-AS-AP Superloop, AU",AU
AS9,"CMU-ROUTER, US",
AS44925,"THE-1984-AS, IS",
AS9790,"TWO-DEGREES-AS-AP Two Degrees Networks Limited, NZ",NZ
AS1360,"MEWS-04, US",US
AS7016,"CCCH-3, US",US
AS167,"WESLEYAN-AS, US",
AS211882,"AQUILENET, FR",
AS20677,"IMOS-AS Alfons-Feifel-Str. 9, DE",
AS21624,"CYBERLYNK-PHX, US",
AS57043,"HOSTKEY-AS, NL",
AS40924,"HSS-ASN, US",
AS276,OTS-AS-276,
AS376,RISQ-AS,
AS198967,"BITEL-GESELLSCHAFT-FUER-TELEKOMMUNIKATION-AS - IP Transit Customer AS33873 -, DE",DE
AS35432,"CABLENET-AS, CY",
AS3958,"AIRCANADA, CA",
AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany, DE",
AS35612,NGI-AS - EOLO S.p.A.,
AS6167,"CELLCO-PART, US",
AS216063,"TWENTYFOURFIRE, DE",
AS213250,"ITP-SOLUTIONS, DE",
AS7552,"VIETEL-AS-AP Viettel Group, VN",
AS2263,FR-RENATER-IMTA-RENNES - IMT Atlantique Bretagne-Pays de la Loire,
AS2495,KANREN,
AS61125,SABOTAGE - SABOTAGE LLC,
AS5408,"GR-NET www.grnet.gr, GR",
AS400861,"0X7C0, US",
AS21639,"BCBSLA-ASN, US",
AS338,DNIC-ASBLK-00306-00371,
AS2018,TENET-1,
AS29075,IELO - IELO-LIAZO SERVICES SAS,
AS5617,"TPNET, PL",
AS6072,"UNISYS-AS-C, US",US
AS12741,"AS-NETIA Warszawa 02-822, PL",
AS62,"CONE, US",
AS3559,"KORNET-AS-KR Korea Telecom, KR",
AS62744,QUINTEX,
AS30764,"PODA-AS, CZ",
AS31898,"ORACLE-BMC-31898, US",
AS45,LLL-TIS-AS,
AS10996,CONCORDE,
AS7489,"HOSTUS-GLOBAL-AS HostUS, HK",
AS44901,BELCLOUD - Belcloud LTD,
AS8412,"TMA Magenta Telekom, AT",
AS6127,IDSC,
AS406,AFCONC-BLOCK1-AS,
AS50673,"SERVERIUS-AS, NL",
AS10489,ARMOUR-AS,
AS6718,"NAV NAV Communications, RO",
AS44477,"-Reserved AS-, ZZ",
AS204770,"CHERRYSERVERS3-AS, LT",
AS20572,"GIESECKE Prinzregentenstr. 159, DE",
AS2037,CSUFRESNO,
AS198156,DEDISERV - Lukman Multimedia Sp. z o.o,
AS397373,"H4Y-TECHNOLOGIES, US",
AS4538,ERX-CERNET-BKB China Education and Research Network Center,
AS4319,"CORTLAND, US",US
AS212263,"AS-ROCKETFIBRE, GB",GB
AS39771,"RVI, FR",FR
AS156,"NORTHEASTERN-GW-AS, US",
AS43341,"MDLINK MDlink online service center GmbH, DE",
AS43847,"NBISERV-AS - Martin Prager trading as ""NbIServ""",
AS40056,"WGLV-20, US",
AS1321,ANSBB-ASNNET-1,
AS945,"JP-77-20220621 MARU, JP",
AS48438,"CORBINA-AS, UA",
AS23655,"TWODEGREES-NZ-AS 2degrees Networks Limited, NZ",NZ
AS52048,"RIXHOST, LV",
AS13339,-Reserved AS-,
AS50968,"HOSTMASTER-AS, MD",
AS393886,"LEASEWEB-USA-MIA, US",
AS60729,TORSERVERS-NET - Stiftung Erneuerbare Freiheit,
AS900,WAA,
AS19995,VSECORP,
AS8829,"ELMONET-AS, FI",
AS32244,"LIQUIDWEB, US",
AS3462,"HINET Data Communication Business Group, TW",
AS25820,"IT7NET, CA",
AS78,"BA-346-78, US",
AS39326,HSO-GROUP - Syntura Group Limited,
AS93,"NTTA-93, US",
AS205100,F3NETZE - F3 Netze e.V.,
AS2640,"AMESLAB-AS, US",
AS6025,"DNIC-ASBLK-05800-06055, US",US
AS20536,"DIMINTERNET-AS, UA",
AS6407,"PRIMUS-AS6407, CA",
AS13,"DNIC-AS-00013, US",
AS202,CENTURYLINK-LEGACY-LVLT-202,
AS1982,ASN-NWNEX,
AS577,"BACOM, CA",
AS42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",
AS48874,"HOSTMAZE HOSTMAZE, RO",
AS4514,"PVSCHOOLS-ASN-01, US",
AS62248,MODIRUM - MODIRUM MDPAY OU,
AS13110,INEA-AS - INEA sp. z o.o.,
AS200918,ORELSOFT - Pavel Zizka,
AS267,"NETHER-NET, US",
AS2497,"IIJ Internet Initiative Japan Inc., JP",
AS4804,"MPX-AS Microplex PTY LTD, AU",
AS63473,"HOSTHATCH, US",
AS3925,ICO-SV,
AS4,"ISI-AS, US",
AS1149,"SURFNET-AS Tijdelijk uitgeleend aan UTWENTE voor onderzoek, NL",
AS2072,"FR-RENATER-REVE Reseau REVE, EU",
AS398101,"GO-DADDY-COM-LLC, US",
AS1348,"CA-DOTNET-AS, US",
AS1634,"BWDSB, CA",
AS2025,"UTOLEDO, US",
AS33651,"CMCS, US",
AS441,"AFCONC-BLOCK1-AS, US",
AS5117,"INETNETWORK, US",
AS2636,"LOUISVILLE-MSD-ASN-01, US",
AS40077,"-Reserved AS-, ZZ",
AS49544,"I3DNET, NL",
AS8764,"TELIA-LIETUVA, LT",
AS399629,"BLNWX, US",
AS48550,"SNAPSERV, CH",
AS20240,"VENTURAFOODS, US",
AS204911,"SYSTEMLOS-AS, DE",
AS6040,DNIC-ASBLK-05800-06055,
AS337,DNIC-ASBLK-00306-00371,
AS6199,"COOPERUNION, US",US
AS12353,"VODAFONE-PT Vodafone Portugal, PT",
AS29695,"ALTIBOX_AS Norway, NO",
AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",
AS57811,REDGETECHNOLOGIES - Redge Technologies sp. z o.o.,
AS25486,"LUN-AS Lightup Network Solutions GmbH & Co. KG, DE",
AS8400,"TELEKOM-AS, RS",RS
AS9381,"HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK",
AS14196,"YAHOO-CHA, US",
AS336,DNIC-ASBLK-00306-00371,
AS10961,BGP-AS,
AS2857,"RLP-NET, DE",
AS51659,"ASBAXET, RU",
AS339,"DNIC-ASBLK-00306-00371, US",
AS46475,"LIMESTONENETWORKS, US",
AS6079,"RCN-AS, US",
AS20372,"GOBIERNOPR-AS, PR",
AS51852,"PLI-AS, PA",
AS10143,"EXETEL-AS-AP Exetel Pty Ltd, AU",
AS31027,"GLOBALCONNECT-AS31027, DK",DK
AS43150,"IQOM-BUSINESS-AS, DE",
AS35592,"COOLHOUSING-AS Vinohradska 190, CZ",
AS5036,"WCA, US",
AS14007,SOHOSKYWAY1,
AS212663,"REMOTE-ADMIN-AS, PL",
AS213354,INTERNATIONAL-HOSTING-SOLUTIONS-AS - INTERNATIONAL HOSTING SOLUTIONS LLP,
AS21063,RANTZAU-GRUPPE-AS - DAL Deutsche Afrika-Linien GmbH & Co.KG,
AS398242,"PCEPA, US",
AS9371,"SAKURA-C SAKURA Internet Inc., JP",
AS855,CANET-ASN-4,
AS201011,"CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK, DE",
AS687,DNIC-AS-00687,
AS35425,"BYTEMARK-AS, GB",
AS557,UMAINE-SYS-AS,
AS21032,TELTA-AS - TELTA Citynetz GmbH,
AS30860,"YURTEH-AS, UA",
AS44716,"DHOSTING-NET, DE",
AS208046,"MALIEVA, FR",
AS50266,ODIDO - Odido Netherlands B.V.,
AS3308,"TELIANET-DENMARK, SE",
AS40676,"AS40676, US",US
AS2864,"ALJASKA-AS, UA",
AS15735,"DATASTREAM-NET, MT",
AS326,DNIC-ASBLK-00306-00371,
AS54913,"CLOUDWEBMANAGE-CANADA, US",
AS6319,MARRIOT-ASN,
AS194,NCAR-AS,
AS21337,"UBBNET, BG",
AS34702,"WAVECOM-AS, EE",
AS45629,"JASTEL-NETWORK-TH-AP JasTel Network International Gateway, TH",
AS409,"AFCONC-BLOCK1-AS, US",
AS132,"WPAFB-CSD-NET-AS, US",US
AS1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",
AS5606,"GTS-BACKBONE GTS Telecom, RO",
AS673,"DNIC-AS-00673, US",
AS212520,"DAVID-TATLISU, DE",
AS213373,"IPCONNECT, SC",
AS56655,"GIGAHOST, NO",
AS6315,"XMISSION, US",
AS26383,"ASNET, US",
AS6855,"SK-TELEKOM Slovak Telekom T-Mobile CZ, SK",
AS19504,"WTCC, US",
AS8717,A1BG - A1 Bulgaria EAD,
AS13977,"CTELCO, US",
AS43557,"ASEMNET, DK",
AS2164,HPINC,
AS24953,"ASN-NETPLANET AS MACRO: AS-24953 customers, AT",
AS8916,PORTFAST - Portfast Ltd,
AS208367,CSPACEHOSTINGS - CSpace Hostings OU,
AS886,SBH-IX-SERVICES,
AS17,"PURDUE, US",
AS399122,"AS-VPSHOUSE, US",US
AS260,"GTT-DXB, US",
AS203446,"AS203446, GB",
AS55103,"THIN-NOLOGY, US",
AS39694,,
AS198161,"CZ-SUAS, CZ",
AS2147,"PA-AS The Press Association Ltd, EU",
AS1103,"SURFNET-NL SURFnet, The Netherlands, NL",
AS28725,CETIN-AS - CETIN a.s.,
AS22639,"COOPTEL-AS-01, CA",
AS20130,DEPAUL,
AS118,"DNIC-AS-00118, US",
AS226,LOS-NETTOS-AS,
AS57370,"WINGO, CH",
AS211215,"FIBERNET, FI",
AS4758,NICNET-VSNL-BOARDER-AP National Informatics Centre,
AS9534,"MAXIS-AS1-AP Binariang Berhad, MY",
AS1249,FIVE-COLLEGES-AS,
AS24872,"MAGNUS-AS, UA",
AS50340,"SELECTEL-MSK, RU",
AS48,DNIC-AS-00048,
AS18,"UTEXAS, US",
AS55430,"STARHUB-NGNBN Starhub Ltd, SG",
AS206774,"INETBOLAGET, SE",
AS268,USUHSNET-AS,
AS47436,"-Reserved AS-, ZZ",
AS26832,"RICAWEBSERVICES, CA",
AS12732,"GUTCON-NET Carrier51 GmbH, GutCon GmbH, DE",
AS61275,ASN-NEAS - NEAS ENERGI TELEKOM AS,
AS59684,"ASHOSTERKG - Hoster kg, Ltd.",
AS33705,DIGITAL-SHAPE-TECHNOLOGIES,
AS34224,"NETERRA-AS, BG",
AS44050,"PIN-AS, RU",
AS39650,"ATRINCOMMUNICATION, IR",
AS1767,"ILIGHT-NET, US",
AS20473,"AS-VULTR, US",
AS2013,"PACIFIC-GAS, US",
AS82,"OPENTEXT, US",US
AS20338,"MYTELASN, US",US
AS396982,"GOOGLE-CLOUD-PLATFORM, US",
AS15108,"ALLO-COMM, US",
AS30,"SRI-AICNET, US",US
AS15557,"LDCOMNET --- I3Dnet ---, FR",
AS510,INTERNET,
AS3303,"SWISSCOM Swisscom Switzerland Ltd, CH",
AS19764,GEORGIAN-COLLEGE-ASN,
AS5,"SYMBOLICS, US",
AS202585,BGP-RODEO - Nick Bouwhuis,
AS2015,"MSEN-SYSTEM, US",US
AS202302,NETH-AS - NETH LLC,
AS60117,"HS, AE",
AS49774,"INTERLINK-BANAT-AS Intrarea Joseph Haydn Nr 3, RO",
AS201814,"MEVSPACE, PL",
AS25,"UCB, US",
AS57,NL-GIGAPOP,
AS670,"DNIC-AS-00670, US",
AS2516,"KDDI KDDI CORPORATION, JP",
AS378,"MACHBA-AS ILAN, IL",IL
AS20910,"BALTKOM-AS - SIA ""BITE Latvija""",
AS15435,"KABELFOON DELTA Fiber Nederland, NL",
AS9044,"SOLNET, CH",
AS258,BRAGGSRI-EGP-AS,
AS199524,"GCORE, LU",
AS396362,"LEASEWEB-USA-NYC, US",
AS3551,"Universidad Tecnologica de Panama, PA",
AS6200,UIC-AS,
AS19707,"SETL-1-AS-00, US",
AS33588,BRESNAN-33588,
AS3356,"LEVEL3, US",
AS81,"NCREN, US",
AS1996,ASN1,
AS40021,"CONTABO-40021, US",
AS19838,BLUE-WATER-NETWORKS,
AS38,"UIUC, US",
AS197422,"TETANEUTRAL-NET-AS, FR",
AS54858,"AS-SBI, US",
AS979,NETLAB-SDN,
AS54290,"HOSTWINDS, US",
AS209605,"HOSTBALTIC, LT",
AS53850,"GORILLASERVERS, US",
AS356,"DNIC-ASBLK-00306-00371, US",US
AS300,DNIC-AS-00300,
AS18978,"ENZUINC-, US",
AS53184,"VERO S.A, BR",BR
AS2088,"FR-RENATER-MAYOTTE Reseau National de telecommunications pour la Technologie, EU",EU
AS871,GONET-ASN-17,
AS200514,"KNOWNSRV, GB",
AS39251,"NETGUARD, BG",
AS159,"OSUNET-AS, US",
AS210329,"CLOUDWEBMANAGE-UK-1, US",
AS72,SCHLUMBERGER-AS,
AS43,"BNL-AS, US",
AS210218,"OPENFIBER-ITALY, IT",
AS1970,"TAMUS-NET, US",
AS42487,"VIALIS-MOSELLE Located in Metz, France, FR",
AS68,"LANL-NM, US",
AS3561,"CENTURYLINK-LEGACY-SAVVIS, US",
AS19722,NFTA,
AS1612,FLUXTEL,
AS15796,"SALT-, CH",
AS5491,"OLSSON_NET, DK",DK
AS56153,LUUTRUSO-AS-VN Digital Storage Company Limited,
AS3790,"RADIOGRAFICA COSTARRICENSE, CR",
AS347,DNIC-ASBLK-00306-00371,
AS395853,"NYCMESH, US",
AS170,DNIC-AS-00170,
AS2041,STNORBERTCOLLEGE,
AS32872,"DIFF-COMP-01, US",
AS21325,TNA - Tiesu Namu Agentura SIA,
AS560,"LVLT-560, US",
AS137,ASGARR - Consortium GARR,
AS20214,COMCAST-20214,
AS4410,"CREDITSUISSEGROUP-AS Credit Suisse Group, CH",
AS33,HPINC,
AS3938,"NTTA-3936, US",
AS875,"GONET-ASN-17, CA",
AS45012,"CLOUDPIT, DE",
AS400006,"DIGITAL-MONKS-01, US",
AS21188,"UNILEVER-ES-UK, GB",GB
AS1406,MOTOROLA-MOBILITY,
AS13030,"INIT7, CH",
AS51765,"CREANOVA-AS Oy Creanova Hosting Solutions Ltd., FI",FI
AS25369,"BANDWIDTH-AS, GB",
AS212508,"LOWHOSTING-AS, IT",
AS2906,AS-SSI,
AS48374,"GOBLER-AS, DK",
AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",
AS50613,"THORDC-AS, IS",IS
AS5719,"SUNYSB, US",
AS616,DNIC-ASBLK-00616-00665,
