domain,dns_a,dns_aaaa,dns_mx,dns_ns,fuzzer,source_target
53.com,['2.19.153.101'],,['mxa-00642301.gslb.pphosted.com'],['a1-80.akam.net'],*original,53.com
532.com,['103.112.99.246'],,,['ns1.alidns.com'],addition,53.com
537.com,['103.238.226.248'],['!ServFail'],,['jim1.ddd.com'],addition,53.com
53y.com,['103.60.166.194'],,,['vip1.alidns.com'],addition,53.com
53d.com,['104.18.12.59'],['2606:4700::6812:c3b'],,['dns1.registrar-servers.com'],addition,53.com
53l.com,['104.18.26.126'],['2606:4700::6812:1a7e'],,['evan.ns.cloudflare.com'],addition,53.com
53s.com,['104.18.32.101'],['2606:4700:4404::ac40:9b9b'],,['ns1cnb.name.com'],addition,53.com
53a.com,['104.18.42.154'],['2606:4700:4401::ac40:9166'],,['wally.ns.cloudflare.com'],addition,53.com
53e.com,['104.18.8.98'],['2606:4700::6812:862'],,['a7.share-dns.com'],addition,53.com
53r.com,['104.21.48.254'],['2606:4700:3035::ac43:8be1'],,['carrera.ns.cloudflare.com'],addition,53.com
53h.com,['104.21.80.47'],['2606:4700:3036::6815:502f'],,['aldo.ns.cloudflare.com'],addition,53.com
53u.com,['104.21.94.169'],['2606:4700:3033::6815:5ea9'],,['mina.ns.cloudflare.com'],addition,53.com
533.com,['128.14.163.252'],,,['ns1.ename.net'],addition,53.com
53z.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,53.com
53x.com,['13.93.181.185'],['!ServFail'],['mail1.namebrightmail.com'],['ns1.namebrightdns.com'],addition,53.com
536.com,['15.197.148.33'],,,['ns37.domaincontrol.com'],addition,53.com
535.com,['192.185.31.173'],,['mail.535.com'],['ns1.fivethreefive.com'],addition,53.com
53f.com,['199.96.59.95'],['2a03:2880:f102:183:face:b00c:0:25de'],,['dns13.hichina.com'],addition,53.com
530.com,['20.195.88.82'],,,['a10.share-dns.com'],addition,53.com
531.com,['204.236.26.4'],,,['kara.ns.cloudflare.com'],addition,53.com
53b.com,['205.178.189.129'],,,['ns-1418.awsdns-49.org'],addition,53.com
53g.com,['208.98.40.33'],,,['ns1.4.cn'],addition,53.com
53t.com,['47.96.3.15'],,['mxn.mxhichina.com'],['dns11.hichina.com'],addition,53.com
534.com,,,,['dns1.registrar-servers.com'],addition,53.com
538.com,,,,['rudy.ns.cloudflare.com'],addition,53.com
539.com,,,,['ns1.ename.net'],addition,53.com
53i.com,,,,['ns3.dns.com'],addition,53.com
53j.com,,,,['launch1.spaceship.net'],addition,53.com
53k.com,,,,['ns1.ename.net'],addition,53.com
53m.com,,,,['nucum.ns.cloudflare.com'],addition,53.com
53q.com,,,,['ns1.dyna-ns.net'],addition,53.com
53v.com,,,,['ns1.ename.net'],addition,53.com
53w.com,,,['53w-com.mx1.arsmtp.com'],['annalise.ns.cloudflare.com'],addition,53.com
53o.com,['64.190.63.111'],,,,addition,53.com
53p.com,['66.203.154.7'],,,['ns1.dnsip.com'],addition,53.com
53c.com,['8.218.242.28'],,['!ServFail'],['ns1.kmw.com'],addition,53.com
43.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],bitsquatting,53.com
51.com,['116.131.226.149'],,,['ns3.dnsv4.com'],bitsquatting,53.com
13.com,,,,['ns05.domaincontrol.com'],bitsquatting,53.com
52.com,['146.19.248.51'],,,['ns7.alidns.com'],bitsquatting,53.com
57.com,['165.160.13.20'],,,['dns1.cscdns.net'],bitsquatting,53.com
u3.com,['8.217.237.150'],,['mailstore1.secureserver.net'],['ns21.domaincontrol.com'],bitsquatting,53.com
5s.com,['86.105.245.69'],,,['ns1.eftydns.com'],bitsquatting,53.com
58.com,['42.187.161.231'],['2402:4e00:1208:2100:0:9d0b:4476:cb8a'],['mxbiz1.qq.com'],['ns3.dnsv5.com'],homoglyph,53.com
5-3.com,['216.82.178.21'],,,['a1-80.akam.net'],hyphenation,53.com
453.com,['103.214.22.56'],,,['ns1.alidns.com'],insertion,53.com
563.com,['110.173.48.130'],,,,insertion,53.com
653.com,['23.160.212.102'],,,['v1s1.xundns.com'],insertion,53.com
t53.com,['54.83.37.243'],,,['ns01.avsupport.com'],insertion,53.com
543.com,,,,['pdns07.domaincontrol.com'],insertion,53.com
5r3.com,,,,['ns1.ename.net'],insertion,53.com
5t3.com,,,,['ns1.bodis.com'],insertion,53.com
r53.com,,,,['ns1.ename.net'],insertion,53.com
553.com,,,,['ns1.jixingdns.net'],repetition,53.com
54.com,['103.192.208.199'],,['mxbiz1.qq.com'],['f1g1ns1.dnspod.net'],replacement,53.com
r3.com,['104.18.2.254'],['2606:4700::6812:1dfc'],['r3-com.mail.protection.outlook.com'],['ignacio.ns.cloudflare.com'],replacement,53.com
5w.com,['15.197.148.33'],,,['ns67.domaincontrol.com'],replacement,53.com
t3.com,['45.223.102.77'],,['alt1.aspmx.l.google.com'],['ns-1175.awsdns-18.org'],replacement,53.com
5e.com,,,,['ns1.ename.net'],replacement,53.com
63.com,['8.8.8.8'],,,['ns1.jixingdns.net'],replacement,53.com
5z.com,['92.243.21.47'],['2001:4b98:dc0:45:216:3eff:fe21:9de0'],['mail.5z.com'],['ns6.gandi.net'],replacement,53.com
35.com,['116.198.219.52'],,,['ns1.35.net'],transposition,53.com
53com.com,['13.248.169.48'],,[''],['ns1.afternic.com'],various,53.com
adp.com,['170.146.93.56'],,['mxa-0006eb01.gslb.pphosted.com'],['a1-199.akam.net'],*original,adp.com
adpz.com,['103.224.182.243'],,['park-mx.above.com'],['4730.ns1.abovedomains.com'],addition,adp.com
adph.com,['103.224.182.246'],,['park-mx.above.com'],['421.ns1.abovedomains.com'],addition,adp.com
adps.com,['104.21.47.21'],['2606:4700:3031::ac43:aa0d'],['alt1.aspmx.l.google.com'],['bayan.ns.cloudflare.com'],addition,adp.com
adpt.com,['107.213.248.161'],,['adpt-com.mail.protection.outlook.com'],['ns01.domaincontrol.com'],addition,adp.com
adp8.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,,addition,adp.com
adp9.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],addition,adp.com
adp1.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,adp.com
adp7.com,['13.248.169.48'],,,['ns1.afternic.com'],addition,adp.com
adpa.com,['13.248.169.48'],,[''],['ns1.yuwang.com'],addition,adp.com
adpc.com,['13.248.169.48'],,,['ns3.afternic.com'],addition,adp.com
adpe.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,adp.com
adpm.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,adp.com
adpq.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,adp.com
adpw.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,adp.com
adpx.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,adp.com
adpo.com,['141.94.210.35'],['2001:41d0:304:400::79e'],['adpo-com.mail.protection.outlook.com'],['ns1.clf.proximus.be'],addition,adp.com
adpr.com,['15.197.225.128'],,,['ns13.domaincontrol.com'],addition,adp.com
adpl.com,['159.89.244.183'],,['!ServFail'],['ns1.perfectdomain.com'],addition,adp.com
adp3.com,['192.155.84.236'],['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['anan.ns.giantpanda.com'],addition,adp.com
adp6.com,['207.56.57.6'],,,['a1.share-dns.com'],addition,adp.com
adpn.com,['212.227.240.134'],,['smtp.getontheweb.com'],['ns1.dnsnameservice.com'],addition,adp.com
adpf.com,['217.160.0.54'],,['mx00.ionos.de'],['ns1107.ui-dns.biz'],addition,adp.com
adpd.com,['40.113.154.210'],,,['ns45.domaincontrol.com'],addition,adp.com
adpp.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],addition,adp.com
adp2.com,['69.162.80.61'],,['mail.h-email.net'],['ns1.hastydns.com'],addition,adp.com
adpi.com,['70.32.23.92'],,,,addition,adp.com
adpy.com,['74.48.129.110'],,,['1.namestar.com'],addition,adp.com
adpu.com,['86.105.245.69'],,,['ns1.eftydns.com'],addition,adp.com
adp5.com,,,,['f1g1ns1.dnspod.net'],addition,adp.com
adpb.com,,,[''],['ns1.afternic.com'],addition,adp.com
adpg.com,,['2606:4700:3036::6815:400a'],['mx1.emailsrvr.com'],['irma.ns.cloudflare.com'],addition,adp.com
adpj.com,,,,['dns29.hichina.com'],addition,adp.com
adpk.com,,,,['1.namestar.com'],addition,adp.com
ad0.com,['104.143.9.110'],,,['ns1.fabulous.com'],bitsquatting,adp.com
cdp.com,['104.21.22.118'],['2606:4700:3031::6815:1676'],['alt1.aspmx.l.google.com'],['rocky.ns.cloudflare.com'],bitsquatting,adp.com
alp.com,['104.26.2.214'],['2606:4700:20::681a:2d6'],['mail.protonmail.ch'],['lara.ns.cloudflare.com'],bitsquatting,adp.com
aep.com,['167.239.226.37'],['!ServFail'],['mxa-0006a701.gslb.pphosted.com'],['ns3.aep.com'],bitsquatting,adp.com
adx.com,['173.203.22.5'],,['mxa-00102601.gslb.pphosted.com'],['ns1.opntxtdns.com'],bitsquatting,adp.com
atp.com,['199.60.103.66'],,['atp-com.mail.protection.outlook.com'],['lila.ns.cloudflare.com'],bitsquatting,adp.com
adr.com,['209.234.238.22'],,,['ns0037.secondary.cloudflare.com'],bitsquatting,adp.com
adt.com,['216.224.210.243'],,['adt-com.mail.protection.outlook.com'],['ns1.f5clouddns.com'],bitsquatting,adp.com
idp.com,['32.195.235.78'],,['idp-com.mail.protection.outlook.com'],['ns-1175.awsdns-18.org'],bitsquatting,adp.com
edp.com,['34.13.75.94'],,['edp-com.mail.protection.outlook.com'],['ns.edp.com.pt'],bitsquatting,adp.com
qdp.com,['46.102.254.58'],,['alt1.aspmx.l.google.com'],['rodney.ns.cloudflare.com'],bitsquatting,adp.com
adq.com,,,,['dns1.registrar-servers.com'],bitsquatting,adp.com
afp.com,,,['de-smtp-inbound-1.mimecast.com'],['a1-213.akam.net'],bitsquatting,adp.com
abp.com,['141.193.213.20'],,['abp-com.mail.protection.outlook.com'],['ns1.systemdns.com'],homoglyph,adp.com
adlp.com,['159.89.244.183'],,['!ServFail'],['ns1.perfectdomain.com'],homoglyph,adp.com
aclp.com,['208.91.197.27'],,['alt1.aspmx.l.google.com'],['ns13.worldnic.com'],homoglyph,adp.com
adip.com,['217.160.101.37'],,['backup.adip.com'],['bella.ns.cloudflare.com'],homoglyph,adp.com
acip.com,['35.172.207.137'],,,['ns-1157.awsdns-16.org'],homoglyph,adp.com
ablp.com,['35.215.102.71'],,['mx1-us1.ppe-hosted.com'],['ns39.domaincontrol.com'],homoglyph,adp.com
albp.com,['52.20.84.62'],,,['ns1.squadhelp.com'],homoglyph,adp.com
adllp.com,['66.11.18.10'],,,['ns25.domaincontrol.com'],homoglyph,adp.com
acllp.com,,,['acllp-com.mail.protection.outlook.com'],['ns11.domaincontrol.com'],homoglyph,adp.com
aelp.com,,,['aelp-com.mail.protection.outlook.com'],['ns1.acsalaska.net'],homoglyph,adp.com
xn--ad-o1a.com,,,['mail.xn--ad-o1a.com'],['ns-1275.awsdns-31.org'],homoglyph,adp.com
xn--dp-ola.com,,,,['ns-1092.awsdns-08.org'],homoglyph,adp.com
a-dp.com,['157.7.189.59'],,,['dns01.muumuu-domain.com'],hyphenation,adp.com
ad-p.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],hyphenation,adp.com
asdp.com,['103.224.182.244'],,['park-mx.above.com'],['ns1.abovedomains.com'],insertion,adp.com
adep.com,['104.21.31.191'],['2606:4700:3031::ac43:b399'],['fm01.absys-online.fr'],['johnathan.ns.cloudflare.com'],insertion,adp.com
adcp.com,['104.21.92.241'],['2606:4700:3032::6815:5cf1'],[''],['cris.ns.cloudflare.com'],insertion,adp.com
a1dp.com,['108.178.43.106'],,['a1dp.com'],['ns1.greengeeks.net'],insertion,adp.com
1adp.com,['13.248.169.48'],,,,insertion,adp.com
a2dp.com,['13.248.169.48'],,,,insertion,adp.com
acdp.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,adp.com
adfp.com,['13.248.169.48'],,,['ns1.namefind.com'],insertion,adp.com
adrp.com,['13.248.169.48'],,,['ns1.namefind.com'],insertion,adp.com
adsp.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,adp.com
qadp.com,['13.248.169.48'],,[''],['ns3.afternic.com'],insertion,adp.com
aedp.com,['13.248.243.5'],,['aedp-com.mail.protection.outlook.com'],['ns15.domaincontrol.com'],insertion,adp.com
azdp.com,['15.197.148.33'],,,['ns63.domaincontrol.com'],insertion,adp.com
afdp.com,['15.197.225.128'],,,['ns67.domaincontrol.com'],insertion,adp.com
axdp.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns19.domaincontrol.com'],insertion,adp.com
aydp.com,['202.8.123.26'],,,['jm1.alidns.com'],insertion,adp.com
wadp.com,['213.186.33.5'],,['smtp.google.com'],['dns200.anycast.me'],insertion,adp.com
awdp.com,['32.186.48.85'],['2600:1f14:ea2:fa00:c86:8d7c:3315:8aeb'],[''],['ns1.venture.com'],insertion,adp.com
2adp.com,['38.38.65.144'],,,['ns1.taoa.com'],insertion,adp.com
ardp.com,['52.20.84.62'],,,['ns1.squadhelp.com'],insertion,adp.com
sadp.com,['52.20.84.62'],,['mx00.ionos.com'],['ns1.atom.com'],insertion,adp.com
yadp.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],insertion,adp.com
zadp.com,['74.48.129.110'],,,['1.namestar.com'],insertion,adp.com
adxp.com,['85.13.150.90'],,['adxp-com.mail.protection.outlook.com'],['dns.dns1.de'],insertion,adp.com
aqdp.com,,,,['ns1.lnkcloud.com'],insertion,adp.com
ap.com,['104.21.2.174'],['2606:4700:3033::6815:2ae'],['ap-com.mail.protection.outlook.com'],['cory.ns.cloudflare.com'],omission,adp.com
ad.com,['185.230.63.107'],,['alt1.aspmx.l.google.com'],['ns-1477.awsdns-56.org'],omission,adp.com
dp.com,,,,['pdns07.domaincontrol.com'],omission,adp.com
aadp.com,['13.248.169.48'],,,,repetition,adp.com
addp.com,,['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['damao.ns.giantpanda.com'],repetition,adp.com
axp.com,['15.197.225.128'],,,['ns25.domaincontrol.com'],replacement,adp.com
arp.com,['178.249.85.6'],,['bg365securemaillb.bechtle.com'],['ns01.bechtle.com'],replacement,adp.com
2dp.com,['192.64.151.235'],,['mail.computer.com'],['ns1.anydns.com'],replacement,adp.com
acp.com,['198.202.211.1'],,['us-smtp-inbound-1.mimecast.com'],['ns13.worldnic.com'],replacement,adp.com
zdp.com,['210.209.125.74'],['!ServFail'],['!ServFail'],['ns1.qiaomi.com'],replacement,adp.com
adm.com,['217.114.94.2'],['2a00:1c50:94::2'],['adm-com.mail.protection.outlook.com'],['dbru.br.ns.els-gms.att.net'],replacement,adp.com
adl.com,['3.133.187.158'],,['0'],['indom10.indomco.com'],replacement,adp.com
asp.com,['34.216.13.220'],,,['ns-1513.awsdns-61.org'],replacement,adp.com
1dp.com,['35.188.74.226'],,,,replacement,adp.com
ado.com,['52.20.84.62'],,,['ns1.atom.com'],replacement,adp.com
sdp.com,['86.105.245.69'],,,['ns1.eftydns.com'],replacement,adp.com
wdp.com,,['2600:1901:0:84f4::80'],,['ns1.twdcns.com'],replacement,adp.com
ydp.com,,,['alt1.aspmx.l.google.com'],['ns-cloud-e1.googledomains.com'],replacement,adp.com
dap.com,['12.43.214.236'],,['us-smtp-inbound-1.mimecast.com'],['dns1.comlaude-dns.com'],transposition,adp.com
apd.com,['95.134.100.14'],,['d15380a.ess.barracudanetworks.com'],['ns-1084.awsdns-07.org'],transposition,adp.com
adpcom.com,,,,['ha1.markmonitor.zone'],various,adp.com
odp.com,['204.130.175.23'],,['d104726a.ess.barracudanetworks.com'],['freedns1.registrar-servers.com'],vowel-swap,adp.com
udp.com,['208.91.197.27'],,['alt1.aspmx.l.google.com'],['ns87.worldnic.com'],vowel-swap,adp.com
aetna.com,['23.209.84.132'],,['usb-smtp-inbound-1.mimecast.com'],['a1-249.akam.net'],*original,aetna.com
aetnar.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,aetna.com
aetnaa.com,['15.197.173.102'],,,['ns1.markmonitor.com'],addition,aetna.com
aetnae.com,['15.197.173.102'],,,['ns1.markmonitor.com'],addition,aetna.com
aetna1.com,['206.213.211.95'],,,['ns10.aetnaq.com'],addition,aetna.com
aetnam.com,['69.162.80.61'],,['mail.h-email.net'],['ns1.hastydns.com'],addition,aetna.com
aetnaq.com,,,['usb-smtp-inbound-1.mimecast.com'],['a1-155.akam.net'],addition,aetna.com
aetnas.com,,,,['ns1.aetna.com'],addition,aetna.com
aetnat.com,,,,['ns1.aetna.com'],addition,aetna.com
aetne.com,['103.224.182.238'],,['park-mx.above.com'],['2425.ns1.abovedomains.com'],bitsquatting,aetna.com
eetna.com,['103.224.182.245'],,,['ns1.mfk1.com'],bitsquatting,aetna.com
aatna.com,['103.224.182.251'],,['park-mx.above.com'],['ns3.abovedomains.com'],bitsquatting,aetna.com
aeuna.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],bitsquatting,aetna.com
ietna.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['domain-for-sale.hugedomainsdns.com'],bitsquatting,aetna.com
aepna.com,['13.248.169.48'],,[''],['ns5.afternic.com'],bitsquatting,aetna.com
aetla.com,['13.248.169.48'],,,['ns1.namefind.com'],bitsquatting,aetna.com
aevna.com,['13.248.169.48'],,[''],['ns1.afternic.com'],bitsquatting,aetna.com
aedna.com,['143.198.68.197'],,,['ns-canada.topdns.com'],bitsquatting,aetna.com
aetfa.com,['162.255.119.63'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],bitsquatting,aetna.com
aetoa.com,['183.111.139.224'],,['kr1-aspmx1.worksmobile.com'],['ns1.cafe24.co.kr'],bitsquatting,aetna.com
cetna.com,['207.246.78.75'],,['mx4.emailowl.com'],['ns1.dnsowl.com'],bitsquatting,aetna.com
amtna.com,['23.227.38.65'],,,['dns1.p06.nsone.net'],bitsquatting,aetna.com
aetnq.com,['23.92.212.228'],,,['ns1.domainmx.com'],bitsquatting,aetna.com
autna.com,['35.214.231.49'],,['mx00.1and1.es'],['ns-es.1and1-dns.biz'],bitsquatting,aetna.com
adtna.com,['69.162.80.62'],,,,bitsquatting,aetna.com
ae4na.com,,,['alt1.aspmx.l.google.com'],['nina.ns.cloudflare.com'],bitsquatting,aetna.com
aetnna.com,['103.224.182.246'],,['park-mx.above.com'],['ns3.abovedomains.com'],homoglyph,aetna.com
aetrna.com,['103.224.182.253'],,['park-mx.above.com'],['1107.ns1.abovedomains.com'],homoglyph,aetna.com
actna.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],homoglyph,aetna.com
aetma.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],homoglyph,aetna.com
actma.com,['13.223.25.84'],,,['domain-for-sale.hugedomainsdns.com'],homoglyph,aetna.com
aetra.com,['13.248.169.48'],,[''],['ns1.afternic.com'],homoglyph,aetna.com
xn--etna-koa.com,['191.101.104.21'],['2a02:4780:1d:602e:ee9f:1329:168a:d769'],['mx1.hostinger.com'],['ns1.dns-parking.com'],homoglyph,aetna.com
actra.com,['51.161.122.78'],['2607:5300:202::51'],,,homoglyph,aetna.com
aetnma.com,['103.224.182.244'],,['park-mx.above.com'],['3860.ns1.abovedomains.com'],insertion,aetna.com
awetna.com,['103.224.182.244'],,,['3860.ns1.abovedomains.com'],insertion,aetna.com
saetna.com,['103.224.182.247'],,['park-mx.above.com'],['ns3.abovedomains.com'],insertion,aetna.com
aetnba.com,['103.224.212.216'],,['park-mx.above.com'],['ns15.abovedomains.com'],insertion,aetna.com
asetna.com,['13.248.169.48'],,,['ns3.afternic.com'],insertion,aetna.com
aretna.com,['199.191.50.184'],,['~'],['ns111484.ztomy.com'],insertion,aetna.com
waetna.com,['23.92.212.164'],,,['ns1.torresdns.com'],insertion,aetna.com
aethna.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],insertion,aetna.com
aertna.com,['69.162.80.57'],,,['ns1.hastydns.com'],insertion,aetna.com
adetna.com,,,,['ns1.revenuedirect.com'],insertion,aetna.com
aetmna.com,,,,['expirens3.hichina.com'],insertion,aetna.com
zaetna.com,,,,['ns1.aetna.com'],insertion,aetna.com
etna.com,['104.21.44.57'],['2606:4700:3033::ac43:c3dc'],['mx1-us.emailsecurity.app'],['cass.ns.cloudflare.com'],omission,aetna.com
aetn.com,['204.74.99.100'],,,,omission,aetna.com
aena.com,['217.160.230.216'],['2001:8d8:1000:f3b1:92:e49f:1325:4000'],['aena-com.mail.protection.outlook.com'],['ns1094.ui-dns.biz'],omission,aetna.com
aeta.com,['51.68.42.176'],['2001:41d0:305:1000::9f'],,['dns01.one2net.net'],omission,aetna.com
atna.com,,,[''],['ns3.afternic.com'],omission,aetna.com
aettna.com,['103.224.182.244'],,,['581.ns1.abovedomains.com'],repetition,aetna.com
aeetna.com,['103.224.182.246'],,['park-mx.above.com'],['ns3.abovedomains.com'],repetition,aetna.com
aaetna.com,['23.92.212.229'],,,['ns1.domainmx.com'],repetition,aetna.com
aetba.com,['103.224.182.246'],,['park-mx.above.com'],['421.ns1.abovedomains.com'],replacement,aetna.com
aetns.com,['103.224.212.113'],,['park-mx.above.com'],['ns3.abovedomains.com'],replacement,aetna.com
aetny.com,['104.21.60.180'],['2606:4700:3035::6815:3cb4'],,['elaine.ns.cloudflare.com'],replacement,aetna.com
wetna.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],replacement,aetna.com
aegna.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,aetna.com
yetna.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,aetna.com
aztna.com,['15.197.142.173'],,,['ns67.domaincontrol.com'],replacement,aetna.com
setna.com,['18.200.86.202'],,['setna-com.mail.protection.outlook.com'],['dns1.cscdns.net'],replacement,aetna.com
artna.com,['199.191.50.184'],,['~'],['ns111484.ztomy.com'],replacement,aetna.com
awtna.com,['23.92.212.227'],,,['ns1.domainmx.com'],replacement,aetna.com
zetna.com,['66.45.246.141'],,,['ns1.serverhome.com'],replacement,aetna.com
aeyna.com,['66.81.203.11'],,['~'],['ns1.dsredirection.com'],replacement,aetna.com
aetha.com,['69.162.80.59'],,,['ns1.hastydns.com'],replacement,aetna.com
aerna.com,['69.162.80.60'],,,,replacement,aetna.com
astna.com,['95.216.63.199'],,,['ns15.up99plus.com'],replacement,aetna.com
aefna.com,,,['aefna-com.mail.protection.outlook.com'],['ns1.bdm.microsoftonline.com'],replacement,aetna.com
aenta.com,['107.161.23.204'],,,,transposition,aetna.com
atena.com,['159.89.244.183'],['!ServFail'],,['ns1.perfectdomain.com'],transposition,aetna.com
eatna.com,['192.155.84.236'],['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['anan.ns.giantpanda.com'],transposition,aetna.com
aetan.com,['69.162.80.51'],,,['ns1.hastydns.com'],transposition,aetna.com
aetnacom.com,['206.213.211.95'],,,['ns1.aetna.com'],various,aetna.com
uetna.com,['15.197.173.102'],,,['ns1.markmonitor.com'],vowel-swap,aetna.com
aitna.com,['172.234.27.224'],,,,vowel-swap,aetna.com
aetno.com,['52.20.84.62'],,,['ns1.squadhelp.com'],vowel-swap,aetna.com
adobe.com,['23.62.226.130'],['2600:1405:8400:13::17de:3e3'],['adobe-com.mail.protection.outlook.com'],['a1-217.akam.net'],*original,adobe.com
adobey.com,['103.224.182.216'],,['park-mx.above.com'],['ns15.abovedomains.com'],addition,adobe.com
adobee.com,['103.224.212.124'],,,['ns1.abovedomains.com'],addition,adobe.com
adober.com,['104.21.3.63'],['2606:4700:3030::ac43:993e'],,['keenan.ns.cloudflare.com'],addition,adobe.com
adobea.com,['13.248.169.48'],,[''],['ns3.afternic.com'],addition,adobe.com
adobe3.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],addition,adobe.com
adobe4.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns71.domaincontrol.com'],addition,adobe.com
adobed.com,['15.197.225.128'],,,['ns09.domaincontrol.com'],addition,adobe.com
adobef.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns73.domaincontrol.com'],addition,adobe.com
adobek.com,['15.197.225.128'],,,['ns39.domaincontrol.com'],addition,adobe.com
adobew.com,['15.197.225.128'],,,,addition,adobe.com
adobem.com,['163.44.176.20'],['2400:8500:1301:162::20:1'],['adobem.com'],['ns1.value-domain.com'],addition,adobe.com
adobex.com,['172.65.211.209'],,,['expire1.gname-dns.com'],addition,adobe.com
adobeu.com,['186.241.90.228'],,,['braelyn.ns.cloudflare.com'],addition,adobe.com
adobe8.com,['192.185.57.29'],,['adobe8.com'],['ns199.websitewelcome.com'],addition,adobe.com
adoben.com,['216.198.79.1'],,,['lochlan.ns.cloudflare.com'],addition,adobe.com
adobel.com,['23.92.212.163'],,['mail.h-email.net'],['ns1.torresdns.com'],addition,adobe.com
adobe2.com,['46.30.215.30'],['2a02:2350:5:10e:f6:2a94:96e0:70e1'],['mx1.pub.mailpod9-cph3.one.com'],['ns01.one.com'],addition,adobe.com
adobet.com,['86.105.245.69'],,,['ns1.eftydns.com'],addition,adobe.com
adobev.com,['94.73.150.7'],,,['carla.ns.cloudflare.com'],addition,adobe.com
adobe1.com,,,,['ns-1173.awsdns-18.org'],addition,adobe.com
adobe5.com,,,,['a12.share-dns.com'],addition,adobe.com
adobes.com,,,['mxa.mailgun.org'],['ns-cloud-e1.googledomains.com'],addition,adobe.com
adobez.com,,,,['ns201.adobe.net'],addition,adobe.com
qdobe.com,['103.224.182.243'],,['park-mx.above.com'],['ns1.above.com'],bitsquatting,adobe.com
edobe.com,['104.143.9.210'],,,['ns0.directnic.com'],bitsquatting,adobe.com
atobe.com,['119.245.135.38'],,['mx01.atobe.com'],['ns-1077.awsdns-06.org'],bitsquatting,adobe.com
adoje.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],bitsquatting,adobe.com
idobe.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],bitsquatting,adobe.com
alobe.com,['13.248.169.48'],,[''],['ns1.afternic.com'],bitsquatting,adobe.com
cdobe.com,['13.248.243.5'],,['cdobe-com.mail.protection.outlook.com'],['ns51.domaincontrol.com'],bitsquatting,adobe.com
adobd.com,['15.197.204.56'],,,['ns1.smartname.com'],bitsquatting,adobe.com
adkbe.com,['15.197.225.128'],,,,bitsquatting,adobe.com
adobu.com,['15.197.225.128'],,,['ns65.domaincontrol.com'],bitsquatting,adobe.com
adoce.com,['15.197.225.128'],,,['ns49.domaincontrol.com'],bitsquatting,adobe.com
aeobe.com,['15.197.225.128'],,,['ns67.domaincontrol.com'],bitsquatting,adobe.com
adore.com,['165.227.72.14'],,,['ns3.worldnic.com'],bitsquatting,adobe.com
adobg.com,['192.254.185.137'],,['adobg.com'],['ns6303.hostgator.com'],bitsquatting,adobe.com
adoba.com,,,,['ns1.namefind.com'],bitsquatting,adobe.com
adofe.com,,,['adofe.com'],['ns1.hostm.net'],bitsquatting,adobe.com
afobe.com,,,['park-mx.above.com'],['ns1.abovedomains.com'],bitsquatting,adobe.com
ad0be.com,['104.21.74.250'],['2606:4700:3033::ac43:d10f'],,['carl.ns.cloudflare.com'],homoglyph,adobe.com
