domain,ip,shodan_ip,ports,vulns,tags,hostnames,os,priority,reason
01gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
03gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
02gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
06gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
05gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
08gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
04gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
07gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
100gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
09gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
111gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
11gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
1234gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
15.02gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
14gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
143gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
15gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
17gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
16gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
18gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
19gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
2000gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
2017gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
2019gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
2016gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
2018gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
2020gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
24gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
26gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
28gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
25gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
27gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
29gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
30gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
31gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
33gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
34gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
39gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
36gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
35gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
38gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
37gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
41gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
43gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
46gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
44gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
50gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
4gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
49gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
47gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
48gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
53gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
54gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
56gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
57gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
58gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
60gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
5gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
59gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
64gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
61gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
63gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
70gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
69gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
65gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
68gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
67gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
72gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
74gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
75gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
73gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
7gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
76gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
786gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
78gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
80gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
79gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
83gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
84gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
85gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
81gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
86gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
87gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
89gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
90gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
95gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
93gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
94gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
96gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
98gmail.com,199.59.243.220,199.59.243.220,,,,,,1,Combo-squat: gmail
089gmail.com,38.6.246.18,38.6.246.18,80;445;135,,,,Windows Server 2012 R2 Datacenter 9600,1,Combo-squat: gmail
0okta.com,,15.197.225.128,,,,,,1,Combo-squat: okta
9okta.com,,15.197.225.128,,,,,,1,Combo-squat: okta
adobe3.com,,15.197.225.128,,,,,,1,Combo-squat: adobe
adobe4.com,,15.197.225.128,,,,,,1,Combo-squat: adobe
adobef.com,,15.197.225.128,,,,,,1,Combo-squat: adobe
adobed.com,,15.197.225.128,,,,,,1,Combo-squat: adobe
adobew.com,,15.197.225.128,,,,,,1,Combo-squat: adobe
airbnb1.com,,15.197.225.128,,,,,,1,Combo-squat: airbnb
athenee.com,,15.197.225.128,,,,,,1,Combo-squat: athene
azures.com,,15.197.225.128,,,,,,1,Combo-squat: azure
azuret.com,,15.197.225.128,,,,,,1,Combo-squat: azure
binancea.com,,15.197.225.128,,,,,,1,Combo-squat: binance
binancef.com,,15.197.225.128,,,,,,1,Combo-squat: binance
binancel.com,,15.197.225.128,,,,,,1,Combo-squat: binance
chases.com,,15.197.225.128,,,,,,1,Combo-squat: chase
chaset.com,,15.197.225.128,,,,,,1,Combo-squat: chase
citizenpharmacy.us,,15.197.225.128,,,,,,1,Combo-squat: citi
0openai.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: openai
139gmail.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: gmail
1block.xyz,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: block
adminzoom.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: zoom
agmail.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: gmail
aetnar.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: aetna
anthemq.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: anthem
apple8.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: apple
apple4.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: apple
applef.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: apple
applej.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: apple
applen.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: apple
athenes.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: athene
azured.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: azure
azureg.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: azure
azurelend.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: azure
azurez.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: azure
bigmail.org,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: gmail
bingxo.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bingx
bingxx.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bingx
bitsoc.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bitso
bitsof.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bitso
bitsov.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bitso
bitsox.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bitso
block3.xyz,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: block
blockb.xyz,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: block
blockd.xyz,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: block
blockk.xyz,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: block
bybitt.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: bybit
chase7.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: chase
chaseo.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: chase
chasez.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: chase
chatgpta.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: chatgpt
chatgpte.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: chatgpt
chatgpti.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: chatgpt
ciscop.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: cisco
ciscoc.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: cisco
ciscox.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: cisco
ciscon.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: cisco
citid.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citii.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citin.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citik.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citip.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citixensbank.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citix.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
citiz.ensbank.com,76.223.54.146,76.223.54.146,80;443,,cloud,a904c694c05102f30.awsglobalaccelerator.com,,1,Combo-squat: citi
0phemex.com,89.106.200.1,89.106.200.1,80;443,,,edge.redirect.pizza;allbikeswim.be,,1,Combo-squat: phemex
bitstampp.net,89.106.200.1,89.106.200.1,80;443,,,edge.redirect.pizza;allbikeswim.be,,1,Combo-squat: bitstamp
0paypal.com,66.175.209.179,66.175.209.179,80;443,,cloud,66-175-209-179.ip.linodeusercontent.com,,1,Combo-squat: paypal
bcbsg.com,66.175.209.179,66.175.209.179,80;443,,cloud,66-175-209-179.ip.linodeusercontent.com,,1,Combo-squat: bcbs
binanceus.com,66.175.209.179,66.175.209.179,80;443,,cloud,66-175-209-179.ip.linodeusercontent.com,,1,Combo-squat: binance
chatgpt4.com,66.175.209.179,66.175.209.179,80;443,,cloud,66-175-209-179.ip.linodeusercontent.com,,1,Combo-squat: chatgpt
12gmail.com,54.213.73.184,54.213.73.184,,,,,,1,Combo-squat: gmail
0progressive.com,,212.7.194.68,,,,,,1,Combo-squat: progressive
aetnam.com,,212.7.194.68,,,,,,1,Combo-squat: aetna
123gmail.com,,103.224.182.243,,,,,,1,Combo-squat: gmail
1gmail.com,,103.224.182.243,,,,,,1,Combo-squat: gmail
2zoom.us,,103.224.182.243,,,,,,1,Combo-squat: zoom
178gmail.com,91.195.240.13,91.195.240.13,80;443,,,,,1,Combo-squat: gmail
anthemo.com,91.195.240.13,91.195.240.13,80;443,,,,,1,Combo-squat: anthem
1allstate.com,,3.33.130.190,,,,,,1,Combo-squat: allstate
3exodus.com,,3.33.130.190,,,,,,1,Combo-squat: exodus
airbnbu.com,,3.33.130.190,,,,,,1,Combo-squat: airbnb
allstate0.com,,3.33.130.190,,,,,,1,Combo-squat: allstate
anthemg.com,,3.33.130.190,,,,,,1,Combo-squat: anthem
anthem5.com,,3.33.130.190,,,,,,1,Combo-squat: anthem
anthemv.com,,3.33.130.190,,,,,,1,Combo-squat: anthem
anthemcom.com,,3.33.130.190,,,,,,1,Combo-squat: anthem
anthropich.com,,3.33.130.190,,,,,,1,Combo-squat: anthropic
anthropico.com,,3.33.130.190,,,,,,1,Combo-squat: anthropic
athene5.com,,3.33.130.190,,,,,,1,Combo-squat: athene
atlassians.com,,3.33.130.190,,,,,,1,Combo-squat: atlassian
azure9.com,,3.33.130.190,,,,,,1,Combo-squat: azure
azurec.com,,3.33.130.190,,,,,,1,Combo-squat: azure
azurej.com,,3.33.130.190,,,,,,1,Combo-squat: azure
bankofamericab.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericaf.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericad.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericaj.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericah.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericag.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericap.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericay.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericaz.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bankofamericaw.com,,3.33.130.190,,,,,,1,Combo-squat: bankofamerica
bhuntington.com,,3.33.130.190,,,,,,1,Combo-squat: huntington
binanceus.us,,3.33.130.190,,,,,,1,Combo-squat: binance
blocka.xyz,,3.33.130.190,,,,,,1,Combo-squat: block
block8.xyz,,3.33.130.190,,,,,,1,Combo-squat: block
bnationwide.com,,3.33.130.190,,,,,,1,Combo-squat: nationwide
chase5.com,,3.33.130.190,,,,,,1,Combo-squat: chase
chasea.com,,3.33.130.190,,,,,,1,Combo-squat: chase
chaseh.com,,3.33.130.190,,,,,,1,Combo-squat: chase
chatgptp.com,,3.33.130.190,,,,,,1,Combo-squat: chatgpt
chatgptu.com,,3.33.130.190,,,,,,1,Combo-squat: chatgpt
chatgptv.com,,3.33.130.190,,,,,,1,Combo-squat: chatgpt
citizens.earth,,3.33.130.190,,,,,,1,Combo-squat: citi
1apple.com,54.38.153.86,54.38.153.86,80;443,,,mail.stellios.com;ip86.ip-54-38-153.eu;stellios.com;www.stellios.com,,1,Combo-squat: apple
1cryptodarkmarket.com,172.67.161.89,172.67.161.89,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: crypto
1airbnb.com,172.67.192.40,172.67.192.40,8080;2082;2083;2052;2053;2086;2087;2095;80;8880;8443;443,,cdn,,,1,Combo-squat: airbnb
1bitmart.com,82.180.138.102,82.180.138.102,,,,,,1,Combo-squat: bitmart
1bybit.com,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: bybit
301gmail.com,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: gmail
aadobe.com,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: adobe
bitsog.com,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: bitso
cfacebook.com,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: facebook
cheapfacebooklikes.net,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: facebook
citizenssouth.com,76.223.67.189,76.223.67.189,80;443,,cloud,a67c48129651a0940.awsglobalaccelerator.com,,1,Combo-squat: citi
1bitget.com,154.202.57.213,154.202.57.213,80;443,,,960zp.com;www.960zp.com,,1,Combo-squat: bitget
1adobe.com,8.39.235.63,8.39.235.63,993;2082;2083;52230;2086;2087;2095;110;111;80;53;443;2096;2079,,starttls,14fragrance.com;itraptor.com;server903.vebhost.com,,1,Combo-squat: adobe
20gmail.co.com,,172.64.80.1,,,,,,1,Combo-squat: gmail
acgmetals.com,,172.64.80.1,,,,,,1,Combo-squat: meta
adobeh.com,,172.64.80.1,,,,,,1,Combo-squat: adobe
binancem.com,,172.64.80.1,,,,,,1,Combo-squat: binance
bitfinexz.com,,172.64.80.1,,,,,,1,Combo-squat: bitfinex
bybitb.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
bybitc.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
bybita.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
bybitn.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
bybitk.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
bybitp.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
bybitq.com,,172.64.80.1,,,,,,1,Combo-squat: bybit
citizensbakn.com,,172.64.80.1,,,,,,1,Combo-squat: citi
2allstate.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
aallstate.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstate3.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatee.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstate4.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allsgate.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: gate
allstateh.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatef.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatei.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstateg.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatea.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstateo.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatep.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstaten.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstateq.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatev.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatew.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatex.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatej.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatek.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatem.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstgate.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: gate
allstater.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatey.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
allstatez.com,75.2.103.146,75.2.103.146,80;443,,cloud,a4972715dfa2f21c3.awsglobalaccelerator.com;ppesupply.com,,1,Combo-squat: allstate
2fwww.finance.google.com.mailfranco.com,172.67.223.75,172.67.223.75,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: google
2amazon.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonc.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonb.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonh.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazong.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazoni.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonq.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonp.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazont.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazony.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonv.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonx.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
amazonu.com,,15.197.245.13,,,,,,1,Combo-squat: amazon
2azure.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: azure
4etrade.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: etrade
4cities.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: citi
7uber.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: uber
angmail.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: gmail
anthemazrealestate.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: anthem
anthema.com,54.243.117.197,54.243.117.197,80;443,,cloud,ec2-54-243-117-197.compute-1.amazonaws.com,,1,Combo-squat: anthem
