mx_host,domain_count,primary_asn
mx.misk.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mxs.ht-systems.ru,1,"AS12616 (HOSTING-MSK - Citytelecom LLC, RU)"
akiho.net,1,"AS33182 (DIMENOC - HostDime.com, Inc., US)"
mail.airxr.ru,1,"AS56577 (ASRELINK - Relink LTD, RU)"
mail.akuadalah.dev,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.4hickory.com,1,"AS400754 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
mail.aktifbil.com,1,"AS212219 (HostingDunyam - HOSTING DUNYAM BILISIM TEKNOLOJILERI TICARET LIMITED SIRKETI, TR)"
akvaristlerdunyasi.com,1,"AS42807 (AEROTEK-AS - CIZGI TELEKOMUNIKASYON ANONIM SIRKETI, TR)"
al-amintraders.com,1,"AS16276 (OVH - OVH SAS, FR)"
antispam.websahibi.com,1,"AS397563 (ADEOXTECH - ADEOX, US)"
mail.4kites.com,1,"AS398101 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
4audiocassettes.com,1,"AS131965 (XSERVER - Xserver Inc., JP)"
alack-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
4hairloss.com,1,"AS29802 (HVC-AS - HIVELOCITY, Inc., US)"
alaskaair-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.alassian.com,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
alarmsysteem-online.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.4money.site,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
mail0001.4more.lv,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail9.alapage.ru,1,"AS207728 (Virterion - EUROHOSTER Ltd., BG)"
mail.alabama-nedv.ru,1,"AS59729 (ITL-BG - GREEN FLOID LLC, US)"
_dc-mx.abc7151628d9.albaspecials.com,1,"AS20857 (TRANSIP-AS - Signet B.V., NL)"
mx-parked.serveriai.lt,1,"AS212531 (Interneto-vizija - UAB _Interneto vizija_, LT)"
mail.cnm.com,1,"AS16276 (OVH - OVH SAS, FR)"
mail.4memphis.com,1,"AS25563 (WEBLAND-AS - Multimedia Networks AG, CH)"
mx1.hostinger.web.tr,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
4flyfishing.com,1,"AS39566 (AS-SMARTHOST-PL - Smarthost sp. z o.o., PL)"
ipnet.internetpartners.com,1,"AS12033 (ASN-AT-12033 - Adams TelSystems, Inc., US)"
mail.albocinemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.albumenprotein.com,1,"AS210878 (Treadstone-AS - Treadstone Business Development S.R.L., RO)"
mx2.4prkrmmail.net,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.alcoholomemy.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alcoholommail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alcohfmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alcoholimail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alcohrsmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
smpt.google.com,1,
aldeyaa-ae.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
4meetings.com,1,"AS30083 (AS-30083-US-VELIA-NET - velia.net, DE)"
mx6.alegrabrasil.com,1,
aleosempire-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
4sqday.com,1,"AS46475 (LIMESTONENETWORKS - Limestone Networks, Inc., US)"
mail.alcapml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx-att.mail.am0.4ttmail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.4sauna.ru,1,"AS35278 (SPRINTHOST - SPRINTHOST.RU LLC, RU)"
mail.alexaninf.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alfabravo.pl,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail.4warding.net,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail.alexitemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alexiphamails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mailcow.ikab.io,1,"AS202053 (UPCLOUD - UpCloud Ltd, FI)"
mail.alfaclean.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
catchall.tijdelijkmailadres.nl,1,"AS30870 (TRANS-IX-AS - Trans-iX B.V., NL)"
4finance-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.algorithmbait.store,1,
mail.algofed.store,1,
4signs-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
e.alerous.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
algiardinodifranco.com,1,"AS395092 (SHOCK-1 - Shock Hosting LLC, US)"
algonquinheights-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
alhutaib-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.4yoga.com,1,"AS24611 (DCLUX-AS - Datacenter Luxembourg S.A., LU)"
4pet.ro,1,"AS5606 (GTS-BACKBONE - GTS Telecom SRL, RO)"
hallenberg.com,1,"AS197540 (netcup-AS - netcup GmbH, DE)"
mx01.mail.alibaba.com,1,"AS37963 (ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN)"
undercover-germany.in.tmes.trendmicro.eu,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.alikmotion.com,1,"AS63473 (HOSTHATCH - HostHatch, LLC, US)"
mail20.lh.pl,1,"AS203417 (LHPL - LH.pl Sp. z o.o., PL)"
mail.alilua.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
alifdz.com,1,"AS16276 (OVH - OVH SAS, FR)"
mail.aliasprojekt.pl,1,"AS203417 (LHPL - LH.pl Sp. z o.o., PL)"
box5201.bluehost.com,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mail.all-mail.net,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mail.alkalimfri.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alkalifmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.alkalmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
sm.alistate.com,1,"AS11042 (NTHL - NETWORK TRANSIT HOLDINGS LLC, US)"
mx1.allaboutdogstraining.com,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail.4x10.ru,1,"AS29182 (RU-JSCIOT - JSC IOT, RU)"
mail.51tiemo.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mx.allfreemail.net,1,"AS16276 (OVH - OVH SAS, FR)"
mail.alias.gaviso.agency,1,"AS212317 (HETZNER-CLOUD3-AS - Hetzner Online GmbH, DE)"
mail.allegnmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
allhostguide-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.allemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.allegorimail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.allegmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.allinoneeg.store,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mail.535.com,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
mx.allmp3stars.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.allmarkshare.info,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
53w-com.mx1.arsmtp.com,1,"AS53780 (AS-APPRIVER - APPRIVER LLC, US)"
_dc-mx.068db2e713f5.allmediamaxads.info,1,"AS59711 (HZ-EU-AS - HZ Hosting Ltd, BG)"
mail.allionmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
alhudhudnews.com,1,"AS22878 (ASACENET1 - ACENET, INC., US)"
alloggia.de,1,"AS3209 (VODANET - Vodafone GmbH, DE)"
mail.allopatrmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.allfolk.ru,1,"AS44094 (WEBHOST1-AS - Webhost LLC, RU)"
allstage-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
allstat-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.alisaol.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
allstats.com,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
d272826a.ess.barracudanetworks.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
allsuperinfo-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.allwebemails.com,1,"AS16276 (OVH - OVH SAS, FR)"
50plusfitnesscenters.com,1,"AS16276 (OVH - OVH SAS, FR)"
mail.almatips.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
_dc-mx.dc3a3fb5ca24.almanara.info,1,"AS36218 (WHG-CAN - WHG Hosting Services Ltd, GB)"
almarcontainergroup-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.alimentotmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.almail.com,1,"AS4685 (ASAHI-NET - Asahi Net, JP)"
alobotanics.com,1,"AS59253 (LEASEWEB-APAC-SIN-11 - LEASEWEB SINGAPORE PTE. LTD., SG)"
mail.alotevi.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mx1.muj.cloud,1,"AS24971 (MASTER-AS - MasterDC s.r.o., CZ)"
mail.alosp.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx1.mythic-beasts.com,1,"AS44684 (MYTHIC - Mythic Beasts Ltd, GB)"
alpha-web.net,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mx.yuyclub.xyz,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
alpenit-at.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.5949r.com,1,"AS36352 (AS-COLOCROSSING - HostPapa, US)"
alphax.fr.nf,1,"AS16276 (OVH - OVH SAS, FR)"
mail.alphanummail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.allitermail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx1.allpaydayloans.info,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.alreval.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.alltophoto.ru,1,"AS50340 (SELECTEL-MSK - JSC Selectel, RU)"
mx1.free.fr,1,
mx1.altdesign.info,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
alternavox.net,1,"AS40092 (ONIAAS - HostPapa, US)"
mail.alternmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
alphatech-llc.mail.protection.outlook.com,1,
altitudesports-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
altmail.top,1,"AS53850 (GORILLASERVERS - GorillaServers, Inc., US)"
altrans.fr.nf,1,"AS16276 (OVH - OVH SAS, FR)"
mail.aluminebml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
alvechurchacousticroots-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.alvemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
alwmail.site,1,"AS7684 (SAKURA-A - SAKURA Internet Inc., JP)"
alves.fr.nf,1,"AS16276 (OVH - OVH SAS, FR)"
alternativapoteknorge.space,1,"AS32475 (SINGLEHOP-LLC - Internap Holding LLC, US)"
mail3.5july.org,1,"AS8473 (BAHNHOF - Bahnhof AB, SE)"
mail.amadorcountyproperties.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
altcoinadvantage.org,1,"AS33387 (NOCIX - Nocix, LLC, US)"
mail.5esla.com,1,"AS33182 (DIMENOC - HostDime.com, Inc., US)"
amadeus.nz,1,"AS38719 (DREAMSCAPE-AS-AP - Dreamscape Networks Limited, AU)"
alvinneo-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.amails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx2.hc1077-89.ap.iphmx.com,1,"AS30215 (AS-CISCOHPS-APAC - Cisco Systems Ironport Division, US)"
mx6.amateurspot.net,1,
mail.amaryllidmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.amarmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
alzeri-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
amazon-smtp.amazon.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
mail.5tn.ru,1,"AS50340 (SELECTEL-MSK - JSC Selectel, RU)"
mxa-0020eb02.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mail.ambisexmy.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx.emailarray.com,1,"AS13768 (COGECO-PEER1 - Aptum Technologies, CA)"
mail.alysz.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.ambideml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
amanet-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.alveoloml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
amco-com-ar.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.5oz.ru,1,"AS39337 (Corpsoft24 - JSC _Corp Soft_, RU)"
5ymail.me,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
amenorjmail.ru,1,"AS213702 (QWINS-LTD - QWINS LTD, GB)"
_dc-mx.e67e214055d9.americancasinoguidebook.com,1,"AS32244 (LIQUIDWEB - Liquid Web, L.L.C, US)"
mail.5z.com,1,"AS203476 (GANDI-AS-2 - GANDI SAS, FR)"
mail.ameremail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
americandisabilityalliance-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
5minutetrip.com,1,"AS20857 (TRANSIP-AS - Signet B.V., NL)"
m1.dnsix.com,1,
mail.amarante.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
inbound.americansolarquotes.com,1,"AS14618 (AMAZON-AES - Amazon.com, Inc., US)"
email.chatgpt.org.uk.0-mailer.dynv6.net,1,
mx.amerikanbuyutucu.online,1,"AS149148 (PHUHAIPC-VN - Phu Hai Computer Co., Ltd, VN)"
mxa-0017ff01.gslb.pphosted.com,1,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
americashealthshare-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
amcplus-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.ameriemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mxb-00177601.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
mail.amharow.cieszyn.pl,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mxa-000f3401.gslb.pphosted.com,1,"AS22843 (PROOFPOINT-ASN-US-EAST - Proofpoint, Inc., US)"
amilsocks.com,1,"AS52148 (ENIXLTD - Enix Ltd, GB)"
mail.aminoamail.com,1,"AS40021 (CONTABO-40021 - Contabo Inc., US)"
mail.amiri.net,1,"AS40100 (ALURIUM - Alurium Hosting, US)"
mx1.650dialup.com,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
amhpdf-com-br.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.amitywe.us,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
amk-co-uk.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.ammails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.amozix.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.ammonmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.ama-trans.de,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail.amiramov.ru,1,"AS211183 (AdminVPS - AdminVPS OOO, RU)"
amperecomputing-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.amovmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
_dc-mx.8a6dc5f8dd32.amr.urgntx.com,1,"AS46261 (QUICKPACKET - QuickPacket, LLC, US)"
mail.amphidiscli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.amplindia.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.amphithea.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
amsaustralia-com0i.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
amphitheatmail.com,1,"AS213702 (QWINS-LTD - QWINS LTD, GB)"
amsterdamgiftstore-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
americanmedicalexperts-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.6974.click,1,"AS203446 (AS203446 - SMARTNET Germany GmbH, DE)"
688as.org,1,"AS20857 (TRANSIP-AS - Signet B.V., NL)"
mail.6d6f.com,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
americanpersonalized-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.amoemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.6ip.us,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail.69v9.com,1,"AS40476 (SCALAHOSTING - Scala Hosting LLC, US)"
6thamcdrr-thailand.net,1,"AS40395 (VIRTBIZ-DALLAS - VIRTBIZ Internet Services, US)"
703xrjc.com,1,"AS396073 (MAJESTIC-HOSTING-01 - Majestic Hosting Solutions, LLC, US)"
mail.668mail.com,1,"AS63949 (AKAMAI-LINODE-AP - Akamai Connected Cloud, SG)"
mail.777casino.si,1,
mx1.wixagency.online,1,
mail.arrabyte.com,1,"AS58087 (FlorianKolb - Florian Kolb, DE)"
arobmobilepoint.com,1,"AS16276 (OVH - OVH SAS, FR)"
bookingzagreb.com,1,"AS12417 (DHH-AS - Plus Hosting Grupa d.o.o., HR)"
mail.boomito.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
bg365securemaillb.bechtle.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
booktonlook.com,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
mail.boomchicken.us,1,"AS14670 (WHG-USE1 - WHG Hosting Services Ltd, GB)"
bookz.site,1,"AS399250 (NAMEHERO-KCDC - Name Hero, LLC, US)"
mx1.booktoplady.com,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
boomerbenefits-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.booths4less.sbs,1,"AS36352 (AS-COLOCROSSING - HostPapa, US)"
mail.boostoid.com,1,"AS63949 (AKAMAI-LINODE-AP - Akamai Connected Cloud, SG)"
d86431a.ess.barracudanetworks.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
inbound-smtp.us-west-2.amazonses.com,1,
mx.bookwhiptrips.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
email.bootsship.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.arteriosli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.arterimail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
art2427.com,1,"AS52148 (ENIXLTD - Enix Ltd, GB)"
mail.arteriomail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
articul8-ai.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.artisanbooth.com,1,"AS398101 (GO-DADDY-COM-LLC - GoDaddy.com, LLC, US)"
mail.artificiemi.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.artificismail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx.artificialbelligerence.com,1,"AS29873 (BIZLAND-SD - Newfold Digital, Inc., US)"
mail.artesyn-power.ru,1,"AS35278 (SPRINTHOST - SPRINTHOST.RU LLC, RU)"
arteycritica.org,1,"AS149020 (WEBHORIZON-AS-AP - WebHorizon Internet Services, SG)"
mxb-0072c901.gslb.pphosted.com,1,"AS52129 (PROOFPOINT-ASN-EU - Proofpoint, Inc., US)"
mail.bormasmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
_dc-mx.eac220afbfed.artificialintelligence.productions,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
bosca-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.arttouchs.com,1,"AS19871 (NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US)"
arumail.com,1,"AS63018 (DEDICATED - Dedicated.com, US)"
257083856.pamx1.hotmail.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
arwana21.net,1,"AS396356 (LATITUDE-SH - Latitude.sh, US)"
mail.artamebel.ru,1,"AS44094 (WEBHOST1-AS - Webhost LLC, RU)"
arwana21.org,1,"AS212238 (CDNEXT - Datacamp Limited, GB)"
mail.arvius.net,1,"AS206938 (NESILDC - Nesildc Bilisim Cozumleri Sanayi Ve Ticaret Limited Sirketi, TR)"
mx6.bottesuggds.com,1,
mail.ariagate.com,1,"AS28753 (LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE)"
mail.bothriocepmil.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail1.kering.net,1,"AS52129 (PROOFPOINT-ASN-EU - Proofpoint, Inc., US)"
mail.artykuly.net.pl,1,"AS50599 (DATASPACE - DATASPACE P.S.A., PL)"
mail.arvernenergies.fr,1,"AS203500 (ABEILLE-AS - ABEILLE SARL, FR)"
mail.asanbill.com,1,"AS197540 (netcup-AS - netcup GmbH, DE)"
asamail-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
aspmx.l.google.com.asanatest1.us,1,
mx.freenet.de,1,"AS8648 (ONE-NETWORK - dogado GmbH, DE)"
asaprestoration.net,1,"AS20068 (HAWKHOST - Hawk Host Inc., CA)"
asapio-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
asadulelectronicsandtelecom.com,1,"AS16276 (OVH - OVH SAS, FR)"
asbeauty-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.bouterk.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
box-co-uk.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.ars-invest.ru,1,"AS9032 (LIDER-RF-DC - Citytelecom LLC, RU)"
mx1.arobe.com,1,"AS20756 (NAMESHIELD - NAMESHIELD SAS, FR)"
bookir.site,1,"AS49100 (IR-THR-PTE - Pishgaman Toseeh Ertebatat Company (Private Joint Stock), IR)"
mail.ascidi.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.arsenmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.asdfsdfjrmail.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.borstonlinemanagement.com,1,"AS135905 (VNPT-AS-VN - VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN)"
mail.asbomsk.ru,1,"AS51659 (ASBAXET - LLC Baxet, RU)"
mail.asdasd.nl,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
fwd2.hosts.co.uk,1,"AS8622 (ISIONUK - TEAM BLUE INTERNET SERVICES UK LIMITED, GB)"
mail.boxformail.in,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mx1.boxa.host,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.boxnavi.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.asdooeemail.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx1.boxmail.lol,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.boxtemp.com.br,1,"AS63949 (AKAMAI-LINODE-AP - Akamai Connected Cloud, SG)"
