domain,fp_id,fp_name,confidence,flame_tp_ids,evidence
ok8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oka.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okat.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okc.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okd.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okda.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okeyinfo.com,FP-0011,IP-KVM / Remote-Management Exposure,15,,rmm_detected=yes
okfa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okfta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okga.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okgta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okh.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okita.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okix.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okjta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okjta.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
okjx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okkta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okkx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oklahomachoice.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~eye-mail.net
oklta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oklx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okmta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okmx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okota.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okox.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okpa.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okra.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okraken.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okrta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oks.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okt-a.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okt1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okta0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okta1.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okta3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okta7.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okta8.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktaa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktab.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktac.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktacom.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktad.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktae.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktaf.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktag.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktah.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktak.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktal.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktam.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktan.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktao.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktap.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktar.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktas.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktat.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktau.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktav.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktaw.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktax.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktay.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktc.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okte.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okti.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okto.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktoberfestdirndl.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~eye-mail.net
oktq.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktra.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okts.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oktw.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okty.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktya.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oktz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okua.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okucoin.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okva.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okviptattantat.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
okviptattantat.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
okw.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okx0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx2.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx4.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx5.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okx6.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okx9.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxa.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okxb.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxc.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxcom.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxd.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxf.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxg.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxh.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxj.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxk.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxl.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okxm.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okxm.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
okxn.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxo.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxq.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxr.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okxs.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxt.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxv.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okxv.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
okxw.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxy.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okxz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oky.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okya.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okyta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
okz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
okza.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
olahoo.com,FP-0011,IP-KVM / Remote-Management Exposure,15,,rmm_detected=yes
olbank.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
olcta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
olcx.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oldmansachs.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oledger.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
olenai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oleta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
olevancehealth.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
olex.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oleyvalleymennonite.org,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,90,TP-0001,primary_mx~eye-mail.net
olio.co.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
olio.co.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
oliquid.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
olkta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
olkx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
olmail.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~emailofsteel.com
oloniex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
olta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oluno.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
olx.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
omail.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
omailo.top,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,90,TP-0001,primary_mx~eye-mail.net
omazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
omegaenergy.ai,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
omenai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
omerfaruksahin.com,FP-0011,IP-KVM / Remote-Management Exposure,60,,rmm_detected=yes
omkx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
omraneya.net,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~eye-mail.net
omrganstanley.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
omrj.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
omta.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
omx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
onc.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
one.wexinc.com,FP-0011,IP-KVM / Remote-Management Exposure,40,,rmm_detected=yes
one4bet.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
onecloud.ws,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~hope-mail.com
onedonation.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
onepiece-film.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
onestopwv.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
onety.pl,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
onhealthdpc.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
onhealthdpc.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
online-poker.info,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
onrthwesternmutual.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
ontel.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
onthem.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
onthropic.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
onum.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ooaj.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~hope-mail.com
oocgi.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
ooenai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oogle.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ookta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oom.us,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
oonq.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ooogle.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
ooooooo.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
oopenai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oopi.org,FP-0011,IP-KVM / Remote-Management Exposure,40,,rmm_detected=yes
ooracle.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
oorange.fr,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
oota.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ootlook.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~mailerhost.net
oox.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
op-enai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
op3nai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opacle.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opanai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opaypal.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opbit.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opcnai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opeai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opeani.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opebai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opeenai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opefai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opehai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opejai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opel.g-mail.co.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
opel.g-mail.co.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
opelai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opemai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opemai.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
open-ai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
open1ai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
open2ai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opena-i.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opena.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opena1.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opena8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaa.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openaai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openae.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openah.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openai0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai2.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai5.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai6.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai7.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openai9.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaia.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaib.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaic.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaicom.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaid.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaif.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openaig.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaih.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaii.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaij.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaik.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openail.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openaim.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openain.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openaio.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaip.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaiq.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openair.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openais.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openait.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openaiu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaiv.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaix.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaiy.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaiz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaj.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openak.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openal.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openam.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openao.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openaqi.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openasi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openau.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openay.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openayi.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openbai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openci.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openei.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openhai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openia.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openii.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openinboxexperiment.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
openjai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openmai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opennai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openoi.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openqai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openqi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opensai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
opensi.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opensourcebridge.science,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
opensourcebridge.science,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
openui.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openwai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openwi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openyai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
openyi.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openzai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
openzi.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opeoai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opera1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
operai.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
operal.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
opernai.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
ophold.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
