domain,fp_id,fp_name,confidence,flame_tp_ids,evidence
athine.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
athne.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
athnee.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
athnee.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
athone.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atiassiam.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atiene.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
ationwide.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atl.assian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atl.assian.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
atla.ssian.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlaassian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlantabravsjerseys.us,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,90,TP-0001,primary_mx~eye-mail.net
atlas.sian.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlasaian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlasasian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlasian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassaian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassain.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassan.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassia.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassiab.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassiam.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassian0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassiann.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassiano.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassians.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassiarn.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassiasn.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassiian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassin.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlassin.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
atlassina.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassion.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlasslan.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassoan.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlasssian.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlassyan.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlene.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlessian.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atlissian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atlissian.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
atllassian.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atmicwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atna.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atnene.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atnhem.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atobe.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atom8cwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atom9icwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomacwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomic-wallet.io,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atomicqwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicswallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicwal.let.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicwalet.io,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atomicwall.et.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicwallet1.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicwaollet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicwasllet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomicwllet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomifcwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomikwallet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atomlcwallet.io,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atonicwailet.io,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atoro.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atp.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atple.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atrade.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atripe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
atritech.net,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
atthene.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
attlassian.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
attomicwallet.io,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ature.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ature.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
atyene.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
atzure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
auera.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
auirbnb.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
auirbnb.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~mailerhost.net
auranex.ai,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
auranex.ai,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
aurbnb.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aurelianpress.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
aurveymonkey.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
ausersmanual.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~eye-mail.net
austinpug.org,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
australianfinefood.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
australianfinefood.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
austriayoga.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
austriayoga.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
autna.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
auto59.pro,FP-0011,IP-KVM / Remote-Management Exposure,60,,rmm_detected=yes
autocapcut.email,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
auzre.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
auzure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aviemore.net,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
aviemore.net,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
avoin.ai,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
avshealth.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
awarenessu.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
awarenessu.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
awdobe.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
awdp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awdrt.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~h-email.net
awellsfargo.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awesomenator.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
awetna.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
awllstate.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awmazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awme.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~mailerhost.net
awmericanexpress.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aworkday.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awpple.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws-amazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.a-azon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.a-mazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.almazon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.am.azon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.ama6on.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.ama7on.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amaaon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.amaaon.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
aws.amagon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.amagzon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.amajon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amaon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amaton.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amaz-on.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amaz.on.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amaz6on.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazan.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.amazen.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazeon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazgon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazin.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazom.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon4.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon5.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon6.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon7.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazon8.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazona.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazond.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazonz.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazoo.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazor.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazqon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.amazson.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazun.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amazuon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amsazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amwazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.amyzon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.anazom.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.anazor.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.apazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.apmazon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.arazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.cmazon.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.emazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.imazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.omazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amaon-7hb.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aws.xn--amazn-9ta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amazn-v9a.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amazo-km1b.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amazo-sta.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amz0n-sqa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amzn-6na3i.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amzon-gwa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--amzon-hra.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--mazon-2qa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--mazon-qqa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.xn--mazon-wqa.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aws.zamazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awsamazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
awtna.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
axdobe.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
axdp.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
axecasino.com,FP-0009,IPIDEA Residential Proxy Network Infrastructure,80,,proxy_detected=yes
axecasino.com,FP-0010,Doppelganger / KadNap Residential Proxy Infrastructure,75,,proxy_detected=yes
axobe.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
axodus.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
axp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
axple.com,FP-0007,Typosquat Evasion Infrastructure,95,TP-0012,dnstwist_match=True
axure.com,FP-0007,Typosquat Evasion Infrastructure,85,TP-0012,dnstwist_match=True
axzure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aydp.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aymazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aypal.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aypple.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
ayrbnb.com,FP-0007,Typosquat Evasion Infrastructure,65,TP-0012,dnstwist_match=True
ayw.relieval.com,FP-0011,IP-KVM / Remote-Management Exposure,60,,rmm_detected=yes
ayyr.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,100,TP-0001,primary_mx~pickelhost.com
ayzure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
az7re.com,FP-0007,Typosquat Evasion Infrastructure,85,TP-0012,dnstwist_match=True
azare.com,FP-0007,Typosquat Evasion Infrastructure,65,TP-0012,dnstwist_match=True
azaure.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azdobe.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azdp.com,FP-0007,Typosquat Evasion Infrastructure,65,TP-0012,dnstwist_match=True
azengo.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azere.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azhene.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azhre.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azhure.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azirbnb.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azire.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azirx.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aziu.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,75,TP-0001,primary_mx~mailerhost.net
aziure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
aziure.com,FP-0008,pickelhost/eye-mail ULA SPF Phishing Platform,95,TP-0001,primary_mx~h-email.net
azjre.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azjure.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azllstate.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azmazon.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azoom.us,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azore.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azpple.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azre.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azrue.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azsure.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aztna.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
aztre.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azture.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azu.re.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azube.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azude.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azue.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azuer.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azufre.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azuire.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azupe.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azur-e.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azur.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azur3.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azur4.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azura.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurd.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurde.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure0.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure1.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure2.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure3.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure4.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azure5.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure7.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azure8.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azure9.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurea.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azureb.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurec.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurecom.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azured.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azuree.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azuref.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azureg.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azureh.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurei.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurej.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurek.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurel.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurem.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azuren.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azureo.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurep.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azureq.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurer.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azures.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azuret.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azureu.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurev.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurew.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurex.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurey.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurez.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azurg.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azuri.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
azuro.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurr.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurre.com,FP-0007,Typosquat Evasion Infrastructure,80,TP-0012,dnstwist_match=True
azurs.com,FP-0007,Typosquat Evasion Infrastructure,60,TP-0012,dnstwist_match=True
