ip,source,asn,kvm_detected,kvm_products,rmm_detected,rmm_products,exposure_evidence,checked_date
103.153.64.28,dea_domains_probed.csv,AS135918,False,,False,,,2026-08-23
103.154.102.57,dea_domains_probed.csv,AS140801,False,,False,,,2026-08-23
103.154.137.35,dea_domains_probed.csv,AS131111,False,,False,,,2026-08-23
103.159.36.211,dea_domains_probed.csv,AS138358,False,,False,,,2026-08-23
103.159.50.155,dea_domains_probed.csv,AS131353,False,,False,,,2026-08-23
103.159.50.189,dea_domains_probed.csv,AS131353,False,,False,,,2026-08-23
103.159.65.64,dea_domains_probed.csv,AS395092,False,,False,,,2026-08-23
103.16.198.10,dea_domains_probed.csv,AS131775,False,,False,,,2026-08-23
103.160.106.212,dea_domains_probed.csv,AS133296,False,,False,,,2026-08-23
103.160.107.175,dea_domains_probed.csv,AS133296,False,,False,,,2026-08-23
103.160.212.161,dea_domains_probed.csv,AS140389,False,,False,,,2026-08-23
103.161.46.179,dea_domains_probed.csv,AS134494,False,,False,,,2026-08-23
103.162.151.53,dea_domains_probed.csv,AS141656,False,,False,,,2026-08-23
103.162.21.37,dea_domains_probed.csv,AS135951,False,,False,,,2026-08-23
103.163.138.39,dea_domains_probed.csv,AS55688,False,,False,,,2026-08-23
103.163.25.8,dea_domains_probed.csv,AS135983,False,,False,,,2026-08-23
103.166.183.10,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.166.184.127,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.167.113.158,dea_domains_probed.csv,AS139457,False,,False,,,2026-08-23
103.168.172.37,dea_domains_probed.csv,AS151847,False,,False,,,2026-08-23
103.168.172.52,dea_domains_probed.csv,AS151847,False,,False,,,2026-08-23
103.168.172.65,dea_domains_probed.csv,AS151847,False,,False,,,2026-08-23
103.169.142.0,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-23
103.17.116.156,dea_domains_probed.csv,AS135357,False,,False,,,2026-08-28
103.172.191.1,dea_domains_probed.csv,AS147008,False,,False,,,2026-08-23
103.172.34.213,dea_domains_probed.csv,AS58821,False,,False,,,2026-08-23
103.173.227.63,dea_domains_probed.csv,AS140826,False,,False,,,2026-08-25
103.174.51.100,dea_domains_probed.csv,AS147181,False,,False,,,2026-08-23
103.175.248.238,dea_domains_probed.csv,AS140834,False,,False,,,2026-08-23
103.178.234.11,dea_domains_probed.csv,AS140810,False,,False,,,2026-08-23
103.179.188.133,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.179.188.246,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.179.44.166,dea_domains_probed.csv,AS149020,False,,False,,,2026-08-23
103.179.44.85,dea_domains_probed.csv,AS149020,False,,False,,,2026-08-23
103.18.6.109,dea_domains_probed.csv,AS131392,False,,False,,,2026-08-23
103.18.6.222,dea_domains_probed.csv,AS131392,False,,False,,,2026-08-23
103.18.6.56,dea_domains_probed.csv,AS131392,False,,False,,,2026-08-23
103.18.6.92,dea_domains_probed.csv,AS131392,False,,False,,,2026-08-23
103.180.124.165,dea_domains_probed.csv,AS141968,False,,False,,,2026-08-23
103.180.165.57,dea_domains_probed.csv,AS138131,False,,False,,,2026-08-23
103.180.237.87,dea_domains_probed.csv,AS151734,False,,False,,,2026-08-23
103.181.194.5,dea_domains_probed.csv,AS20473,False,,False,,,2026-08-23
103.183.198.28,dea_domains_probed.csv,,False,,False,,,2026-08-25
103.183.2.234,dea_domains_probed.csv,AS9294,False,,False,,,2026-08-23
103.186.30.154,dea_domains_probed.csv,AS141892,False,,False,,,2026-08-23
103.187.146.178,dea_domains_probed.csv,AS138608,False,,False,,,2026-08-23
103.187.238.44,dea_domains_probed.csv,AS149580,False,,False,,,2026-08-23
103.189.164.164,dea_domains_probed.csv,AS141120,False,,False,,,2026-08-23
103.191.92.46,dea_domains_probed.csv,AS136052,False,,False,,,2026-08-23
103.192.208.199,dea_domains_probed.csv,AS55991,False,,False,,,2026-08-23
103.192.80.3,vpn_relay_ips.csv,AS136557,False,,False,,,2026-08-23
103.193.148.167,dea_domains_probed.csv,AS55933,False,,False,,,2026-08-25
103.193.179.121,dea_domains_probed.csv,AS136052,False,,False,,,2026-08-23
103.194.105.19,dea_domains_probed.csv,AS138995,False,,False,,,2026-08-25
103.194.105.22,dea_domains_probed.csv,AS138995,False,,False,,,2026-08-25
103.194.187.146,dea_domains_probed.csv,AS45753,False,,False,,,2026-08-23
103.195.101.37,dea_domains_probed.csv,AS23470,False,,False,,,2026-08-23
103.20.193.245,dea_domains_probed.csv,AS135357,False,,False,,,2026-08-23
103.20.97.228,dea_domains_probed.csv,AS150880,False,,False,,,2026-08-23
103.200.20.62,dea_domains_probed.csv,AS135905,False,,True,VNC,5901:VNC(port),2026-08-23
103.200.23.120,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.200.23.236,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.200.23.80,dea_domains_probed.csv,AS135905,False,,False,,,2026-08-23
103.201.131.207,dea_domains_probed.csv,AS3258,False,,False,,,2026-08-25
103.204.13.194,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-30
103.204.13.195,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-23
103.204.13.196,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-25
103.204.13.209,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-29
103.204.13.212,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-26
103.204.13.236,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-27
103.204.13.98,dea_domains_probed.csv,AS209242,False,,False,,,2026-08-26
103.205.240.25,dea_domains_probed.csv,AS206888,False,,False,,,2026-08-23
103.207.166.56,dea_domains_probed.csv,,False,,False,,,2026-08-23
103.21.141.130,dea_domains_probed.csv,AS4811,False,,False,,,2026-08-23
103.21.220.22,dea_domains_probed.csv,AS133752,False,,False,,,2026-08-23
103.21.220.38,dea_domains_probed.csv,AS133752,False,,False,,,2026-08-23
103.21.220.7,dea_domains_probed.csv,AS133752,False,,False,,,2026-08-23
103.21.220.83,dea_domains_probed.csv,AS133752,False,,False,,,2026-08-23
103.21.221.15,dea_domains_probed.csv,AS59253,False,,False,,,2026-08-23
103.210.21.217,dea_domains_probed.csv,AS135377,False,,False,,,2026-08-23
103.211.100.216,dea_domains_probed.csv,AS214785,False,,False,,,2026-08-23
103.211.100.217,dea_domains_probed.csv,AS214785,False,,False,,,2026-08-23
103.212.224.227,vpn_relay_ips.csv,AS137409,False,,False,,,2026-08-23
103.213.119.1,dea_domains_probed.csv,AS38750,False,,False,,,2026-08-23
103.214.20.130,vpn_relay_ips.csv,AS136557,False,,False,,,2026-08-23
103.214.20.162,vpn_relay_ips.csv,AS136557,False,,False,,,2026-08-23
103.214.20.50,vpn_relay_ips.csv,AS136557,False,,False,,,2026-08-23
103.214.22.56,dea_domains_probed.csv,AS63473,False,,False,,,2026-08-23
103.214.45.103,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.119,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.12,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.137,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.154,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.170,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.187,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.19,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.2,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.204,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.22,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.220,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.237,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.3,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.32,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.36,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.53,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
103.214.45.69,vpn_relay_ips.csv,AS62240,False,,False,,,2026-08-23
