domain,dns_a,dns_aaaa,dns_mx,dns_ns,fuzzer,source_target
google.com,['142.250.190.46'],['2607:f8b0:4009:801::200e'],['smtp.google.com'],['ns1.google.com'],*original,google.com
googlec.com,['1.214.210.188'],,,['ns1.doregi.com'],addition,google.com
googlen.com,['103.224.182.239'],,['park-mx.above.com'],['ns1.above.com'],addition,google.com
googlet.com,['103.224.182.239'],,['park-mx.above.com'],['ns1.above.com'],addition,google.com
googleb.com,['104.160.190.62'],['!ServFail'],['!ServFail'],['exp1.ename.net'],addition,google.com
googleq.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,google.com
googlez.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,google.com
googlee.com,['142.250.191.196'],['2607:f8b0:4009:80c::2004'],[''],['ns1.google.com'],addition,google.com
googleg.com,['159.89.244.183'],['!ServFail'],['!ServFail'],['ns1.perfectdomain.com'],addition,google.com
google4.com,['199.59.243.228'],,,['ns1.bodis.com'],addition,google.com
googlem.com,['207.246.78.75'],,,['ns1.dnsowl.com'],addition,google.com
googlew.com,['207.246.78.75'],,,['ns1.dnsowl.com'],addition,google.com
google6.com,['212.7.194.67'],,,['ns1.hastydns.com'],addition,google.com
google0.com,['216.198.79.65'],,,['ns1.vercel-dns.com'],addition,google.com
googleh.com,['5.22.145.121'],['2a00:18e0:5:2:7577:4e4d:413b:f507'],,['ns1.ispapi.net'],addition,google.com
googlei.com,['64.120.31.120'],,,['ns1.brainydns.com'],addition,google.com
googley.com,['85.233.160.215'],,['fwd0.hosts.co.uk'],['ns0.phase8.net'],addition,google.com
google5.com,['93.191.168.52'],,,['ns1.markmonitor.com'],addition,google.com
google1.com,,,,['ns1.googledomains.com'],addition,google.com
google2.com,,,,['ns1.googledomains.com'],addition,google.com
google3.com,,,,['ns1.googledomains.com'],addition,google.com
google7.com,,,,['ns1.googledomains.com'],addition,google.com
google8.com,,,,['ns1.googledomains.com'],addition,google.com
google9.com,,,,['ns1.googledomains.com'],addition,google.com
googlea.com,,,,['ns1.googledomains.com'],addition,google.com
googlef.com,,,,['ns1.googledomains.com'],addition,google.com
googlej.com,,,,['ns1.googledomains.com'],addition,google.com
googlek.com,,,,['a.share-dns.com'],addition,google.com
googlel.com,,,,['ns1.googledomains.com'],addition,google.com
googleo.com,,,,['ns1.googledomains.com'],addition,google.com
googlep.com,,,,['ns1.googledomains.com'],addition,google.com
googler.com,,,,['ns1.googledomains.com'],addition,google.com
googles.com,,,,['ns1.googledomains.com'],addition,google.com
googleu.com,,,,['ns1.googledomains.com'],addition,google.com
googlev.com,,,,['ns1.googledomains.com'],addition,google.com
googlex.com,,,,['ns1.googledomains.com'],addition,google.com
goowle.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],bitsquatting,google.com
googlm.com,['123.1.194.2'],,,['f1g1ns1.dnspod.net'],bitsquatting,google.com
woogle.com,['13.248.169.48'],,[''],['ns1.afternic.com'],bitsquatting,google.com
goofle.com,['172.241.213.99'],,,['ns1.brainydns.com'],bitsquatting,google.com
foogle.com,['173.236.255.36'],,['ALT1.ASPMX.L.GOOGLE.com'],['ns1.dreamhost.com'],bitsquatting,google.com
googhe.com,['199.59.243.228'],,,['ns1.bodis.com'],bitsquatting,google.com
googme.com,['199.59.243.228'],,,['ns1.bodis.com'],bitsquatting,google.com
gooole.com,['54.38.220.184'],,,['ns5.emailverification.info'],bitsquatting,google.com
coogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
eoogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
ggogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gkogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gmogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gnogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
goggle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gokgle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gomgle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gongle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
goocle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
gooele.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
googde.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
googla.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
googld.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
googlg.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
googlu.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
googne.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
ooogle.com,,,,['ns1.googledomains.com'],bitsquatting,google.com
xn--ggle-lqaf.com,['!ServFail'],['!ServFail'],['!ServFail'],['dropthishost-43d36d89-6ed6-44b7-8ace-d1b83a535bc9.biz'],homoglyph,google.com
xn--ggle-lqag.com,['!ServFail'],['!ServFail'],['!ServFail'],['dropthishost-43d36d89-6ed6-44b7-8ace-d1b83a535bc9.biz'],homoglyph,google.com
xn--ggle-5qaa.com,['10.13.37.69'],,['route1.mx.cloudflare.net'],['chris.ns.cloudflare.com'],homoglyph,google.com
xn--oogle-60a.com,['104.21.12.133'],['2606:4700:3031::ac43:c2b1'],,['olof.ns.cloudflare.com'],homoglyph,google.com
xn--gogl-jpa0d.com,['104.21.18.129'],['2606:4700:130:436c:6f75:6466:6c61:7265'],,['guy.ns.cloudflare.com'],homoglyph,google.com
xn--gogl-ou5a2e.com,['104.21.27.12'],['2606:4700:3030::ac43:8c4d'],,['kim.ns.cloudflare.com'],homoglyph,google.com
xn--ooge-i1a21h.com,['104.21.4.143'],['2606:4700:3030::ac43:9a21'],,['elsa.ns.cloudflare.com'],homoglyph,google.com
g0oqle.com,['104.21.41.239'],['2606:4700:130:436c:6f75:6466:6c61:7265'],,['mariah.ns.cloudflare.com'],homoglyph,google.com
gooqlc.com,['104.21.43.7'],['2606:4700:3035::6815:2b07'],,['reza.ns.cloudflare.com'],homoglyph,google.com
xn--oole-9pbc.com,['104.21.58.49'],['2606:4700:3032::ac43:c87a'],,['mira.ns.cloudflare.com'],homoglyph,google.com
xn--ggl-ljz8da.com,['104.21.67.250'],['2606:4700:3030::6815:43fa'],,['kim.ns.cloudflare.com'],homoglyph,google.com
xn--googl-mza.com,['104.21.89.213'],['2606:4700:3034::6815:59d5'],,['katja.ns.cloudflare.com'],homoglyph,google.com
xn--oogle-v1a.com,['107.180.118.47'],,,['ns13.domaincontrol.com'],homoglyph,google.com
xn--oogle-72b.com,['107.180.119.105'],,,['ns43.domaincontrol.com'],homoglyph,google.com
xn--oole-z7bc.com,['107.180.21.235'],,,['ns03.domaincontrol.com'],homoglyph,google.com
xn--ggle-qqaf.com,['109.66.14.53'],,,['ns05.domaincontrol.com'],homoglyph,google.com
g00g1e.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['domain-for-sale.hugedomainsdns.com'],homoglyph,google.com
xn--googe-y6a.com,['13.248.144.105'],,,['dns1.registrar-servers.com'],homoglyph,google.com
xn--gooqe-n7a.com,['13.248.144.105'],,,['dns1.registrar-servers.com'],homoglyph,google.com
googic.com,['13.248.169.48'],,[''],['ns1.afternic.com'],homoglyph,google.com
gooqie.com,['13.248.169.48'],,[''],['ns2.afternic.com'],homoglyph,google.com
xn--gge-snaa17b.com,['13.248.169.48'],,[''],['ns3.afternic.com'],homoglyph,google.com
xn--ggle-0qaf.com,['13.248.169.48'],,,['ns1.dan.com'],homoglyph,google.com
xn--ggle-vqag.com,['13.248.169.48'],,,['ns1.dan.com'],homoglyph,google.com
xn--gogle-vua.com,['13.248.169.48'],,[''],['ns3.afternic.com'],homoglyph,google.com
xn--oole-47bc.com,['13.248.169.48'],,,['ns1.dan.com'],homoglyph,google.com
g00glc.com,['13.248.213.45'],,,['ns27.domaincontrol.com'],homoglyph,google.com
xn--gogl-epa0d.com,['13.248.213.45'],,,['ns03.domaincontrol.com'],homoglyph,google.com
xn--ggle-graa.com,['13.248.243.5'],,,['ns17.domaincontrol.com'],homoglyph,google.com
xn--ggle-vqaa.com,['13.248.243.5'],,,['ns65.domaincontrol.com'],homoglyph,google.com
xn--gogle-f91b.com,['13.248.243.5'],,['xngoglef91b-com0m1c.mail.protection.outlook.com'],['ns01.domaincontrol.com'],homoglyph,google.com
xn--gogle-g91b.com,['13.248.243.5'],,,['ns41.domaincontrol.com'],homoglyph,google.com
xn--ooge-9wa5r.com,['13.248.243.5'],,,['ns11.domaincontrol.com'],homoglyph,google.com
xn--oogl-yva9c.com,['13.248.243.5'],,,['ns07.domaincontrol.com'],homoglyph,google.com
xn--ggl-gnaa4u.com,['13.49.89.91'],,,['ns-1035.awsdns-01.org'],homoglyph,google.com
xn--gogle-g9a.com,['137.184.222.115'],,,['ns1.digitalocean.com'],homoglyph,google.com
xn--gogl-epa1d.com,['146.190.30.220'],,,['ns1gjz.name.com'],homoglyph,google.com
g0og1e.com,['15.197.148.33'],,['mailstore1.secureserver.net'],['ns55.domaincontrol.com'],homoglyph,google.com
qoogie.com,['15.197.148.33'],,['mx1-usg2.ppe-hosted.com'],['ns61.domaincontrol.com'],homoglyph,google.com
xn--gge-0naa95b.com,['15.197.148.33'],,,['ns43.domaincontrol.com'],homoglyph,google.com
xn--ggl-dma6ea.com,['15.197.148.33'],,,['ns33.domaincontrol.com'],homoglyph,google.com
xn--ggle-l3aa.com,['15.197.148.33'],,,['ns07.domaincontrol.com'],homoglyph,google.com
xn--gogle-h9a.com,['15.197.148.33'],,,['ns31.domaincontrol.com'],homoglyph,google.com
xn--gogle-jua.com,['15.197.148.33'],,,['ns23.domaincontrol.com'],homoglyph,google.com
xn--gogle-t9a.com,['15.197.148.33'],,,['ns09.domaincontrol.com'],homoglyph,google.com
xn--gooe-dxa8o.com,['15.197.148.33'],,,['alexis.ns.cloudflare.com'],homoglyph,google.com
xn--googl-8ra.com,['15.197.148.33'],,,['ns29.domaincontrol.com'],homoglyph,google.com
xn--ooge-9wa1p.com,['15.197.148.33'],,,['alexis.ns.cloudflare.com'],homoglyph,google.com
xn--gogle-wua.com,['15.197.204.56'],,[''],['ns01.cashparking.com'],homoglyph,google.com
xn--googl-9cc.com,['15.197.246.237'],,,['dns1.registrar-servers.com'],homoglyph,google.com
go0qle.com,['154.86.224.238'],,,['ns1.taoa.com'],homoglyph,google.com
xn--gogle-dua.com,['162.255.119.53'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
xn--gooie-y1a.com,['165.232.80.91'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
g0ogle.com,['172.233.219.123'],,['mx156.hostedmxserver.com'],['ns1.parklogic.com'],homoglyph,google.com
xn--googl-b0a.com,['172.64.80.1'],['2606:4700:130:436c:6f75:6466:6c61:7265'],,['alexandra.ns.cloudflare.com'],homoglyph,google.com
xn--googl-fsa.com,['173.234.157.130'],,,['ns1.brainydns.com'],homoglyph,google.com
xn--gogl-jpa1d.com,['18.208.88.157'],,,['dns1.p02.nsone.net'],homoglyph,google.com
xn--googl-n0a.com,['185.181.104.242'],,,['ns.inwx.es'],homoglyph,google.com
xn--goole-b3b.com,['185.53.179.128'],,,['ns1.dyna-ns.net'],homoglyph,google.com
qoog1e.com,['185.92.223.114'],,,['dns103.ovh.net'],homoglyph,google.com
xn--gogle-1ta.com,['192.241.130.219'],,,['ns1.digitalocean.com'],homoglyph,google.com
xn--gooe-21a19g.com,['192.241.130.219'],,,['ns1.digitalocean.com'],homoglyph,google.com
xn--gool-yva84j.com,['192.241.130.219'],,,['ns1.digitalocean.com'],homoglyph,google.com
xn--ooge-21a88g.com,['192.241.130.219'],,,['ns1.digitalocean.com'],homoglyph,google.com
xn--ooqle-v1a.com,['192.64.119.111'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
gooq1e.com,['192.64.119.217'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
xn--goqle-6dc.com,['192.64.119.21'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
go0g1e.com,['192.64.119.3'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
xn--googe-1nc.com,['192.64.119.62'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,google.com
xn--gooe-dxa2r.com,['198.185.159.144'],,,['ns-cloud-c1.googledomains.com'],homoglyph,google.com
xn--gogle-n29a.com,['198.185.159.145'],,,['ns-cloud-b1.googledomains.com'],homoglyph,google.com
g00qle.com,['199.59.243.228'],,,['ns1.dyna-ns.net'],homoglyph,google.com
xn--ggl-8la6ca.com,['199.59.243.228'],,,['ns1.dyna-ns.net'],homoglyph,google.com
xn--ggle-q33aa.com,['199.59.243.228'],,,['ns1.dyna-ns.net'],homoglyph,google.com
xn--googe-p3a.com,['199.59.243.228'],,,['ns1.dyna-ns.net'],homoglyph,google.com
googie.com,['209.17.116.160'],,['mx001.netsol.xion.oxcs.net'],['ns23.worldnic.com'],homoglyph,google.com
xn--googl-z0a.com,['213.186.33.5'],,['mx1.mail.ovh.net'],['dns112.ovh.net'],homoglyph,google.com
xn--gool-dxa1756b.com,['216.198.79.1'],,,['ns-cloud-e1.googledomains.com'],homoglyph,google.com
xn--gogle-381b.com,['217.70.184.38'],,['fb.mail.gandi.net'],['ns-231-b.gandi.net'],homoglyph,google.com
xn--googe-m6a.com,['3.135.221.82'],,,['ns1dhq.name.com'],homoglyph,google.com
xn--goog-8va3s.com,['3.168.40.12'],,,['ns-1174.awsdns-18.org'],homoglyph,google.com
xn--googl-lsa.com,['38.92.48.160'],,['xn--googl-lsa.com'],['ns1.themagicserver.net'],homoglyph,google.com
xn--googe-q4a.com,['40.79.195.0'],,,['ns-cloud-b1.googledomains.com'],homoglyph,google.com
xn--googe-n7a.com,['46.4.60.204'],,,['ns1.iwantmyname.net'],homoglyph,google.com
xn--googi-mza.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],homoglyph,google.com
xn--ggle-lqaa.com,['74.208.236.192'],['2607:f1c0:100f:f000::200'],['mx00.ionos.com'],['ns1020.ui-dns.biz'],homoglyph,google.com
g0oglc.com,['8.25.82.224'],,,['ns7.alidns.com'],homoglyph,google.com
xn--gole-cxa6x.com,['84.32.84.32'],,,['ns1.dns-parking.com'],homoglyph,google.com
xn--gool-8oa45a.com,['84.32.84.32'],,,['ns1.dns-parking.com'],homoglyph,google.com
xn--gogl-epa1g.com,['91.195.240.94'],,['mail.pickelhost.com'],['ns1gjz.name.com'],homoglyph,google.com
g0ogie.com,['95.143.172.195'],['2001:1a50:11:0:f09c:28ff:fed1:60d3'],['lepus.uberspace.de'],['dns1.registrar-servers.com'],homoglyph,google.com
xn--gogle-281b.com,['99.83.176.46'],,,['ns1.markmonitor.com'],homoglyph,google.com
g00gie.com,,,,['ns1.googledomains.com'],homoglyph,google.com
g00gle.com,,,,['ns1.googledomains.com'],homoglyph,google.com
go0gle.com,,,,['ns1.googledomains.com'],homoglyph,google.com
goog1e.com,,,,['ns1.googledomains.com'],homoglyph,google.com
googlc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
gooqle.com,,,,['ns1.googledomains.com'],homoglyph,google.com
qoogle.com,,,,['ns1.google.com'],homoglyph,google.com
qooqle.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--ggl-8la1da.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--ggl-lma6ca.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--ggle-0qaa.com,,,,['ns-cloud-e1.googledomains.com'],homoglyph,google.com
xn--ggle-gx5aa.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--ggle-qqaa.com,,,['mx.post-protect.org'],['algin.ns.cloudflare.com'],homoglyph,google.com
xn--ggle-vqa84c.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-0ta.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-6dc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-7dc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-7ta.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-kua.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-uob.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-uta.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-vob.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gogle-vta.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--gooe-i1a51h.com,,,,['alexis.ns.cloudflare.com'],homoglyph,google.com
xn--gooe-x0a93h.com,,,,['alexis.ns.cloudflare.com'],homoglyph,google.com
xn--goog-yva1x.com,,,,['reza.ns.cloudflare.com'],homoglyph,google.com
xn--googe-2sa.com,,,,['ns-cloud-a1.googledomains.com'],homoglyph,google.com
xn--googe-7nc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--googe-95a.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--googe-wsa.com,,,,['ns-1207.awsdns-22.org'],homoglyph,google.com
xn--googl-r51b.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--googl-rsa.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--goole-b2a.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--goole-k0b.com,,,['mx1.privateemail.com'],['dns1.registrar-servers.com'],homoglyph,google.com
xn--goole-tmc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--goole-zmc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--ogle-lgb07i.com,,,['mx1.hostinger.com'],['lindsey.ns.cloudflare.com'],homoglyph,google.com
xn--ooge-x0a63h.com,,,,['alexis.ns.cloudflare.com'],homoglyph,google.com
xn--oogl-yva54j.com,,,,['elsa.ns.cloudflare.com'],homoglyph,google.com
xn--oogle-71a.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--oogle-h0b.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--oogle-j1a.com,,,,['ns1.markmonitor.com'],homoglyph,google.com
xn--oogle-qmc.com,,,,['ns1.markmonitor.com'],homoglyph,google.com
xn--oogle-wmc.com,,,,['ns1.googledomains.com'],homoglyph,google.com
xn--oole-cxa78i.com,,,,['elsa.ns.cloudflare.com'],homoglyph,google.com
g-oogle.com,['154.216.106.11'],,,['ns1.judns.com'],hyphenation,google.com
go-ogle.com,['66.96.149.22'],,['mx.go-ogle.com'],['ns1.mydomain.com'],hyphenation,google.com
goog-le.com,['74.208.236.69'],['2607:f1c0:100f:f000::22a'],['mx00.ionos.com'],['ns1065.ui-dns.biz'],hyphenation,google.com
goo-gle.com,,,,['ns1.google.com'],hyphenation,google.com
googl-e.com,,,,['ns-1438.awsdns-51.org'],hyphenation,google.com
googlpe.com,['103.224.182.243'],,['park-mx.above.com'],['ns1.above.com'],insertion,google.com
googvle.com,['103.224.182.243'],,['park-mx.above.com'],['ns1.above.com'],insertion,google.com
go9ogle.com,['103.224.182.250'],,,['2807.ns1.abovedomains.com'],insertion,google.com
goobgle.com,['103.224.182.250'],,,['ns1.abovedomains.com'],insertion,google.com
googple.com,['103.224.212.200'],,['park-mx.above.com'],['3932.ns1.abovedomains.com'],insertion,google.com
gvoogle.com,['103.224.212.200'],,['park-mx.above.com'],['ns1.mfk1.com'],insertion,google.com
gokogle.com,['103.224.212.205'],,['park-mx.above.com'],['3932.ns1.abovedomains.com'],insertion,google.com
gpoogle.com,['104.143.9.110'],,,['ns1.fabulous.com'],insertion,google.com
goovgle.com,['104.21.9.57'],['2606:4700:3033::6815:939'],,['augustus.ns.cloudflare.com'],insertion,google.com
gioogle.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],insertion,google.com
googlke.com,['107.161.23.204'],,,['ns1.dnsowl.com'],insertion,google.com
hgoogle.com,['107.161.23.204'],,,['ns1.dnsowl.com'],insertion,google.com
gkoogle.com,['13.248.213.45'],,,['ns25.domaincontrol.com'],insertion,google.com
googmle.com,['172.233.219.123'],,['mx156.hostedmxserver.com'],['ns1.parklogic.com'],insertion,google.com
ygoogle.com,['172.64.80.1'],['2606:4700:130:436c:6f75:6466:6c61:7265'],,['augustus.ns.cloudflare.com'],insertion,google.com
go0ogle.com,['172.98.192.45'],,,['ns1.smtmdns.com'],insertion,google.com
goofgle.com,['199.59.243.228'],,,['ns1.bodis.com'],insertion,google.com
gookgle.com,['199.59.243.228'],,,['ns1.bodis.com'],insertion,google.com
gyoogle.com,['199.59.243.228'],,,['ns1.bodis.com'],insertion,google.com
bgoogle.com,['207.246.78.75'],,,['ns1.dnsowl.com'],insertion,google.com
gopogle.com,['207.246.78.75'],,,['ns1.dnsowl.com'],insertion,google.com
tgoogle.com,['207.246.78.75'],,,['ns1.dnsowl.com'],insertion,google.com
fgoogle.com,['34.196.13.28'],,['mail.happyisp.com'],['ns1.pql.net'],insertion,google.com
g9oogle.com,['44.230.85.241'],,,['curitiba.ns.porkbun.com'],insertion,google.com
vgoogle.com,['47.254.33.193'],,,['ns1.ename.net'],insertion,google.com
googlme.com,['52.44.244.98'],['2600:1f18:4ae:c607:d1d9:565f:b122:bfdb'],['mail1.namebrightmail.com'],['expired1.namebrightdns.com'],insertion,google.com
gboogle.com,['63.143.32.85'],,,['ns1.domainmx.com'],insertion,google.com
googble.com,['66.175.209.179'],['2600:3c03::f03c:95ff:fe91:5d52'],,['basi.ns.giantpanda.com'],insertion,google.com
googfle.com,['66.175.209.179'],['2600:3c03::f03c:95ff:fe91:5d52'],['mail.mailerhost.net'],['baobao.ns.giantpanda.com'],insertion,google.com
goohgle.com,['66.175.209.179'],['2600:3c03::f03c:95ff:fe91:5d52'],['mail.mailerhost.net'],['baobao.ns.giantpanda.com'],insertion,google.com
goopgle.com,['69.162.80.51'],,,['ns1.hastydns.com'],insertion,google.com
zgoogle.com,['91.195.240.94'],,,['ns1mtw.name.com'],insertion,google.com
g0oogle.com,,,,['ns1.googledomains.com'],insertion,google.com
gfoogle.com,,,,['ns1.googledomains.com'],insertion,google.com
ghoogle.com,,,,['ns1.googledomains.com'],insertion,google.com
gloogle.com,,,,['ns1.googledomains.com'],insertion,google.com
goiogle.com,,,,['ns1.googledomains.com'],insertion,google.com
gologle.com,,,,['ns1.googledomains.com'],insertion,google.com
goo0gle.com,,,,['ns1.googledomains.com'],insertion,google.com
goo9gle.com,,,,['ns1.googledomains.com'],insertion,google.com
googhle.com,,,,['ns1.googledomains.com'],insertion,google.com
googkle.com,,,,['ns1.googledomains.com'],insertion,google.com
googole.com,,,,['ns1.googledomains.com'],insertion,google.com
googtle.com,,,,['ns1.googledomains.com'],insertion,google.com
googyle.com,,,,['ns1.rentondc.com'],insertion,google.com
googzle.com,,,,['ns1.googledomains.com'],insertion,google.com
gooigle.com,,,,['ns1.googledomains.com'],insertion,google.com
goolgle.com,,,,['ns1.google.com'],insertion,google.com
gootgle.com,,,,['ns1.googledomains.com'],insertion,google.com
gooygle.com,,,,['ns1.googledomains.com'],insertion,google.com
gtoogle.com,,,,['ns1.googledomains.com'],insertion,google.com
oogle.com,['104.21.19.57'],['2606:4700:3032::ac43:b945'],['mx.zoho.com'],['amir.ns.cloudflare.com'],omission,google.com
googl.com,['142.250.190.132'],['2607:f8b0:4009:80a::2004'],[''],['ns1.google.com'],omission,google.com
gogle.com,['142.251.34.228'],['2607:f8b0:4009:81a::2004'],[''],['ns1.google.com'],omission,google.com
googe.com,['162.243.10.151'],,,['ns1.hsicell.com'],omission,google.com
goole.com,['217.160.0.201'],,['mx00.ionos.co.uk'],['ns1083.ui-dns.biz'],omission,google.com
googsle.com,,,,['ns1.googledomains.com'],plural,google.com
goosgle.com,,,,['ns1.googledomains.com'],plural,google.com
googlle.com,['104.21.83.75'],['2606:4700:3030::6815:534b'],,['pete.ns.cloudflare.com'],repetition,google.com
ggoogle.com,['142.250.191.100'],['2607:f8b0:4009:81a::2004'],[''],['ns1.google.com'],repetition,google.com
gooogle.com,['142.250.191.100'],['2607:f8b0:4009:809::2004'],[''],['ns1.google.com'],repetition,google.com
googgle.com,,,,['ns1.googledomains.com'],repetition,google.com
googl4.com,['103.224.182.245'],,['park-mx.above.com'],['222.ns1.abovedomains.com'],replacement,google.com
g9ogle.com,['103.224.212.206'],,['park-mx.above.com'],['3932.ns1.abovedomains.com'],replacement,google.com
yoogle.com,['127.0.0.1'],,['localhost'],['ns1.sedoparking.com'],replacement,google.com
boogle.com,['13.248.169.48'],,[''],['ns3.afternic.com'],replacement,google.com
voogle.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,google.com
toogle.com,['15.197.148.33'],,,['ns33.domaincontrol.com'],replacement,google.com
hoogle.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns41.domaincontrol.com'],replacement,google.com
googlr.com,['172.217.1.100'],['2607:f8b0:4009:801::2004'],[''],['ns1.google.com'],replacement,google.com
zoogle.com,['192.254.233.61'],,['mail.zoogle.com'],['ns6461.hostgator.com'],replacement,google.com
glogle.com,['199.59.243.228'],,,['ns1.bodis.com'],replacement,google.com
googoe.com,['199.59.243.228'],,,['ns1.bodis.com'],replacement,google.com
gootle.com,['199.59.243.228'],,,['ns1.bodis.com'],replacement,google.com
gooyle.com,['199.59.243.228'],,,['ns1.bodis.com'],replacement,google.com
googlz.com,['202.31.187.154'],,,['ns3.cypack.com'],replacement,google.com
goovle.com,['37.48.72.213'],,,['ns1.brainydns.com'],replacement,google.com
gpogle.com,['37.48.77.83'],,,['ns1.brainydns.com'],replacement,google.com
goohle.com,['47.254.33.193'],,,['ns1.ename.net'],replacement,google.com
goozle.com,['50.62.97.1'],,['mailstore1.secureserver.net'],['ns29.domaincontrol.com'],replacement,google.com
go9gle.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],replacement,google.com
gooble.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],replacement,google.com
giogle.com,,,,['ns1.googledomains.com'],replacement,google.com
goigle.com,,,,['ns1.googledomains.com'],replacement,google.com
golgle.com,,,,['ns1.googledomains.com'],replacement,google.com
googke.com,,,,['ns1.googledomains.com'],replacement,google.com
googl3.com,,,['mailstore1.secureserver.net'],['ns24.domaincontrol.com'],replacement,google.com
googls.com,,,,['ns1.googledomains.com'],replacement,google.com
googlw.com,,,['mx.googlw.com.cust.a.hostedemail.com'],['dns1.name-services.com'],replacement,google.com
googpe.com,,,,['ns1.googledomains.com'],replacement,google.com
gopgle.com,,,,['ns1.googledomains.com'],replacement,google.com
g.oogle.com,['104.21.19.57'],['2606:4700:3032::ac43:b945'],,,subdomain,google.com
goo.gle.com,['13.248.169.48'],,[''],['ns1.afternic.com'],subdomain,google.com
goolge.com,['142.250.190.68'],['2607:f8b0:4009:809::2004'],[''],['ns1.google.com'],transposition,google.com
gogole.com,['142.251.41.132'],['2607:f8b0:4009:800::2004'],[''],['ns1.google.com'],transposition,google.com
googel.com,['172.217.1.100'],['2607:f8b0:4009:809::2004'],[''],['ns1.google.com'],transposition,google.com
ogogle.com,['172.217.4.68'],['2607:f8b0:4009:819::2004'],[''],['ns1.google.com'],transposition,google.com
googlecom.com,['142.250.191.132'],['2607:f8b0:4009:814::2004'],[''],['ns1.google.com'],various,google.com
goegle.com,['103.224.212.205'],,['park-mx.above.com'],['ns1.mfk1.com'],vowel-swap,google.com
gaogle.com,['107.180.51.12'],,['mail.gaogle.com'],['ns25.domaincontrol.com'],vowel-swap,google.com
googli.com,['162.255.119.253'],,,['freedns1.registrar-servers.com'],vowel-swap,google.com
