pivot_selector,pivot_ip,discovered_domain,source
Backfill,87.98.250.141,ww.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,perdu.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,wwww.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,www.yopmail.net,AlienVault_OTX
Backfill,87.98.250.141,test-adobe-wmi.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,autoconfig.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,smtp.yopmail.net,AlienVault_OTX
Backfill,87.98.250.141,jenc.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,rienderien.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,jpln.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,david.morisson.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,david.morisson.spie.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,www.m.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,sug.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,mortavec.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,www.toto.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,yopmail.net,AlienVault_OTX
Backfill,87.98.250.141,andre.lepaul.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,durangm.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,beurretendre.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,oranginarouge.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,lennybar.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,zhexo.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,beurre.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,shsfire.yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,yopmail.com,AlienVault_OTX
Backfill,87.98.250.141,www.yopmail.fr,AlienVault_OTX
Backfill,87.98.250.141,m.yopmail.fr,AlienVault_OTX
Backfill,87.98.250.141,adenilzo.n.silva.yopmail.com,AlienVault_OTX
Backfill,89.167.112.141,mailoven.net,AlienVault_OTX
Backfill,89.167.112.141,mailoven.com,AlienVault_OTX
Backfill,94.250.202.68,www.wheelsofnames.org,AlienVault_OTX
Backfill,94.250.202.68,wheelsofnames.org,AlienVault_OTX
Backfill,94.250.202.68,intern.vitill.com,AlienVault_OTX
Backfill,94.250.202.68,vps.vitill.com,AlienVault_OTX
Backfill,94.250.202.68,hbfdup.easypanel.host,AlienVault_OTX
Backfill,94.250.202.68,malined.com,AlienVault_OTX
