ASN,Name,Country
AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",
AS32613,"IWEB-AS, CA",CA
AS16276,"OVH, FR",FR
AS85,"AERO-NET, US",
AS2683,"RADIO-MSU MSU, RU",RU
AS34011,"GD-EMEA-DC-CGN1, DE",
AS30,SRI-AICNET,
AS13744,"THP-BGP, US",
AS3292,"TDC TDC AS, DK",
AS2118,"RELCOM-AS, CZ",
AS206774,INETBOLAGET - Internetnord AB,
AS20539,"TCRS-AS Sumy, Ukraine, UA",
AS56380,"AS-ITFRUIT, MD",
AS12741,"AS-NETIA Warszawa 02-822, PL",
AS57169,"EDIS-AS-EU, AT",
AS60294,"DE-DGW Deutsche Glasfaser Wholesale Internet, DE",
AS50304,"BLIX, NO",NO
AS13030,"INIT7, CH",
AS572,GBMC-TOW,
AS396948,"CLOUDWEBMANAGE-SC, US",
AS45177,"DEVOLI-AS-AP Devoli, NZ",
AS59444,"ASAMSNET, PL",
AS20240,VENTURAFOODS,
AS40056,"WGLV-20, US",US
AS26400,"IAMOTEL, US",US
AS3213,"BOGONS-ASN, GB",GB
AS19809,ASNBLK-VTLA2,
AS786,JANET - Jisc Services Limited,
AS58061,"SCALAXY-AS, LV",
AS24875,"NOVOSERVE-AS, NL",
AS355,DNIC-ASBLK-00306-00371,
AS58791,"GMOOSK-NET GMO Internet Group, Inc., JP",
AS102,"NSF-HQ-AS, US",
AS216398,"HPI, DE",DE
AS5786,"UPRENET, PR",
AS29119,SERVIHOSTING-AS - AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,
AS19844,"SBA-EDGE-JAX, US",
AS293,ESNET,
AS204911,"SYSTEMLOS-AS, DE",
AS2640,AMESLAB-AS,
AS56,DNIC-AS-00056,
AS13693,"NTS-ONLINE, US",
AS140,"DNIC-AS-00140, US",
AS300,DNIC-AS-00300,
AS57370,"WINGO, CH",CH
AS34700,"CITYNET-AS Maxnet LLC, UA",UA
AS61157,"PLUSSERVER-ASN1, DE",
AS50,ORNL-MSRNET,
AS2030,TBCASN2,
AS208367,"CSPACEHOSTINGS, EE",
AS122,"UPMC-AS122, US",
AS72,"SCHLUMBERGER-AS, US",
AS20395,"MEDFUSION-LEWISVILLE, US",
AS3320,"DTAG Internet service provider operations, DE",
AS1273,"CW Vodafone Group PLC, EU",
AS77,"JHUAPL-AS, US",
AS203476,"GANDI-AS-2 Domain name registrar - www.gandi.net, FR",
AS2110,"AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet., IE",IE
AS210630,"INTERNET-SPEECH-AND-PRIVACY, US",
AS82,OPENTEXT,
AS24872,"MAGNUS-AS, UA",
AS53184,"VERO S.A, BR",
AS200533,INITLAB - Civil association Init Lab,
AS20677,"IMOS-AS Alfons-Feifel-Str. 9, DE",
AS555,VTSII,
AS361,DNIC-ASBLK-00306-00371,
AS4766,"KIXS-AS-KR Korea Telecom, KR",
AS23470,"RELIABLESITE, US",
AS6,"BULL-HN, US",US
AS13367,"COMCAST-13367, US",
AS1611,"MABELTEL, US",US
AS18106,"VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG",SG
AS19994,"RACKSPACE, US",
AS209825,"IBNET IBNET ISP AS, UA",
AS322,DNIC-ASBLK-00306-00371,
AS31,"CIT, US",
AS204770,CHERRYSERVERS3-AS - UAB Cherry Servers,
AS213354,INTERNATIONAL-HOSTING-SOLUTIONS-AS - INTERNATIONAL HOSTING SOLUTIONS LLP,
AS22639,COOPTEL-AS-01,
AS200713,"FREY-AS, CH",CH
AS64425,"-Reserved AS-, ZZ",
AS12508,"AS12508 Bratislava, Slovak Republic, SK",
AS19108,"SUDDENLINK-COMMUNICATIONS, US",US
AS38,UIUC,
AS2603,"NORDUNET, DK",
AS263608,"WSNET TELECOM LTDA ME, BR",
AS21,RAND,
AS20491,ASWASKO - WASKO S.A.,
AS49581,"FERDINANDZINK, DE",
AS42,"WOODYNET-1, US",
AS399629,"BLNWX, US",
AS875,GONET-ASN-17,
AS2027,MILKYWAN - MilkyWan Association,
AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany, DE",
AS399686,SEMIBAND,
AS5650,"FRONTIER-FRTR, US",
AS202921,"CC_INTERNET, CZ",
AS7552,"VIETEL-AS-AP Viettel Group, VN",
AS28855,"OCTOPUCE-AS Customers , FR",
AS328720,"Nerospec-Networks, ZA",
AS23033,"WOW, US",
AS50968,"HOSTMASTER-AS - Hostmaster, Ltd.",
AS2496,"UKANS, US",US
AS205449,"DEVNET, FI",
AS400564,"WESTONREED, US",
AS326,DNIC-ASBLK-00306-00371,
AS397423,"TIER-NET, US",
AS4318,"ADC-ASN, US",
AS21266,"EESNET-AS, RU",
AS45382,"EHOSTIDC-AS-KR Hostcenter, KR",
AS199765,,
AS5769,"VIDEOTRON, CA",CA
AS34911,"ASELDATA, CZ",
AS40021,"CONTABO-40021, US",
AS62563,"AS-GLOBALTELEHOST, CA",CA
AS200019,"ALEXHOST, MD",
AS7684,"SAKURA-A SAKURA Internet Inc., JP",
AS3813,SOGANG-AS-KR Sogang University,
AS6040,DNIC-ASBLK-05800-06055,
AS56803,"AS-DATASOURCE, CH",
AS201011,CORE-BACKBONE - Core-Backbone GmbH,
AS44901,"BELCLOUD Premium IP transit network, BG",
AS329,DNIC-ASBLK-00306-00371,
AS78,BA-346-78,
AS30083,"AS-30083-US-VELIA-NET, DE",
AS63930,"READYSERVER-SG READY SERVER PTE LTD, SG",
AS22,DNIC-AS-00022,
AS21274,BAS-NET-AS - State Scientific Enterprise 'United Institute of Informatics Problems of National Academy of Sciences of Belarus' (UIIP NASB),
AS12353,"VODAFONE-PT Vodafone Portugal, PT",
AS30836,"NET23-AS, HU",
AS19911,"SECURITYSERVICES, US",
AS44050,"PIN-AS, RU",
AS3927,"RGNET-IAD RGnet Ashburn DC2, EE",
AS205,"MONTCLAIR-AS, US",
AS397142,"FORT-COLLINS-CONNEXION, US",
AS882,"GONET-ASN-17, CA",CA
AS16086,"DNA, FI",FI
AS3958,"AIRCANADA, CA",
AS48605,,
AS6866,CYTA-NETWORK - Cyprus Telecommunications Authority,
AS3365,"SEESIP-1-3365, US",
AS3287,"REDLINE-AS REDLINE, RU",
AS12732,"GUTCON-NET Carrier51 GmbH, GutCon GmbH, DE",
AS12161,"DAO, US",
AS399,"AFCONC-BLOCK1-AS, US",
AS6939,"HURRICANE, US",
AS3261,"DIPT-AS - LLC ""FTICOM""",
AS30766,"GGEWNET-AS Dammstrasse 68, DE",DE
AS20626,"SANDNET Sweden, SE",
AS59,"WISC-MADISON-AS, US",
AS24768,"ALMOUROLTEC, PT",
AS201579,HOSTGNOME-AS - HOSTGNOME LTD,
AS15796,"SALT-, CH",
AS267546,"GOIAS CONECT TELECOM EIRELI - ME, BR",
AS353,DNIC-ASBLK-00306-00371,
AS20447,"KITAUJI-NETWORKS, US",
AS4773,"MOBILEONELTD-AS-AP MobileOne Ltd. MobileInternet Service Provider Singapore, SG",
AS16202,"TC-PRIMACOM, DE",
AS199950,"HJELM-ENTERPRISES-AB, SE",
AS57271,"BITWEB-AS, RU",
AS7,"DSTL, EU",
AS45731,"ARDH-AS-ID ARDH GLOBAL INDONESIA, PT, ID",
AS892,"EBSI-ISP-FO-01, US",
AS15728,"RMF-KRAKOW-, PL",
AS15108,"ALLO-COMM, US",US
AS3242,"ASN-ITNET, IT",
AS7992,"COGECOWAVE, CA",
AS201146,"LOPNET, SE",
AS203394,"-Reserved AS-, ZZ",
AS70,"NLM-GW, US",
AS39857,"TKY-AS, FI",
AS1975,"PROQUEST-AS, US",
AS26068,"ONSH-NET-CHGO-BLK01, US",
AS511,PRISMA HEALTH,
AS35426,"NEXTMAP, FR",
AS1996,ASN1,
AS207713,GIR-AS - GLOBAL INTERNET SOLUTIONS LLC,
AS395853,"NYCMESH, US",
AS8218,NEO-ASN - Zayo Infrastructure France SA,
AS43317,"VEESP-AS, LV",
AS8,"RICE-AS, US",
AS1754,"DESY-HAMBURG, DE",
AS206238,"FREEDOMINTERNET, NL",
AS20942,ISP-ASN2 - Intesa Sanpaolo S.p.A.,
AS97,"NTTA-97, US",
AS52048,"RIXHOST, LV",
AS328366,"FirstnetTechnology-AS, ZA",
AS39287,"ABSTRACT, FI",
AS207916,"VELOCITY1UK, GB",
AS13541,"SIEMENS-DISW-WIV-B-ORW, US",
AS268581,"QNAX LTDA, BR",
AS396982,"GOOGLE-CLOUD-PLATFORM, US",
AS153,CTNOSC-ASN-153,
AS200490,BODEMS - Felix Annen,
AS3308,"TELIANET-DENMARK, SE",
AS3233,ICI-ROTLD - Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti,
AS43350,"NFORCE, NL",
AS20168,AM-US-AMER-PRECOR-PRECO-11,
AS59741,"SINAVPS SinaVPS, CH",
AS1634,"BWDSB, CA",CA
AS518,DNIC-AS-00518,
AS25512,"CDT-AS The Czech Republic, CZ",
AS9063,"SAARGATE-AS VSE NET GmbH, DE",
AS45012,"CLOUDPIT, DE",
AS202302,"NETH-AS, UA",
AS35425,"BYTEMARK-AS, GB",
AS36375,"UMICH-AS-5, US",
AS25668,"CIPHERKEY, CA",
AS197071,"ACTIVE-SERVERS active-servers.com, DE",
AS399486,VIRTUO,
AS29134,"IGNUM-AS Czech Republic, CZ",
AS32489,"AMANAHA-NEW, CA",
AS51741,,
AS6661,"EPT-LU Entreprise des P. et T. Luxembourg, LU",
AS42675,OBEHOSTING - Obehosting AB,
AS20228,NTUA,
AS9136,WOBCOM - Wobcom GmbH,
AS20053,AIRCLIC,
AS55286,"SERVER-MANIA, CA",
AS8412,"TMA Magenta Telekom, AT",
AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",
AS16075,"TAZ-AS taz die tageszeitung autonomous system, DE",
AS132,"WPAFB-CSD-NET-AS, US",
AS2732,"VALLIANT-TEL, US",
AS161,"TI-AS, US",
AS396097,"SAIL-INET, US",
AS198225,"MDDSL-AS, DE",
AS12,NYU-DOMAIN,
AS336,"DNIC-ASBLK-00306-00371, US",
AS396527,"MIT-PUBWIFI, US",
AS93,"NTTA-93, US",US
AS21247,"IPSYN-AS, FR",
AS5,"SYMBOLICS, US",
AS545,NRI,
AS35432,"CABLENET-AS, CY",
AS34222,"ZONER-AS, CZ",
AS43847,"NBISERV-AS - Martin Prager trading as ""NbIServ""",
AS58291,COLOCENTER - ColoCenter b.v.,
AS39698,MBAUER-ASN - Managementservice Kleka Sp. z o.o.,
AS5606,"GTS-BACKBONE GTS Telecom, RO",
AS589,UNT-CAMPUS-AS,
AS24589,"TELENETSIA-AS Telenet AUT-NUM peering specification object, LV",LV
AS30036,"MEDIACOM-ENTERPRISE-BUSINESS, US",
AS58212,"DATAFOREST, DE",
AS12417,"DHH-AS, HR",
AS13285,"OPALTELECOM-AS TalkTalk Communications Limited, GB",
AS212238,"CDNEXT, GB",GB
AS60036,DYFED-IT-SOLUTIONS - Voneus Ltd,
AS18,"UTEXAS, US",
AS20101,MICHWAVE,
AS20742,AHOL - Internet4U Kereskedelmi es Szolgaltato Kft.,
AS200651,"FLOKINET, IS",
AS21508,COMCAST-21508,
AS40000,"NOBLIS-AUTONOMOUS-SYSTEM, US",US
AS29141,"BKVG-AS, DE",
AS39742,"ITM, UA",
AS63267,"FAYETTEVILLEPUBLICUTILITIES-TN, US",
AS4954,CARR,
AS5602,AS-IRIDEOS-KP - Retelit Digital Services S.p.A.,
AS216127,"AS-NUXTCLOUD, GB",
AS212317,"HETZNER-CLOUD3-AS, DE",
AS204779,"LOCALNET, FI",FI
AS1303,"FR-IDRIS-ORSAY FR, EU",
AS11427,"TWC-11427-TEXAS, US",
AS21250,"BAHNHOF Former Tyfon Svenska AB - Sweden, SE",
AS212271,"C1V Internet Service Provider in Italy, IT",
AS3943,DMM,
AS2527,"SO-NET Sony Network Communications Inc., JP",
AS58329,"SERVINGA-NL, DE",
AS268,USUHSNET-AS,
AS13,"DNIC-AS-00013, US",
AS7016,"CCCH-3, US",
AS14061,"DIGITALOCEAN-ASN, US",
AS6256,CELLCO-PART,
AS1103,"SURFNET-NL SURFnet, The Netherlands, NL",
AS349,DNIC-ASBLK-00306-00371,
AS20771,CAUCASUS-CABLE-SYSTEM - Caucasus Online Ltd.,
AS57811,"REDGETECHNOLOGIES, PL",
AS20676,"PLUSNET *****************, DE",DE
AS6407,"PRIMUS-AS6407, CA",
AS30900,"WEBWORLD-AS ta Web World Ireland, IE",IE
AS2037,"CSUFRESNO, US",
AS35277,"LLHOST-INC-SRL, ZZ",
AS10929,ESTRUXTURE-QC-10929,
AS5663,EDCNET,
AS45250,"VOCOM-AP-AS Vocom International Telecommunications AP Area, TW",TW
AS50673,"SERVERIUS-AS, NL",
AS26383,"ASNET, US",US
AS40138,"MDNET, US",US
AS48101,"TROOLI-AS Trooli Ltd, GB",GB
AS397270,"NETINF-TRANSIT-AS, US",
AS4319,CORTLAND,
AS3243,"MEO-RESIDENCIAL, PT",
AS198161,"CZ-SUAS, CZ",
AS5740,"WORKFORCE, US",
AS44925,"THE-1984-AS, IS",
AS877,"GONET-ASN-17, CA",
AS1650,CAMBRIDGEMA-PUBLIC-SCHOOLS,
AS20799,DATANET-AS - Datanet.co.uk Ltd,
AS6128,"CABLE-NET-1, US",US
AS133398,"TELE-AS Tele Asia Limited, HK",
AS23881,"UDOMAIN-AS-AP UDomain Web Hosting Company Ltd, HK",HK
AS1407,"QUOTEMEDIA, US",
AS1411,CHRISTOPHER-NEWPORT-UNIVERSITY,
AS1420,"STL-C9D, US",
AS1562,DNIC-ASBLK-01550-01601,
AS16185,"RINGNETT-NORWAY RingNett AS Autonomous System, NO",
AS40924,"HSS-ASN, US",
AS2928,"COAT, US",
AS54965,"NYU-POLY, US",
AS60118,"CYBERSMARTSOLUTIONS-AS, RO",
AS20302,"CITY-OF-PALM-COAST, US",US
AS276,OTS-AS-276,
AS207992,"FEELB, FR",
AS3477,NOAA-NWAVE,
AS137,"ASGARR Consortium GARR, IT",
AS197422,"TETANEUTRAL-NET-AS, FR",
AS64396,"BIB, DE",
AS13806,"NCRCORP, US",
AS133481,AIS-FIBRE-AS-AP AIS Fibre,
AS701,"UUNET, US",
AS3173,STANLEYWORKS-BE-AS - Stanleyworks (Europe) GmbH,
AS19707,"SETL-1-AS-00, US",
AS39013,,
AS203020,"HOSTROYALE, IN",
AS3269,"ASN-IBSNAZ, IT",
AS9931,"NTPCL-AS-AP National Telecom Public Company Limited, TH",
AS12083,WOW-INTERNET,
AS32133,"AS-TING-BACKBONE, US",
AS2857,RLP-NET - Johannes Gutenberg-Universitaet Mainz,
AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",
AS6233,"XTOM, US",
AS9371,"SAKURA-C SAKURA Internet Inc., JP",
AS20454,"SSASN2, US",US
AS42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",
AS63018,"DEDICATED, US",
AS2864,ALJASKA-AS - PE Raniuk Mikola Bogdanovich,
AS210079,"EUROBYTE, RU",
AS18460,"FHSU, US",
AS208258,"ACCESS2IT Access2.IT Network, NL",NL
AS203446,"AS203446, GB",
AS49392,ASBAXETN - LLC Baxet,
AS7765,"KOUMBIT, CA",
AS3301,TELIANET-SWEDEN - Telia Company AB,
AS58294,"CLOUDWALL, BG",
AS21032,TELTA-AS - TELTA Citynetz GmbH,
AS40065,"CNSERVERS, US",
AS21188,"UNILEVER-ES-UK, GB",
AS51248,"HOST-TELECOM, CZ",
AS20766,"GITOYEN-MAIN-AS The main Autonomous System of Gitoyen Paris, France., FR",
AS30633,"LEASEWEB-USA-WDC, US",
AS687,DNIC-AS-00687,
AS31027,"GLOBALCONNECT-AS31027, DK",
AS198440,"GIGANET, GB",
AS1653,SUNET - SUNET Swedish University Network,
AS2516,"KDDI KDDI CORPORATION, JP",JP
AS207424,"HYNET Hyena Network AS, BE",
AS89,DNIC-AS-00089,
AS134835,"SNL-HK Starry Network Limited, HK",HK
AS14078,"VOICENETPULSE-TELECOM, CA",
AS350,"DNIC-ASBLK-00306-00371, US",
AS3470,"DNIC-AS-03470, US",US
AS553,BELWUE - Universitaet Stuttgart,
AS34,"UDELNET, US",
AS61275,"ASN-NEAS, NO",
AS133159,"MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU",
AS323,DNIC-ASBLK-00306-00371,
AS8339,"KABSI-AS, AT",AT
AS43,"BNL-AS, US",
AS20714,"MERLIN-TELECOM, UA",UA
AS21252,"NIKOIL-AS Bank IT Departament, RU",
AS206125,"TIMNET, FI",
AS21140,"FLY-TELECOM-AS, RU",
AS212027,"PEBBLEHOST, GB",
AS51815,"TEKNIKBYRAN, SE",
AS11232,MIDCO-NET,
AS1360,"MEWS-04, US",
AS17,"PURDUE, US",
AS3329,"HOL-GR Athens, Greece, GR",
AS209424,"FASTSPEED, DK",
AS20091,"MARTINSVILLE-VA, US",
AS20612,"SWISSIX, CH",
AS11796,AIRSTREAMCOMM-NET,
AS1255,SMITHCOLLEGE-AS,
AS206264,"AMARUTU-TECHNOLOGY, SC",
AS21412,"CGATES-AS, LT",
AS34779,"T-2-AS - T-2, d.o.o.",
AS40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U., AT",
AS19722,NFTA,
AS16591,"GOOGLE-FIBER, US",
AS25596,"CAMBRIUM-AS, NL",
AS13156,"AS13156 Palmela, PT",
AS212508,"LOWHOSTING-AS, IT",
AS910,"NORTA-CANAL, US",
AS17356,"VERMONT-TELE, US",
AS204615,"IPFIB-AS, SC",
AS27715,"Locaweb Servicos de Internet SA, BR",
AS19437,"SS-ASH, US",
AS20005,"SANDHILLS-SA, US",
AS39788,DANNENBERG-AS - Chaos Computer Club e.V.,
AS33287,"COMCAST-33287, US",US
AS39405,"FULLSAVE-AS, FR",FR
AS1781,"KAIST-DAEJEON-AS-KR Korea Advanced Institute of Science and Technology, KR",
AS51681,"DATIUM, ES",
AS33915,"TNF-AS, NL",
AS5432,"PROXIMUS-ISP-AS, BE",
AS203953,"HIPER, DK",
AS2494,MUWNET - MUWNET Autonomous System,
AS20712,"AS20712 Andrews & Arnold Ltd, GB",
AS56381,"AS-LEVEL66-NETWORK level66.network UG haftungsbeschrankt, DE",
AS26848,"PFG-ASN-1, US",
AS20001,"TWC-20001-PACWEST, US",
AS8447,"A1TELEKOM-AT A1 Telekom Austria AG, AT",AT
AS5617,"TPNET, PL",
AS406,AFCONC-BLOCK1-AS,
AS17858,"POWERVIS-AS-KR LG POWERCOMM, KR",
AS28573,"Claro NXT Telecomunicacoes Ltda, BR",BR
AS33651,"CMCS, US",
AS199246,"TOPHOST, GR",
AS39375,"TPODLASIE, PL",
AS14536,"ASN-SOL, US",
AS136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",
AS200918,"ORELSOFT, CZ",
AS2067,"THDOC reseau regional tres haut debit dOccitanie, EU",
AS9790,"TWO-DEGREES-AS-AP Two Degrees Networks Limited, NZ",
AS12570,"ITSELF Network and internet service provider., CZ",
AS49981,"WORLDSTREAM, NL",
AS204548,"CLOUDWEBMANAGE-IL-FR, US",
AS6224,"CENTURYLINK-MTIPS2-CHI, US",US
AS39810,"UA-WICOM WiMAX Ukraine Autonomous System, UA",UA
AS22773,"ASN-CXA-ALL-CCI-22773-RDC, US",
AS44679,"BINBOX-GLOBAL-SERVICES, RO",
AS33652,"CMCS, US",
AS1406,MOTOROLA-MOBILITY,
AS45629,JASTEL-NETWORK-TH-AP JasTel Network International Gateway,
AS20495,"WEDARE wd6.NET B.V, NL",
AS10961,"BGP-AS, US",US
AS400682,"DARKDOT, US",
AS5607,"BSKYB-BROADBAND-AS, GB",
AS211409,"PRIMEFILTER, GB",
AS57043,"HOSTKEY-AS, NL",
AS8764,"TELIA-LIETUVA - Telia Lietuva, AB",
AS13339,-Reserved AS-,
AS38195,"SUPERLOOP-AS-AP Superloop, AU",
AS21607,"LAZERWARE-INC, US",
AS49447,"NICEIT, DM",
AS14117,"Telefonica del Sur S.A., CL",
AS3758,"SINGNET SingNet, SG",
AS204641,"ECOMPUTE, RO",
AS20804,"ASN-TELENERGO ul. PERKUNA 47, WARSZAWA, PL",
AS60602,"INOVARE-AS str. Uzinelor 21 of. 37, MD",
AS210644,AEZA-AS - AEZA INTERNATIONAL LTD,
AS35916,"MULTA-ASN1, US",
AS212477,"ROYALE-AS, NL",
AS199118,"HPLS-AS, DE",
AS4637,ASN-TELSTRA-GLOBAL Telstra Global,
AS32338,"HOSTISERVER, AI",
AS61272,"IST-AS, LT",
AS395354,"ASN-STARRY, US",
AS201682,"LIQUID-WEB-BV, US",
AS13315,HBSNET,
AS51059,"BRIGHTBOX-AS, GB",
AS27823,"Dattatec.com, AR",
AS47066,"PRGMR, US",
AS205766,"UBERSPACE, DE",
AS64073,"VETTA Vetta Online Ltd, NZ",
AS20969,NOB-AS - Red Bee Media B.V.,
AS1767,"ILIGHT-NET, US",US
AS3379,"KAISER-NCAL, US",US
AS205365,"FETZER, DE",DE
AS30600,"AS-CMN, US",
AS127,"JPL-AS127, US",
AS54858,"AS-SBI, US",
AS59684,"ASHOSTERKG - Hoster kg, Ltd.",
AS13188,"TRIOLAN, UA",UA
AS202,CENTURYLINK-LEGACY-LVLT-202,
AS211301,"UNESTY Unesty Company, DE",
AS61424,ESERVER-SK-AS - eServer s.r.o.,
AS2089,"FR-MAN-CAEN FR, EU",
AS29314,"VECTRANET-AS Al. Zwyciestwa 253, 81-525 Gdynia, Poland, PL",
AS1205,"JKU-LINZ-AS University Linz, AT",
AS1627,TOWNEBANK,
AS14670,"WHG-USE1, GB",
AS20510,"NEXUM-AS Hungary, HU",
AS21499,"GODADDY-SXB, DE",
AS204196,ABELOHOST - Abelohost BV,
AS202425,"INT-NETWORK, SC",
AS56322,SERVERASTRA-AS - ServerAstra Kft.,
AS6799,"OTENET-GR Athens - Greece, GR",
AS200514,"KNOWNSRV, GB",GB
AS42237,"W1N, GB",GB
AS2108,"CARNET-AS J.Marohnica 5, 10000 Zagreb, HR",HR
AS20372,"GOBIERNOPR-AS, PR",
AS88,PRINCETON-AS,
AS6752,"ANDORRA Andorra Telecom, AD",AD
AS683,"ARGONNE-AS, US",
AS8972,"GD-EMEA-DC-SXB1, DE",
AS3527,NIH-NET,
AS8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",DE
AS19201,"ETC, US",
AS35492,"FUNKFEUER, AT",
AS196,"BOEING196, US",
AS59491,LIVENET-PL - Livenet Sp. z o.o.,
AS56630,"MELBICOM-EU-AS Melbikomas UAB, LT",
AS49601,"UNITEL-MEDIA, PL",PL
AS19838,"BLUE-WATER-NETWORKS, US",US
AS4583,THOMSON-REUTERS,
AS28725,"CETIN-AS, CZ",
AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",
AS8926,"MOLDTELECOM-AS Moldtelecom Autonomous System, MD",
AS41075,"ATW-AS, HU",
AS3223,"VOXILITY, GB",
AS55688,"BEON-AS-ID PT. Beon Intermedia, ID",
AS11351,TWC-11351-NORTHEAST,
AS4,"ISI-AS, US",
AS20765,"Germany, DE",
AS104,"COLORADO-AS, US",US
AS47570,"V2O-SIA-AS, LV",
AS3559,"KORNET-AS-KR Korea Telecom, KR",
AS267,"NETHER-NET, US",
AS40068,"NEOVERA-AS40068, US",
AS4181,"TDS-AS, US",
AS11550,"SDL-20-AS, US",
AS6025,"DNIC-ASBLK-05800-06055, US",US
AS33387,"NOCIX, US",
AS35661,"VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat., FR",
AS10796,"TWC-10796-MIDWEST, US",
AS13233,"SCHOENE-AS, DE",DE
AS13435,COMMUNITY-HEALTH-CHOICE,
AS32329,"MONKEYBRAINS, US",
AS52,UCLA,
AS57,"NL-GIGAPOP, US",
AS45839,"SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY",
AS12824,"HOMEPL-AS, PL",
AS46375,AS-SONICTELECOM,
AS334,DNIC-ASBLK-00306-00371,
AS210278,"SKYIT-BB, IT",
AS57944,"IPC-AS, UA",
AS36236,"NETACTUATE, US",
AS33661,CMCS,
AS48438,CORBINA-AS - Corbina Telecom Llc.,
AS29580,"A1BG_RSG A1 EAD, BG",
AS55,UPENN,
AS202585,"BGP-RODEO bgp.rodeo, NL",
AS11403,NYINTERNET,
AS49544,I3DNET - i3D.net B.V,
AS20847,"PREVIDER-AS, NL",
AS1348,"CA-DOTNET-AS, US",
AS8612,"TISCALI-, IT",
AS4283,CENTURYLINK-TSDS-LSVG,
AS1982,ASN-NWNEX,
AS134697,"LAUNTEL-AS-AP Launtel, AU",
AS27323,"SERVERSTADIUM, US",
AS30860,"YURTEH-AS, UA",
AS212263,"AS-ROCKETFIBRE, GB",GB
AS24961,"MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG, DE",
AS2041,STNORBERTCOLLEGE,
AS48927,"ESEVEN, DE",
AS202282,FIBRUS - FIBRUS NETWORKS LTD,
AS321,DNIC-ASBLK-00306-00371,
AS39650,"ATRINCOMMUNICATION, IR",IR
AS20708,"SKODA-AUTO Tr. Vaclava Klementa 869, CZ",
AS207656,"EPINATURA, UA",
AS25369,"BANDWIDTH-AS, GB",
AS21226,RU-KPTUS - Krasnoyarsky PTUS ZAO,
AS6200,"UIC-AS, US",
AS198610,"BEGET-AS, RU",
AS7418,"TELEFONICA CHILE S.A., CL",CL
AS208626,"SERV-TECH, RU",
AS207781,MCL-AS - Marcel Menzel,
AS21021,"MULTIMEDIA-AS Cable DTV Internet Voice Provider in Poland., PL",
AS1321,ANSBB-ASNNET-1,
AS362,DNIC-ASBLK-00306-00371,
AS16117,"GAVLENET se.gavlenet Autonomous System, SE",
AS4940,"IAP-WORLDWIDE-SERVICES, US",
AS1208,"DNIC-AS-01208, US",
AS49855,"PLUTEX, DE",
AS393408,UNIV-PORTLAND,
AS210329,"CLOUDWEBMANAGE-UK-1, US",
AS399275,"SOLID, US",
AS359,DNIC-ASBLK-00306-00371,
AS41653,AQUARAY - Aqua Ray SAS,
AS53486,"NRBN, CA",
AS173,NTTECL-AS Nippon Telegraph and Telephone Corporation,
AS213250,"ITP-SOLUTIONS, DE",
AS4224,CALYX-AS,
AS19318,"IS-AS-1, US",
AS60729,"TORSERVERS-NET, DE",
AS6302,"AGP-AS1, US",
AS339,"DNIC-ASBLK-00306-00371, US",
AS1415,"CHNETWORK, US",
AS51396,"PFCLOUD Pfcloud UG, DE",
AS199087,"KASENET, FI",
AS20242,GCO-HQ,
AS45,"LLL-TIS-AS, US",US
AS8400,"TELEKOM-AS, RS",
AS900,WAA,
AS44134,BOLIGNET-AS - BOLIGNET A/S,
AS397715,"KPFA, US",
AS5483,"MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt., HU",
AS1239,"COGENT-1239, US",
AS51538,"TEKCOM, RU",
AS1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW
AS19045,"DIRECTCOM, US",
AS50349,"TIMPLUS, PL",
AS68,"LANL-NM, US",
AS59729,"ITL-BG, US",
AS871,"GONET-ASN-17, CA",
AS39636,ASN-AEMNET - IREN ENERGIA S.P.A,
AS39912,"I3B-AS, AT",
AS196682,"INVERTA-AS, SK",
AS31103,"KEYWEB-AS, DE",
AS4892,"APPLIEDUK-CLOUD-04, US",
AS31898,"ORACLE-BMC-31898, US",
AS12759,"SOCO-AS Nordstrasse 102, DE",
AS13692,"DFN-ASN-1, US",
AS4503,EGINTERLINK,
AS61125,SABOTAGE - SABOTAGE LLC,
AS205007,ESERVER-RS - Maxim Azarov trading as eServer,
AS43641,"SOLLUTIUM-NL, PL",
