ASN,Name,Country
AS62248,"MODIRUM, EE",EE
AS54290,"HOSTWINDS, US",
AS47544,"IQPL-AS, PL",
AS8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",
AS6079,"RCN-AS, US",US
AS1312,"VA-TECH-AS, US",
AS205727,"ARUBAPL-AS, IT",
AS855,CANET-ASN-4,
AS63997,"TSUKAERUNET Tsukaeru.net, Web Hosting Company, Japan, JP",
AS29695,"ALTIBOX_AS Norway, NO",NO
AS198156,DEDISERV - Lukman Multimedia Sp. z o.o,
AS27651,"ENTEL CHILE S.A., CL",
AS34288,"AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH",
AS5726,"INTERWORLD, US",US
AS250,SACREDCHAO-AS - AS250.net Foundation,
AS356,DNIC-ASBLK-00306-00371,
AS4364,"IGLOU, US",
AS50979,"ITL-LV, US",US
AS7562,"HCNSEOCHO-AS-KR HCN Dongjak, KR",KR
AS20820,"ASN-CJD-NET, RO",
AS6109,"NDCHEALTH, US",
AS13483,INFOR-AS13483,
AS11878,"TZULO, US",
AS19504,"WTCC, US",
AS807,"FORKSYSTEMS, US",US
AS57494,"ADMAN-AS, RU",
AS4887,"PORTOFCC, US",
AS671,DNIC-AS-00671,
AS51744,"ASJABLONKA, CZ",CZ
AS8708,"DIGI-ROMANIA 75 Dr. Staicovici, RO",
AS843,"F5-XC-NAE, US",US
AS24800,"BORNFIBER, DK",
AS25486,"LUN-AS Lightup Network Solutions GmbH & Co. KG, DE",
AS4851,"HOSTNETWORKS-AS-AU-AP Host Networks, AU",
AS8473,"BAHNHOF, SE",
AS19668,PRICEWATERHOUSECOOPERS-MSO,
AS22987,BRIGHTRIDGE,
AS4739,"INTERNODE-AS Internode Pty Ltd, AU",
AS205714,"TELE2HR Telemach Hrvatska d.o.o, HR",
AS4538,ERX-CERNET-BKB China Education and Research Network Center,
AS157,HPE-15,
AS21325,"TNA, LV",
AS2046,"DNIC-AS-02046, US",
AS53667,"PONYNET, US",
AS20300,"WT-AS1, US",
AS61102,"INTERHOST, IL",
AS140599,COMFACCORPORATION-AS-AP COMFAC CORPORATION,
AS396190,"LEASEWEB-USA-SEA, US",US
AS32181,"ASN-GIGENET, US",
AS2094,"FR-TELECOM-MANAGEMENT-SUDPARIS Telecom & Management Sud Paris, EU",
AS21100,"ITLDC-EU, US",
AS23889,"MauritiusTelecom, MU",MU
AS55081,"24SHELLS, US",
AS151338,POLONETWORK-AS-AP POLONETWORK LIMITED,
AS29802,"HVC-AS, US",US
AS54329,"SUMOFIBER-54329, US",
AS239,UTORONTO-AS,
AS3215,"France Telecom - Orange, FR",
AS118,DNIC-AS-00118,
AS17931,"NETFOREST Netforest,Inc., JP",
AS23118,"SKYBEST, US",
AS33588,BRESNAN-33588,
AS2072,"FR-RENATER-REVE Reseau REVE, EU",
AS49770,INTERNETPORT-AS - Internetport Sweden AB,
AS43205,"BULSATCOM-BG-AS Sofia, BG",
AS3842,"RAMNODE, US",US
AS16735,"ALGAR TELECOM SA, BR",
AS21211,"PENKI-AS LT-01115, Vilnius, LT",
AS13348,CIGNA-2,
AS40749,"CDELIGHTBAND, US",
AS14956,"ROUTERHOSTING, US",US
AS197566,"ASOKNET, CZ",
AS2860,"NOS_COMUNICACOES, PT",
AS44103,"BAKKER-IT-AS, NL",
AS24953,"ASN-NETPLANET AS MACRO: AS-24953 customers, AT",
AS231,MISU-231,
AS131,"UCSB-NET-AS, US",
AS8717,"A1, BG",BG
AS20880,"TC-TELECOLUMBUS, DE",DE
AS351,DNIC-ASBLK-00306-00371,
AS197019,"WEDOS, CZ",
AS20904,NETPLAZA-AS - Cinia Oy,
AS3462,"HINET Data Communication Business Group, TW",TW
AS8866,"VIVACOM-AS BULGARIA, BG",
AS212663,REMOTE-ADMIN-AS - Remote Admin Sp. Z o.o.,
AS396856,"AS-SHARON, US",
AS205235,"LABITAT, DK",
AS213373,"IPCONNECT, SC",
AS44477,"-Reserved AS-, ZZ",
AS22612,"NAMECHEAP-NET, US",US
AS207459,"AS-TEKNOSOS-INT, TR",
AS44963,"POTOK-AS, RU",RU
AS400861,"0X7C0, US",US
AS6112,"AUBURN, US",
AS1102,"SMEERBOEL-AS SMEERBOEL BV, NL",
AS4767,"AIT-CS-ASN Computer Science, TH",
AS5603,"SIOL-NET Telekom Slovenije d.d., SI",
AS84,"DNIC-AS-00084, US",US
AS270,AS270,
AS20258,"ANALOG-DEVICES, US",
AS29691,"NINE, CH",
AS42275,"THREEFOURTEEN, FR",
AS40077,"-Reserved AS-, ZZ",
AS44176,"ASVNEXT, SE",
AS43289,"TRABIA, MD",MD
AS1904,"DNIC-AS-01904, US",
AS3303,"SWISSCOM Swisscom Switzerland Ltd, CH",
AS12360,"KTK KEVAG Telekom GmbH, DE",
AS208208,"CYBERSE Cyberse GmbH & Co. KG, DE",
AS33660,"CMCS, US",
AS3216,"SOVAM-AS, RU",
AS9269,"HKBN-AS-AP Hong Kong Broadband Network Ltd., HK",
AS17017,AS-CAMPUSCOLO,
AS396507,"EMERALD-ONION, US",
AS5408,"GR-NET www.grnet.gr, GR",GR
AS39438,,
AS51177,"THCPROJECTS, RO",
AS210,"WEST-NET-WEST, US",
AS19701,"YODLEE, US",US
AS5716,CYBERCOM,
AS400771,"CODEHOF, US",US
AS1974,MEHEALTH-SOUTH,
AS5036,"WCA, US",
AS395089,HEXTET,
AS47447,"TTM, DE",
AS20523,"Budapest, Hungary, HU",
AS62,CONE,
AS208323,"APPLIEDPRIVACY-AS, AT",
AS138,"DNIC-AS-00138, US",
AS198930,"DE-VSM-ASN Peering, DE",
AS48031,"XSERVERCLOUD, UA",
AS133752,"LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED, HK",
AS2685,ATGS-MMD-AS,
AS1136,"KPN KPN National, NL",
AS5610,"O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.",
AS34702,"WAVECOM-AS, EE",
AS50340,"SELECTEL-MSK, RU",
AS34665,"PINDC-AS, RU",
AS27411,"LEASEWEB-USA-CHI, US",
AS226,LOS-NETTOS-AS,
AS208169,"ARTIKEL10, DE",DE
AS9066,"BCC Hinter dem Turme 12, DE",
AS21161,"ASN-BECHTLE Bechtle AG, DE",
AS20623,"SAFELINES, IL",
AS39694,,
AS24,"AS24, US",
AS29075,"IELO IELO Main Network, FR",
AS4758,NICNET-VSNL-BOARDER-AP National Informatics Centre,
AS36149,"HAWAIIAN-TELCOM, US",
AS18978,"ENZUINC-, US",US
AS190,"DNIC-AS-00190, US",
AS5543,"TEST-ASN1, RU",
AS2055,"LSU, US",
AS2914,"NTT-DATA-2914, US",
AS6703,"ALKAR-AS, UA",
AS357,"DNIC-ASBLK-00306-00371, US",
AS47674,"NETSOLUTIONS, MO",
AS209045,"GENESIS-CLOUD-AS, MT",
AS16509,"AMAZON-02, US",
AS135411,"REDGRAPESPTELTD-AS-AP Red Grapes Pte Ltd, SG",
AS24620,"RTU, LV",LV
AS399334,"SKYSILK-02, US",US
AS209605,"HOSTBALTIC, LT",LT
AS208942,"FIRMA-ZDOROVYE-AS, RU",
AS2606,"WIFIBER, ES",
AS63473,"HOSTHATCH, US",
AS211215,FIBERNET - Fibernet Finland Oy,
AS50297,"INFIUM - Infium, UAB",
AS12479,"UNI2-AS, ES",
AS2149,COGENT-2149,
AS10143,"EXETEL-AS-AP Exetel Pty Ltd, AU",
AS61998,"SZERVERPLEX, HU",
AS35434,,
AS21008,,
AS15133,"EDGECAST, US",US
AS398395,"LEVELONESERVERS, US",
AS39819,"PROHOST, KG",
AS24971,"MASTER-AS Czech Republic www.master.cz, CZ",
AS61138,"ZAPPIE-HOST-AS Zappie Host, US",
AS35,"MITRE-AS-1, US",
AS43150,"IQOM-BUSINESS-AS, DE",
AS46,RUTGERS,
AS863,GONET-ASN-17,
AS1216,"ORACLE-OCI-IAD1, US",
AS28258,VERO S.A,
AS61493,"InterBS S.R.L. BAEHOST, AR",
AS49505,"SELECTEL, RU",
AS12605,LIWEST-AT - LIWEST Kabelmedien GmbH,
AS61098,"EXOSCALE, CH",
AS61112,"AkileCloud Network, GB",
AS32167,"LSHIY-USER-CONTENT, US",
AS48514,"CSB, SE",
AS864,"GONET-ASN-17, CA",
AS20344,"BILLERICAPS-MA-ASN, US",
AS34878,KIT - Karlsruhe Institute of Technology,
AS9829,"BSNL-NIB National Internet Backbone, IN",
AS14203,JUNIPER-NETWORKS,
AS3685,"BUFFALO-ASN, US",
AS6724,"STRATO STRATO AG, DE",
AS12322,"PROXAD, FR",
AS2856,"BT-UK-AS BTnet UK Regional network, GB",
AS206804,"ESTNOC-GLOBAL, EE",
AS600,OARNET-AS,
AS45144,"NETONBOARD-MY Net Onboard Sdn Bhd - Quality & Reliable Cloud Hosting Provider, MY",MY
AS360,"DNIC-ASBLK-00306-00371, US",US
AS368,"DNIC-ASBLK-00306-00371, US",US
AS271,"BCNET-AS, CA",CA
AS42730,"EVANZOAS, DE",DE
AS398101,"GO-DADDY-COM-LLC, US",
AS20832,FUSE2 - Southern Communications Ltd,
AS15435,"KABELFOON DELTA Fiber Nederland, NL",
AS42159,"DELTAHOST-AS, UA",
AS12488,"KRYSTAL, GB",GB
AS61323,"UKFAST, GB",GB
AS1970,"TAMUS-NET, US",
AS3218,"COSMOS-3218-AS - Federal State Budgetary Institution of Science ""Space Research Institute of the Russian Academy of Sciences"".",
AS47890,"UNMANAGED-DEDICATED-SERVERS, GB",
AS199968,"IWSNET, AM",AM
AS9381,"HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK",
AS20857,"TRANSIP-AS Amsterdam, the Netherlands, NL",
AS33885,"OWNIT Katarinavagen 15, SE",
AS543,HP-POLY,
AS5974,"DNIC-ASBLK-05800-06055, US",
AS2519,"VECTANT ARTERIA Networks Corporation, JP",
AS39927,"ELIGHT-AS, RU",RU
AS43180,"TRUNKNETWORKS-AS, SC",
AS33650,"COMCAST-33650, US",
AS125,"HI-NET-AS, US",
AS216063,"TWENTYFOURFIRE, DE",
AS63023,"AS-GLOBALTELEHOST, US",
AS35179,"KORBANK-AS Korbank S. A., PL",
AS49532,SERVERHUB-NL - Eonix Corporation,
AS2121,"RIPE-MEETING-AS, NL",NL
AS876,"GONET-ASN-17, CA",
AS14196,"YAHOO-CHA, US",
AS32872,"DIFF-COMP-01, US",
AS3083,"CREDITSUISSEGROUP-AS Credit Suisse Group, CH",
AS35518,"SASAG, CH",
AS833,"SWN-AS, US",US
AS14618,"AMAZON-AES, US",
AS2103,"FR-IFREMER-BREST IFREMER Centre de Brest, EU",EU
AS14199,QED,
AS112,"AS112-PROJECT, US",
AS43927,"HOSTERION, RO",
AS4831,"MELCO-NZ-AS-AP Melco Sales NZ Ltd, NZ",
AS338,DNIC-ASBLK-00306-00371,
AS8283,"COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands, NL",
AS20910,"BALTKOM-AS - SIA ""BITE Latvija""",
AS20339,"RR-CENTRAL, US",
AS25820,"IT7NET, CA",
AS55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",
AS60131,"HIGH5-, NL",
AS12731,IPHH - IPHH Internet Port Hamburg GmbH,
AS39421,"SAPINET-AS, FR",
AS2872,"NCTY, TR",
AS5410,"BOUYGTEL-ISP, FR",
AS2,"UDEL-DCN, US",
AS212744,"ALINA, DE",
AS2535,"BP, US",US
AS39622,"ZERGRUSH, RO",
AS6730,"SUNRISE, CH",
AS2162,"HPINC, US",
AS396949,"CLOUDWEBMANAGE-TX, US",
AS134351,"LEASEWEB-AS-AP Leaseweb Japan K.K., JP",
AS20055,"AS-WHOLESAIL, US",
AS206216,"ADVIN-AS, US",US
AS121,DNIC-AS-00121,
AS87,"INDIANA-AS, US",
AS317,"DNIC-ASBLK-00306-00371, US",
AS32097,"WII, US",
AS33083,"AXCELX-NET, US",
AS25353,BAR-AS - BAR Informatik AG,
AS136258,ONEPROVIDER-AS BrainStorm Network,
AS31034,"ARUBA-ASN, IT",
AS45570,"NETPRES-AS-AP Network Presence, AU",
AS2614,"ROEDUNET, RO",
AS627,DNIC-ASBLK-00616-00665,
AS48314,"IP-PROJECTS, DE",
AS19995,"VSECORP, US",US
AS20473,"AS-VULTR, US",
AS393856,WGELD-ASN,
AS44066,"DE-FIRSTCOLO firstcolo.net, DE",
AS62336,"PURTEL-AS # Upstream, DE",
AS513,CERN - CERN - European Organization for Nuclear Research,
AS10996,CONCORDE,
AS17488,"HATHWAY-NET-AP Hathway IP Over Cable Internet, IN",
AS398355,"DATAIDEAS-LLC, US",
AS3635,"BEA, US",US
AS3551,"Universidad Tecnologica de Panama, PA",
AS8758,"IWAY, CH",
AS3356,"LEVEL3, US",
AS16904,"ARVIG-16904, US",
AS6876,"TENET-AS, UA",
AS15704,"XTRA Telecom, ES",
AS33490,"COMCAST-33490, US",
AS60522,"KOMMITT-AS KomMITT Ratingen GmbH, DE",
AS35100,"PATRIKWEB-CORE, SE",
AS33667,"CMCS, US",
AS375,TIETOTIE-AS - Tietoevry Oyj,
AS62365,"DESANET-AS Friedrich-List-Platz 2, DE",
AS60567,"RIXHOST, LV",
AS15497,"COLOCALL Internet Data Center ColoCALL, SK",
AS278,"Universidad Nacional Autonoma de Mexico, MX",
AS48721,FLYSERVERS-ENDCLIENTS - Flyservers S.A.,
AS39385,UORADEA-AS - UNIVERSITATEA DIN ORADEA,
AS200233,"BFH, CH",
AS203380,DAINTERNATIONALGROUP - DA International Group Ltd.,
AS20213,"GIFFORD-WIRELESS, US",US
AS792,"ORACLE-ASNBLOCK-ASN, US",US
AS58915,"ARKTISMAPTYLTD-AS-AP Arktisma Pty Ltd, AU",AU
AS20745,"ASCN, IT",IT
AS352,"DNIC-ASBLK-00306-00371, US",US
AS6855,"SK-TELEKOM Slovak Telekom T-Mobile CZ, SK",SK
AS3401,"SEATTLE, US",US
AS263812,"SONDATECH S.A.S., AR",AR
AS19,"LEIDOS-AS, US",US
AS21624,"CYBERLYNK-PHX, US",US
AS3925,"ICO-SV, US",US
AS13045,"HTP-AS, DE",DE
AS50840,"AS-HITME, PL",PL
AS47172,"GREENHOST, NL",NL
AS11426,"TWC-11426-CAROLINAS, US",US
AS2114,"ESIC, ES",ES
AS48635,"CLDIN-NL Your Hosting B.V. part of Your.Online, NL",NL
AS201838,"ASN-COMMUNITYFIBRE, GB",GB
AS396089,"NEXC, US",US
AS63199,"CDSC-AS1, US",US
AS397373,"H4Y-TECHNOLOGIES, US",US
AS6394,"DATA-BROADCASTING, US",US
AS132335,"LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED, IN",IN
AS4474,"TCT-AS, US",US
AS12496,"IDNET IDNet, GB",GB
AS4007,"SUBISU-CABLENET-AS-AP Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal, NP",NP
AS42927,"S-NET-AS, PL",PL
AS21231,"AEROFLOT Russia, Moscow, RU",RU
AS3061,"PDNPVD-1, US",US
AS2263,"FR-RENATER-IMTA-RENNES IMT Atlantique Bretagne-Pays de la Loire, EU",EU
AS1133,"UTWENTE-AS University Twente, NL",NL
AS35470,"XL-AS, NL",NL
AS6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",NL
AS560,"LVLT-560, US",US
AS174,"COGENT-174, US",US
AS679,"TUNET-AS Technische Universitaet Wien, AT",AT
AS37,"DNIC-AS-00037, US",US
AS208046,"MALIEVA, FR",FR
AS41047,"NL-MLAB MLAB Open Source Community, NL",NL
AS17547,"M1NET-SG-AP M1 NET LTD, SG",SG
AS36077,"MEMC-1, US",US
AS2044,"DF-PTL1, US",US
AS216071,"VDSINA, AE",AE
AS4262,"CERNET-ASN-BLOCK, US",US
AS852,"TELUS Communications, CA",CA
AS1248,"HERE, NL",NL
AS619,"DNIC-ASBLK-00616-00665, US",US
AS209582,"GOLDINGER, CH",CH
AS670,"DNIC-AS-00670, US",US
AS28640,"VIPWay Telecomunicacoes Ltda, BR",BR
AS38731,"VTDC-AS-VN Vietel - CHT Compamy Ltd, VN",VN
AS273,"DNIC-AS-00273, US",US
AS48550,"SNAPSERV, CH",CH
AS26347,"DREAMHOST-AS, US",US
AS4717,"AI3 WIDE Project, JP",JP
AS57191,"ITB-AS, RU",RU
AS328,"DNIC-ASBLK-00306-00371, US",US
AS6167,"CELLCO-PART, US",US
AS8437,"UTA-AS, AT",AT
AS44592,"SKYLINK, NL",NL
AS211619,"MAXKO, HR",HR
AS48874,"HOSTMAZE HOSTMAZE, RO",RO
AS4270,"Red de Interconexion Universitaria, AR",AR
AS8100,"ASN-QUADRANET-GLOBAL, US",US
AS9087,"RACKDOG-EU, US",US
AS6696,"VERIXI, BE",BE
AS2636,"LOUISVILLE-MSD-ASN-01, US",US
AS6553,"HTCNET-ORG, US",US
AS347,"DNIC-ASBLK-00306-00371, US",US
AS207083,"HOSTSLIM-GLOBAL-NETWORK, NL",NL
AS342,"DNIC-ASBLK-00306-00371, US",US
AS1249,"FIVE-COLLEGES-AS, US",US
AS34927,"IFOG-GMBH, CH",CH
AS634,"DNIC-ASBLK-00616-00665, US",US
AS58073,"YISP-AS, NL",NL
AS211720,"Datashield, Inc., SC",SC
AS288,"ESA Robert Bosch Strasse 5, DE",DE
AS254,"OPENTEXT, US",US
AS3561,"CENTURYLINK-LEGACY-SAVVIS, US",US
AS31371,"WISSENSCHAFTSLADEN-AS Germany, DE",DE
AS57860,"ZENCURITY-NET, DK",DK
AS20958,"SIGMA-IT-AS, IT",IT
AS702,"UUNET, US",US
AS4761,"INDOSAT-INP-AP INDOSAT Internet Network Provider, ID",ID
AS195,"SDSC-AS, US",US
AS577,"BACOM, CA",CA
AS3388,"UNM-AS, US",US
AS41164,"GET-NO GET Norway, NO",NO
AS11847,"OTT, US",US
AS2462,"FR-U-ANGERS ASNBLOCK2, EU",EU
AS13022,"STREAMS_GMBH, AT",AT
AS2147,"PA-AS The Press Association Ltd, EU",EU
AS23961,"MNI-AS-AP Misaka Network, Inc., US",US
